,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,-42000000.0,-397000000.0,-40000000.0,-286000000.0,-382000000.0,,
Repurchase Of Capital Stock,0.0,0.0,,,-17000000.0,0.0,
Repayment Of Debt,-1983000000.0,-2501000000.0,-400000000.0,0.0,-1691000000.0,,
Issuance Of Debt,2943000000.0,995000000.0,498000000.0,0.0,-1000000.0,,
Issuance Of Capital Stock,0.0,-5000000.0,,,0.0,0.0,
Capital Expenditure,-333000000.0,-191000000.0,-229000000.0,-178000000.0,-373000000.0,,
End Cash Position,4039000000.0,3613000000.0,5146000000.0,5536000000.0,4852000000.0,,
Beginning Cash Position,3613000000.0,5146000000.0,5536000000.0,4852000000.0,6897000000.0,,
Effect Of Exchange Rate Changes,20000000.0,-2000000.0,-35000000.0,24000000.0,17000000.0,,
Changes In Cash,406000000.0,-1531000000.0,-355000000.0,660000000.0,-2062000000.0,,
Financing Cash Flow,-7767000000.0,-4185000000.0,-411000000.0,-6659000000.0,-1951000000.0,,
Net Other Financing Charges,88000000.0,-26000000.0,-34000000.0,-23000000.0,164000000.0,,
Interest Paid Cff,,,-925000000.0,-6599000000.0,,,-214000000.0
Net Common Stock Issuance,0.0,-5000000.0,488000000.0,0.0,-17000000.0,,
Common Stock Payments,0.0,0.0,,,-17000000.0,0.0,
Common Stock Issuance,0.0,-5000000.0,,,0.0,0.0,
Net Issuance Payments Of Debt,960000000.0,-1506000000.0,98000000.0,0.0,-1692000000.0,,
Net Long Term Debt Issuance,960000000.0,-1506000000.0,98000000.0,0.0,-1692000000.0,,
Long Term Debt Payments,-1983000000.0,-2501000000.0,-400000000.0,0.0,-1691000000.0,,
Long Term Debt Issuance,2943000000.0,995000000.0,498000000.0,0.0,-1000000.0,,
Investing Cash Flow,7882000000.0,2860000000.0,-133000000.0,7427000000.0,-102000000.0,,
Interest Received Cfi,7984000000.0,2702000000.0,380000000.0,7574000000.0,283000000.0,,
Net Investment Purchase And Sale,24000000.0,330000000.0,-232000000.0,74000000.0,-25000000.0,,
Sale Of Investment,-24000000.0,253000000.0,-155000000.0,161000000.0,-217000000.0,,
Purchase Of Investment,48000000.0,77000000.0,-77000000.0,-87000000.0,192000000.0,,
Net Business Purchase And Sale,163000000.0,-17000000.0,-52000000.0,-43000000.0,0.0,,
Purchase Of Business,5000000.0,,,,0.0,0.0,
Net PPE Purchase And Sale,-289000000.0,-155000000.0,-229000000.0,-178000000.0,-360000000.0,,
Sale Of PPE,44000000.0,36000000.0,0.0,0.0,13000000.0,,
Purchase Of PPE,-333000000.0,-191000000.0,-229000000.0,-178000000.0,-373000000.0,,
Operating Cash Flow,291000000.0,-206000000.0,189000000.0,-108000000.0,-9000000.0,,
Taxes Refund Paid,-19000000.0,-16000000.0,-45000000.0,-28000000.0,-14000000.0,,
Interest Paid Cfo,-248000000.0,-520000000.0,-291000000.0,-96000000.0,-605000000.0,,
Change In Working Capital,93000000.0,-297000000.0,7000000.0,-301000000.0,216000000.0,,
Change In Other Current Liabilities,-165000000.0,7000000.0,-126000000.0,85000000.0,-55000000.0,,
Change In Other Current Assets,-58000000.0,-193000000.0,4000000.0,-163000000.0,68000000.0,,
Change In Payable,29000000.0,-547000000.0,112000000.0,-381000000.0,-124000000.0,,
Change In Inventory,24000000.0,-85000000.0,-80000000.0,-117000000.0,-27000000.0,,
Change In Receivables,301000000.0,499000000.0,40000000.0,335000000.0,388000000.0,,
Other Non Cash Items,258000000.0,465000000.0,422000000.0,289000000.0,11716000000.0,,
Provisionand Write Offof Assets,151000000.0,-38000000.0,85000000.0,-10000000.0,101000000.0,,
Deferred Tax,,,,,,4000000.0,0.0
Depreciation And Amortization,299000000.0,282000000.0,391000000.0,289000000.0,295000000.0,,
Depreciation,299000000.0,282000000.0,391000000.0,289000000.0,295000000.0,,
Gain Loss On Investment Securities,-59000000.0,80000000.0,-98000000.0,115000000.0,-88000000.0,,
Net Income From Continuing Operations,4284000000.0,4155000000.0,4066000000.0,3884000000.0,3739000000.0,,
