,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,-45233000000.0,74014000000.0,12112000000.0,-13542000000.0,-6972000000.0,
Repurchase Of Capital Stock,-1091000000.0,-1911000000.0,0.0,-83000000.0,-555000000.0,
Repayment Of Debt,-4493000000.0,-8538000000.0,-206000000.0,-627000000.0,-4118000000.0,
Issuance Of Debt,3000000000.0,0.0,4986000000.0,4415000000.0,2781000000.0,
Issuance Of Capital Stock,-1000000.0,1000000.0,7000000.0,940000000.0,15000000.0,
Capital Expenditure,-1811000000.0,-1690000000.0,-1786000000.0,-1828000000.0,-2088000000.0,
Interest Paid Supplemental Data,39267000000.0,30996000000.0,57184000000.0,67150000000.0,,
End Cash Position,114890000000.0,183679000000.0,131896000000.0,105355000000.0,117286000000.0,
Beginning Cash Position,183679000000.0,131896000000.0,105355000000.0,117286000000.0,125713000000.0,
Effect Of Exchange Rate Changes,2167000000.0,-928000000.0,-1424000000.0,-3606000000.0,-1216000000.0,
Changes In Cash,-70956000000.0,52710000000.0,27966000000.0,-8325000000.0,-16919000000.0,
Financing Cash Flow,-22624000000.0,-17698000000.0,4066000000.0,-16255000000.0,-2047000000.0,
Cash Flow From Continuing Financing Activities,-22523000000.0,-17805000000.0,4072000000.0,-16255000000.0,-2047000000.0,
Net Other Financing Charges,449000000.0,-303000000.0,-245000000.0,-512000000.0,276000000.0,
Cash Dividends Paid,-20488000000.0,-6947000000.0,-476000000.0,-20388000000.0,-446000000.0,
Net Common Stock Issuance,-1092000000.0,-1910000000.0,7000000.0,857000000.0,-540000000.0,
Common Stock Payments,-1091000000.0,-1911000000.0,0.0,-83000000.0,-555000000.0,
Common Stock Issuance,-1000000.0,1000000.0,7000000.0,940000000.0,15000000.0,
Net Issuance Payments Of Debt,-1493000000.0,-8538000000.0,4780000000.0,3788000000.0,-1337000000.0,
Net Long Term Debt Issuance,-1493000000.0,-8538000000.0,4780000000.0,3788000000.0,-1337000000.0,
Long Term Debt Payments,-4493000000.0,-8538000000.0,-206000000.0,-627000000.0,-4118000000.0,
Long Term Debt Issuance,3000000000.0,0.0,4986000000.0,4415000000.0,2781000000.0,
Investing Cash Flow,-4910000000.0,-5296000000.0,10002000000.0,19644000000.0,-9988000000.0,
Cash Flow From Continuing Investing Activities,-4910000000.0,-5294000000.0,10000000000.0,19644000000.0,-9988000000.0,
Net Other Investing Changes,,98000000.0,40000000.0,60000000.0,133000000.0,138000000.0
Dividends Received Cfi,86000000.0,211000000.0,156000000.0,159000000.0,294000000.0,
Net Investment Purchase And Sale,-2987000000.0,-3915000000.0,11592000000.0,21253000000.0,-8671000000.0,
Sale Of Investment,,5312000000.0,,,-80143000000.0,40682000000.0
Purchase Of Investment,,-9227000000.0,-6480000000.0,0.0,71472000000.0,3997000000.0
Net Intangibles Purchase And Sale,-1377000000.0,-1444000000.0,-1558000000.0,-1560000000.0,-1566000000.0,
Purchase Of Intangibles,,-1444000000.0,-1558000000.0,-1560000000.0,-1566000000.0,-1514000000.0
Net PPE Purchase And Sale,-434000000.0,-246000000.0,-228000000.0,-268000000.0,-178000000.0,
Sale Of PPE,,,,,344000000.0,74000000.0
Purchase Of PPE,,-246000000.0,,,-522000000.0,-365000000.0
Operating Cash Flow,-43422000000.0,75704000000.0,13898000000.0,-11714000000.0,-4884000000.0,
Cash Flow From Continuing Operating Activities,-43421000000.0,75713000000.0,13886000000.0,-11712000000.0,-4884000000.0,
Taxes Refund Paid,-1644000000.0,-2252000000.0,-1565000000.0,-4261000000.0,-1891000000.0,
Change In Working Capital,-59761000000.0,50218000000.0,-12202000000.0,-22370000000.0,-1899000000.0,
Change In Other Working Capital,98489000000.0,3251000000.0,-9172000000.0,-40128000000.0,70636000000.0,
Change In Other Current Liabilities,-9936000000.0,-10337000000.0,4189000000.0,284000000.0,-1224000000.0,
Change In Other Current Assets,124000000.0,2987000000.0,-14505000000.0,-606000000.0,-10796000000.0,
Change In Payables And Accrued Expense,-21000000.0,10639000000.0,3282000000.0,-2274000000.0,,
Change In Payable,-21000000.0,10639000000.0,3282000000.0,-2274000000.0,,
Change In Tax Payable,-21000000.0,10639000000.0,3282000000.0,-2274000000.0,,
Change In Income Tax Payable,-21000000.0,10639000000.0,3282000000.0,-2274000000.0,,
Change In Receivables,-377000000.0,-684000000.0,-1064000000.0,302000000.0,,
Other Non Cash Items,-2765000000.0,5366000000.0,7576000000.0,-12232000000.0,-26827000000.0,
Stock Based Compensation,277000000.0,269000000.0,301000000.0,-669000000.0,240000000.0,
Deferred Tax,2708000000.0,-296000000.0,-3094000000.0,1704000000.0,2549000000.0,
Deferred Income Tax,2708000000.0,-296000000.0,-3094000000.0,1704000000.0,2549000000.0,
Depreciation Amortization Depletion,1847000000.0,2242000000.0,1632000000.0,1665000000.0,1141000000.0,
Depreciation And Amortization,1847000000.0,2242000000.0,1632000000.0,1665000000.0,1141000000.0,
Operating Gains Losses,-182000000.0,1067000000.0,-7537000000.0,13742000000.0,965000000.0,
Earnings Losses From Equity Investments,-342000000.0,-382000000.0,-369000000.0,-324000000.0,-197000000.0,
Gain Loss On Investment Securities,2148000000.0,700000000.0,966000000.0,902000000.0,-54000000.0,
Net Foreign Currency Exchange Gain Loss,-2167000000.0,928000000.0,1424000000.0,3606000000.0,1216000000.0,
Net Income From Continuing Operations,12144000000.0,11600000000.0,11398000000.0,10707000000.0,12456000000.0,
