,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,818916000.0,-163050000.0,129098000.0,-398881000.0,458518000.0,
Repurchase Of Capital Stock,-17006000.0,0.0,-16204000.0,0.0,0.0,
Repayment Of Debt,-227242000.0,-90477000.0,-206187000.0,-343240000.0,-66120000.0,
Issuance Of Debt,152812000.0,3819000.0,26304000.0,825695000.0,32170000.0,
Issuance Of Capital Stock,,,,734000.0,,
Capital Expenditure,,-255594000.0,-355847000.0,-1252291000.0,,-313999000.0
End Cash Position,-481274000.0,1027777000.0,1520551000.0,1664167000.0,-590451000.0,
Beginning Cash Position,,1520551000.0,1664167000.0,698687000.0,1240114000.0,1341031000.0
Changes In Cash,155116000.0,-492774000.0,-143616000.0,965480000.0,-541427000.0,
Financing Cash Flow,-75197000.0,-213538000.0,-295108000.0,345726000.0,-124540000.0,
Net Other Financing Charges,156200000.0,-15066000.0,-2166000.0,34681000.0,-14534000.0,
Net Common Stock Issuance,-17006000.0,0.0,-16204000.0,734000.0,8969000.0,
Common Stock Payments,-17006000.0,0.0,-16204000.0,0.0,0.0,
Common Stock Issuance,,,,734000.0,,
Net Issuance Payments Of Debt,-74430000.0,-86658000.0,-179883000.0,482455000.0,-33950000.0,
Net Long Term Debt Issuance,-74430000.0,-86658000.0,-179883000.0,482455000.0,-33950000.0,
Long Term Debt Payments,-227242000.0,-90477000.0,-206187000.0,-343240000.0,-66120000.0,
Long Term Debt Issuance,152812000.0,3819000.0,26304000.0,825695000.0,32170000.0,
Investing Cash Flow,-22154000.0,-371780000.0,-333453000.0,-233656000.0,-232181000.0,
Net Investment Purchase And Sale,74693000.0,-10665000.0,0.0,-23840000.0,24145000.0,
Sale Of Investment,193136000.0,0.0,0.0,66000.0,219000.0,
Purchase Of Investment,-118443000.0,,,,,
Net Business Purchase And Sale,116408000.0,-116408000.0,-12700000.0,,-23906000.0,23930000.0
Purchase Of Business,116408000.0,-116408000.0,-12700000.0,,-23906000.0,23930000.0
Net Intangibles Purchase And Sale,-34293000.0,-6930000.0,-3769000.0,-15365000.0,-4818000.0,
Purchase Of Intangibles,-34293000.0,-6930000.0,-3769000.0,-15365000.0,-4818000.0,
Net PPE Purchase And Sale,700399000.0,-237777000.0,-316984000.0,-1106083000.0,660124000.0,
Sale Of PPE,99657000.0,10887000.0,35094000.0,130843000.0,12082000.0,
Purchase Of PPE,,-248664000.0,-352078000.0,,,-308929000.0
Operating Cash Flow,252467000.0,92544000.0,484945000.0,853410000.0,-184706000.0,
Taxes Refund Paid,-45855000.0,-87052000.0,-72028000.0,-13087000.0,-13690000.0,
Interest Paid Cfo,-42698000.0,-11788000.0,-43718000.0,-67144000.0,-34728000.0,
Change In Working Capital,-216344000.0,-567816000.0,-124294000.0,5299000.0,-763477000.0,
Change In Other Current Liabilities,-28093000.0,,,187774000.0,33500000.0,43542000.0
Change In Other Current Assets,-13318000.0,-51961000.0,-42133000.0,-5579000.0,-52030000.0,
Change In Payable,69835000.0,-404693000.0,698996000.0,120490000.0,177136000.0,
Change In Inventory,-129275000.0,185534000.0,-368493000.0,-84301000.0,-667292000.0,
Change In Receivables,-498577000.0,-194394000.0,-339214000.0,81399000.0,-311017000.0,
Other Non Cash Items,197402000.0,155173000.0,173920000.0,269566000.0,110568000.0,
Provisionand Write Offof Assets,-254066000.0,95138000.0,100208000.0,271809000.0,9504000.0,
Depreciation And Amortization,162165000.0,113093000.0,105294000.0,-89757000.0,75038000.0,
Depreciation,162165000.0,113093000.0,105294000.0,91372000.0,75038000.0,
Gain Loss On Sale Of PPE,-645000.0,-899000.0,-3910000.0,501000.0,-7084000.0,
Net Income From Continuing Operations,452508000.0,382770000.0,363398000.0,476223000.0,439163000.0,
