,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-933018.207354,-1309420.0,654942.197572,-3764935.0,-2103421.500514,,
Tax Rate For Calcs,0.042888,0.235,0.234999,0.235,0.213936,,
Normalized EBITDA,552329000.0,663358000.0,582451000.0,619672000.0,462611000.0,,
Total Unusual Items,-21755000.0,-5572000.0,2787000.0,-16021000.0,-9832000.0,,
Total Unusual Items Excluding Goodwill,-21755000.0,-5572000.0,2787000.0,-16021000.0,-9832000.0,,
Net Income From Continuing Operation Net Minority Interest,96329000.0,184917000.0,152299000.0,179286000.0,83921000.0,,
Reconciled Depreciation,236392000.0,229374000.0,222403000.0,212141000.0,202016000.0,,
Reconciled Cost Of Revenue,1570506000.0,1575129000.0,1496555000.0,1442955000.0,1385785000.0,,
EBITDA,530574000.0,657786000.0,585238000.0,603651000.0,452779000.0,,
EBIT,294182000.0,428412000.0,362835000.0,391510000.0,250763000.0,,
Net Interest Income,-112067000.0,-124563000.0,-113492000.0,-165046000.0,-101734000.0,,
Interest Expense,195925000.0,192259000.0,173881000.0,161667000.0,153463000.0,,
Interest Income,103817000.0,88449000.0,83307000.0,6747000.0,69211000.0,,
Normalized Income,117150981.792646,189179580.0,150166942.197572,191542065.0,91649578.499486,,
Net Income From Continuing And Discontinued Operation,96329000.0,184917000.0,152299000.0,179286000.0,83921000.0,,
Total Expenses,1823357000.0,1820998000.0,1722098000.0,1677281000.0,1630248000.0,,
Rent Expense Supplemental,279230000.0,290252000.0,268355000.0,260595000.0,254094000.0,,
Total Operating Income As Reported,214641000.0,366383000.0,306911000.0,,200929000.0,340117000.0,
Diluted Average Shares,,545015471.0,545015471.0,545015471.0,,544279739.0,545589739.0
Basic Average Shares,,545015471.0,545015471.0,545015471.0,,544279739.0,545589739.0
Diluted EPS,,0.339288,0.27944,0.328956,,0.35038,0.318162
Basic EPS,,0.339288,0.27944,0.328956,,0.35038,0.318162
Diluted NI Availto Com Stockholders,96329000.0,184917000.0,152299000.0,179286000.0,83921000.0,,
Net Income Common Stockholders,96329000.0,184917000.0,152299000.0,179286000.0,83921000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,96329000.0,184917000.0,152299000.0,179286000.0,83921000.0,,
Minority Interests,2286000.0,2669000.0,7749000.0,3456000.0,7437000.0,,
Net Income Including Noncontrolling Interests,94043000.0,182248000.0,144550000.0,175830000.0,76484000.0,,
Net Income Continuous Operations,94043000.0,182248000.0,144550000.0,175830000.0,76484000.0,,
Tax Provision,4214000.0,53905000.0,44404000.0,54013000.0,20816000.0,,
Pretax Income,98257000.0,236153000.0,188954000.0,229843000.0,97300000.0,,
Special Income Charges,-21781000.0,-4384000.0,3382000.0,-14483000.0,-6435000.0,,
Other Special Charges,,,,5343000.0,5667000.0,5893000.0,7505000.0
Write Off,-3920000.0,4384000.0,-3382000.0,-409000.0,768000.0,,
Restructuring And Mergern Acquisition,,,,9549000.0,,,
Net Non Operating Interest Income Expense,-112067000.0,-124563000.0,-113492000.0,-165046000.0,-101734000.0,,
Total Other Finance Cost,19959000.0,20753000.0,22918000.0,10126000.0,17482000.0,,
Interest Expense Non Operating,195925000.0,192259000.0,173881000.0,161667000.0,153463000.0,,
Interest Income Non Operating,103817000.0,88449000.0,83307000.0,6747000.0,69211000.0,,
Operating Income,237240000.0,369981000.0,302435000.0,337792000.0,209090000.0,,
Operating Expense,252851000.0,245869000.0,225543000.0,234326000.0,244463000.0,,
Other Operating Expenses,15433000.0,7321000.0,5170000.0,1624000.0,-3326000.0,,
Depreciation And Amortization In Income Statement,,,,51268000.0,47620000.0,42821000.0,41764000.0
Depreciation Income Statement,,,,51268000.0,47620000.0,42821000.0,41764000.0
Selling General And Administration,-452377000.0,238548000.0,220373000.0,57770000.0,71032000.0,,
Selling And Marketing Expense,-54835000.0,38133000.0,41424000.0,14008000.0,-1490000.0,,
General And Administrative Expense,-397542000.0,200415000.0,178949000.0,43762000.0,72522000.0,,
Gross Profit,490091000.0,615850000.0,527978000.0,572118000.0,453553000.0,,
Cost Of Revenue,1570506000.0,1575129000.0,1496555000.0,1442955000.0,1385785000.0,,
Total Revenue,2060597000.0,2190979000.0,2024533000.0,2015073000.0,1839338000.0,,
Operating Revenue,2060597000.0,2190979000.0,2024533000.0,2015073000.0,1839338000.0,,
