,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,2264870.783364,-2328918.314371,-720460.0,4696128.9,-10218020.0,
Tax Rate For Calcs,0.339867,0.286389,0.34,0.3753,0.34,
Normalized EBITDA,77976000.0,-339456000.0,87467000.0,47308000.0,49875000.0,
Total Unusual Items,6664000.0,-8132000.0,-2119000.0,12513000.0,-30053000.0,
Total Unusual Items Excluding Goodwill,6664000.0,-8132000.0,-2119000.0,12513000.0,-30053000.0,
Net Income From Continuing Operation Net Minority Interest,31761000.0,-287827000.0,15808000.0,14808000.0,-17487000.0,
Reconciled Depreciation,34715000.0,37293000.0,35619000.0,34400000.0,33563000.0,
Reconciled Cost Of Revenue,184463000.0,204992000.0,193583000.0,186396000.0,196140000.0,
EBITDA,84640000.0,-347588000.0,85348000.0,59821000.0,19822000.0,
EBIT,49925000.0,-384881000.0,49729000.0,25421000.0,-13741000.0,
Net Interest Income,-17238000.0,-4543000.0,-8145000.0,-21698000.0,-17368000.0,
Interest Expense,1812000.0,18458000.0,22630000.0,1718000.0,1650000.0,
Interest Income,844000.0,13915000.0,14485000.0,619000.0,503000.0,
Normalized Income,27361870.783364,-282023918.314371,17206540.0,6991128.9,2347980.0,
Net Income From Continuing And Discontinued Operation,31761000.0,-287827000.0,15808000.0,14808000.0,-17487000.0,
Total Expenses,322647000.0,778069000.0,333413000.0,315867000.0,331937000.0,
Diluted Average Shares,550431817.0,550534000.0,548331000.0,555916000.0,,580572000.0
Basic Average Shares,550431817.0,550534000.0,548331000.0,555916000.0,,579925000.0
Diluted EPS,0.057773,-0.52,0.03,0.03,,0.03
Basic EPS,0.057773,-0.52,0.03,0.03,,0.03
Diluted NI Availto Com Stockholders,31761000.0,-287827000.0,15808000.0,14808000.0,-17487000.0,
Net Income Common Stockholders,31761000.0,-287827000.0,15808000.0,14808000.0,-17487000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,31761000.0,-287827000.0,15808000.0,14808000.0,-17487000.0,
Net Income Including Noncontrolling Interests,31761000.0,-287827000.0,15808000.0,14808000.0,-17487000.0,
Net Income Continuous Operations,31761000.0,-287827000.0,15808000.0,14808000.0,-17487000.0,
Tax Provision,16352000.0,-115512000.0,11291000.0,8895000.0,2096000.0,
Pretax Income,48113000.0,-403339000.0,27099000.0,23703000.0,-15391000.0,
Special Income Charges,-7357000.0,-8132000.0,-2119000.0,-2028000.0,-42638000.0,
Other Special Charges,-157000.0,,,-189000.0,-244000.0,
Write Off,420008000.0,8132000.0,2119000.0,2217000.0,2418000.0,
Restructuring And Mergern Acquisition,3439000.0,,,,40464000.0,
Net Non Operating Interest Income Expense,-17238000.0,-4543000.0,-8145000.0,-21698000.0,-17368000.0,
Total Other Finance Cost,16270000.0,,,20599000.0,16221000.0,
Interest Expense Non Operating,1812000.0,18458000.0,22630000.0,1718000.0,1650000.0,
Interest Income Non Operating,844000.0,13915000.0,14485000.0,619000.0,503000.0,
Operating Income,58813000.0,-390664000.0,37363000.0,33023000.0,32181000.0,
Operating Expense,138184000.0,573077000.0,139830000.0,129471000.0,135797000.0,
Other Operating Expenses,0.0,416349000.0,838000.0,1726000.0,,-619000.0
Selling General And Administration,138470000.0,156728000.0,138992000.0,127745000.0,138478000.0,
Selling And Marketing Expense,66691000.0,80382000.0,73050000.0,65428000.0,68830000.0,
General And Administrative Expense,71779000.0,76346000.0,65942000.0,62317000.0,69648000.0,
Gross Profit,196997000.0,182413000.0,177193000.0,162494000.0,167978000.0,
Cost Of Revenue,184463000.0,204992000.0,193583000.0,186396000.0,196140000.0,
Total Revenue,381460000.0,387405000.0,370776000.0,348890000.0,364118000.0,
Operating Revenue,381460000.0,387405000.0,370776000.0,348890000.0,364118000.0,
