,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-113461267.605634,40796019.900498,-103360000.0,-262183275.261324,119145077.720207,
Tax Rate For Calcs,0.242958,0.181316,0.34,0.298955,0.108808,
Normalized EBITDA,4500000000.0,3639000000.0,3547000000.0,4472000000.0,1744000000.0,
Total Unusual Items,-467000000.0,225000000.0,-304000000.0,-877000000.0,1095000000.0,
Total Unusual Items Excluding Goodwill,-467000000.0,225000000.0,-304000000.0,-877000000.0,1095000000.0,
Net Income From Continuing Operation Net Minority Interest,1284000000.0,1475000000.0,1631000000.0,1001000000.0,852000000.0,
Reconciled Depreciation,769000000.0,789000000.0,778000000.0,736000000.0,731000000.0,
Reconciled Cost Of Revenue,9496000000.0,10161000000.0,9601000000.0,8483000000.0,10088000000.0,
EBITDA,4033000000.0,3864000000.0,3243000000.0,3595000000.0,2839000000.0,
EBIT,3264000000.0,3075000000.0,2465000000.0,2859000000.0,2108000000.0,
Net Interest Income,-1585000000.0,-1484000000.0,-1436000000.0,-1463000000.0,-1303000000.0,
Interest Expense,1560000000.0,1266000000.0,1392000000.0,1424000000.0,1143000000.0,
Interest Income,72000000.0,64000000.0,90000000.0,92000000.0,72000000.0,
Normalized Income,1637538732.394366,1290796019.900498,1831640000.0,1615816724.738676,-123854922.279793,
Net Income From Continuing And Discontinued Operation,1284000000.0,1475000000.0,1631000000.0,1001000000.0,852000000.0,
Total Expenses,8644000000.0,9187000000.0,9109000000.0,8115000000.0,9848000000.0,
Total Operating Income As Reported,3344000000.0,3168000000.0,2448000000.0,2996000000.0,2342000000.0,
Diluted Average Shares,1214000000.0,,1214000000.0,1214000000.0,,1214000000.0
Basic Average Shares,1214000000.0,,1214000000.0,1214000000.0,,1214000000.0
Diluted EPS,1.06,,1.34,0.82,,0.69
Basic EPS,1.06,,1.34,0.82,,0.69
Diluted NI Availto Com Stockholders,1284000000.0,1475000000.0,1631000000.0,1001000000.0,852000000.0,
Net Income Common Stockholders,1284000000.0,1475000000.0,1631000000.0,1001000000.0,852000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,1284000000.0,1475000000.0,1631000000.0,1001000000.0,852000000.0,
Minority Interests,-6000000.0,-6000000.0,-9000000.0,-5000000.0,-8000000.0,
Net Income Including Noncontrolling Interests,1290000000.0,1481000000.0,1640000000.0,1006000000.0,860000000.0,
Net Income Continuous Operations,1290000000.0,1481000000.0,1640000000.0,1006000000.0,860000000.0,
Tax Provision,414000000.0,328000000.0,-567000000.0,429000000.0,105000000.0,
Pretax Income,1704000000.0,1809000000.0,1073000000.0,1435000000.0,965000000.0,
Special Income Charges,243000000.0,-21000000.0,-43000000.0,-84000000.0,-119000000.0,
Other Special Charges,128000000.0,56000000.0,83000000.0,85000000.0,78000000.0,
Write Off,-371000000.0,-35000000.0,-40000000.0,-1000000.0,,23000000.0
Net Non Operating Interest Income Expense,-1585000000.0,-1484000000.0,-1436000000.0,-1463000000.0,-1303000000.0,
Total Other Finance Cost,97000000.0,282000000.0,134000000.0,131000000.0,232000000.0,
Interest Expense Non Operating,1560000000.0,1266000000.0,1392000000.0,1424000000.0,1143000000.0,
Interest Income Non Operating,72000000.0,64000000.0,90000000.0,92000000.0,72000000.0,
Operating Income,2993000000.0,3087000000.0,2412000000.0,3028000000.0,2733000000.0,
Operating Expense,-852000000.0,-974000000.0,-492000000.0,-368000000.0,-240000000.0,
Other Operating Expenses,202000000.0,176000000.0,186000000.0,195000000.0,160000000.0,
Depreciation And Amortization In Income Statement,99000000.0,110000000.0,93000000.0,90000000.0,93000000.0,
Depreciation Income Statement,99000000.0,110000000.0,93000000.0,90000000.0,93000000.0,
Selling General And Administration,251000000.0,177000000.0,283000000.0,237000000.0,280000000.0,
Selling And Marketing Expense,32000000.0,31000000.0,27000000.0,32000000.0,35000000.0,
General And Administrative Expense,219000000.0,146000000.0,256000000.0,205000000.0,245000000.0,
Gross Profit,2141000000.0,2113000000.0,1920000000.0,2660000000.0,2493000000.0,
Cost Of Revenue,9496000000.0,10161000000.0,9601000000.0,8483000000.0,10088000000.0,
Total Revenue,11637000000.0,12274000000.0,11521000000.0,11143000000.0,12581000000.0,
Operating Revenue,11637000000.0,12274000000.0,11521000000.0,11143000000.0,12581000000.0,
