,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-19532106.0,-89356988.753132,122186.0,0.0,-67031221.0,,
Tax Rate For Calcs,0.138,0.119038,0.307,0.278,0.323,,
Total Unusual Items,-141537000.0,-750657000.0,398000.0,,-207527000.0,-773551000.0,
Total Unusual Items Excluding Goodwill,-141537000.0,-750657000.0,398000.0,,-207527000.0,-773551000.0,
Net Income From Continuing Operation Net Minority Interest,1134018000.0,838665000.0,831901000.0,878054000.0,832264000.0,,
Reconciled Depreciation,108463000.0,105494000.0,102492000.0,106610000.0,108124000.0,,
EBIT,1338322000.0,974414000.0,1212569000.0,1245359000.0,1257252000.0,,
Net Interest Income,-364899000.0,-630993000.0,-322463000.0,-295447000.0,-322484000.0,,
Interest Expense,14046000.0,13791000.0,15518000.0,12497000.0,8273000.0,,
Interest Income,,35920000.0,42590000.0,47265000.0,62997000.0,53486000.0,
Normalized Income,1256022894.0,1499965011.246868,831625186.0,878054000.0,972759779.0,,
Net Income From Continuing And Discontinued Operation,1134018000.0,838665000.0,831901000.0,878054000.0,832264000.0,,
Total Expenses,9837674000.0,10161502000.0,9789223000.0,9253946000.0,8959727000.0,,
Diluted Average Shares,648848000.0,640360009.0,649618148.0,651592891.0,648848000.0,,
Basic Average Shares,648848000.0,640360009.0,649618148.0,651592891.0,648848000.0,,
Diluted EPS,1.7477,1.309732,1.2806,1.34755,1.2827,,
Basic EPS,1.7477,1.309732,1.2806,1.34755,1.2827,,
Diluted NI Availto Com Stockholders,1134018000.0,838665000.0,831901000.0,878054000.0,832264000.0,,
Net Income Common Stockholders,1134018000.0,838665000.0,831901000.0,878054000.0,832264000.0,,
Net Income,1134018000.0,838665000.0,831901000.0,878054000.0,832264000.0,,
Minority Interests,-7608000.0,-7607000.0,-10749000.0,-11656000.0,-13182000.0,,
Net Income Including Noncontrolling Interests,1141626000.0,846272000.0,842650000.0,889710000.0,845446000.0,,
Net Income Continuous Operations,1141626000.0,846272000.0,842650000.0,889710000.0,845446000.0,,
Tax Provision,182650000.0,114351000.0,354401000.0,343152000.0,403533000.0,,
Pretax Income,1324276000.0,960623000.0,1197051000.0,1232862000.0,1248979000.0,,
Other Income Expense,1437026000.0,1281817000.0,1283976000.0,1228790000.0,1155716000.0,,
Special Income Charges,-141537000.0,-750657000.0,398000.0,,-207527000.0,-773551000.0,
Other Special Charges,0.0,265000.0,-398000.0,,-4642000.0,-55000.0,
Restructuring And Mergern Acquisition,141537000.0,,,,212169000.0,,
Net Non Operating Interest Income Expense,-364899000.0,-630993000.0,-322463000.0,-295447000.0,-322484000.0,,
Total Other Finance Cost,350853000.0,464350000.0,349535000.0,330215000.0,314211000.0,,
Interest Expense Non Operating,14046000.0,13791000.0,15518000.0,12497000.0,8273000.0,,
Interest Income Non Operating,,,42590000.0,47265000.0,,,39857000.0
Other Operating Expenses,1319120000.0,751349000.0,1000152000.0,906207000.0,903893000.0,,
Depreciation And Amortization In Income Statement,9075000.0,33491000.0,9820000.0,9518000.0,9921000.0,,
Amortization,9075000.0,33491000.0,9820000.0,9518000.0,9921000.0,,
Selling General And Administration,561800000.0,971296000.0,651606000.0,575682000.0,518138000.0,,
Selling And Marketing Expense,50260000.0,53447000.0,35195000.0,35340000.0,27317000.0,,
General And Administrative Expense,511540000.0,917849000.0,616411000.0,540342000.0,490821000.0,,
Total Revenue,11161950000.0,11122125000.0,10986274000.0,10486808000.0,10208706000.0,,
Operating Revenue,11161950000.0,11122125000.0,10986274000.0,10486808000.0,10208706000.0,,
Net Policyholder Benefits And Claims,6427594000.0,6655991000.0,6581621000.0,6263417000.0,6047379000.0,,
