,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,263406000.0,374572000.0,400461000.0,292992000.0,339930000.0,
Repayment Of Debt,-197812000.0,-155231000.0,-140687000.0,-159542000.0,-181382000.0,
Issuance Of Debt,1060019000.0,904694000.0,8825000.0,6470000.0,1313230000.0,
Capital Expenditure,-228919000.0,-190800000.0,-161649000.0,-181728000.0,-222477000.0,
End Cash Position,503654000.0,909034000.0,539680000.0,642082000.0,886586000.0,
Beginning Cash Position,561203000.0,539680000.0,642082000.0,886586000.0,314092000.0,
Changes In Cash,-57549000.0,369354000.0,-102402000.0,-244504000.0,572494000.0,
Financing Cash Flow,492499000.0,390913000.0,-167977000.0,-172863000.0,624095000.0,
Net Other Financing Charges,25259000.0,-8933000.0,-9209000.0,,,-9210000.0
Interest Paid Cff,-217922000.0,,,0.0,-273500000.0,
Cash Dividends Paid,-140268000.0,,,0.0,-193865000.0,-354813000.0
Common Stock Dividend Paid,,,0.0,,,
Net Issuance Payments Of Debt,862207000.0,749463000.0,-131862000.0,-153072000.0,1131848000.0,
Net Long Term Debt Issuance,862207000.0,749463000.0,-131862000.0,-153072000.0,1131848000.0,
Long Term Debt Payments,-197812000.0,-155231000.0,-140687000.0,-159542000.0,-181382000.0,
Long Term Debt Issuance,1060019000.0,904694000.0,8825000.0,6470000.0,1313230000.0,
Investing Cash Flow,-1042373000.0,-586931000.0,-496535000.0,-546361000.0,-614008000.0,
Net Other Investing Changes,-599181000.0,-441526000.0,-356143000.0,-396927000.0,-413518000.0,
Net Investment Purchase And Sale,-230743000.0,39395000.0,18162000.0,40986000.0,19198000.0,
Sale Of Investment,80228000.0,39855000.0,18162000.0,,,0.0
Purchase Of Investment,-310971000.0,,,-155353000.0,19198000.0,-230276000.0
Net Business Purchase And Sale,,,,-10436000.0,-9209000.0,
Purchase Of Business,,,,-10436000.0,-9209000.0,
Net Intangibles Purchase And Sale,-203226000.0,-179497000.0,-152965000.0,-152211000.0,-209607000.0,
Purchase Of Intangibles,-203226000.0,-179497000.0,-152965000.0,-152211000.0,-209607000.0,
Net PPE Purchase And Sale,-9223000.0,-5303000.0,-5589000.0,-27773000.0,-10081000.0,
Sale Of PPE,16470000.0,6000000.0,3095000.0,1744000.0,2789000.0,
Purchase Of PPE,-25693000.0,-11303000.0,-8684000.0,-29517000.0,-12870000.0,
Operating Cash Flow,492325000.0,565372000.0,562110000.0,474720000.0,562407000.0,
Taxes Refund Paid,-113488000.0,-89735000.0,-127616000.0,-101481000.0,-117165000.0,
Interest Paid Cfo,-163584000.0,-132281000.0,-124374000.0,-128742000.0,-115182000.0,
Change In Working Capital,-41364000.0,46645000.0,67377000.0,648906000.0,83106000.0,
Change In Other Current Liabilities,,,,648972000.0,,
Change In Other Current Assets,-3499000.0,38945000.0,15748000.0,10088000.0,2340000.0,
Change In Payable,66490000.0,-1087000.0,199351000.0,115808000.0,62957000.0,
Change In Prepaid Assets,2338000.0,2233000.0,2039000.0,2144000.0,2940000.0,
Change In Inventory,546000.0,2682000.0,-1210000.0,1561000.0,2205000.0,
Change In Receivables,-121193000.0,51160000.0,-190082000.0,-106137000.0,-24564000.0,
Other Non Cash Items,225650000.0,93802000.0,76780000.0,346661000.0,75723000.0,
Provisionand Write Offof Assets,79891000.0,78345000.0,59440000.0,63474000.0,55971000.0,
Deferred Tax,13584000.0,-11423000.0,-10225000.0,54991000.0,-13916000.0,
Depreciation And Amortization,247454000.0,235357000.0,219757000.0,209617000.0,203352000.0,
Depreciation,247454000.0,235357000.0,219757000.0,209617000.0,203352000.0,
Pension And Employee Benefit Expense,-1328000.0,69000.0,-69000.0,-160000.0,2640000.0,
Gain Loss On Investment Securities,-24428000.0,-29282000.0,-24388000.0,-22639000.0,-21417000.0,
Net Foreign Currency Exchange Gain Loss,,78797000.0,-1647000.0,,38749000.0,119774000.0
Gain Loss On Sale Of PPE,,5637000.0,-1434000.0,,2279000.0,-17000.0
Net Income From Continuing Operations,336964000.0,289441000.0,428509000.0,271930000.0,368267000.0,
