,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-624308340.0,49970865.837862,10663783.081493,8892176.479428,-35688466.981326,,
Tax Rate For Calcs,0.34,0.241012,0.248654,0.29704,0.116829,,
Normalized EBITDA,2057124000.0,2524549000.0,2358691000.0,2180858000.0,1723850000.0,,
Total Unusual Items,-1836201000.0,207338000.0,42886000.0,29936000.0,-305475000.0,,
Total Unusual Items Excluding Goodwill,-1836201000.0,207338000.0,42886000.0,29936000.0,-305475000.0,,
Net Income From Continuing Operation Net Minority Interest,-1298154000.0,1079395000.0,856286000.0,749493000.0,316023000.0,,
Reconciled Depreciation,935652000.0,937554000.0,936543000.0,873836000.0,832866000.0,,
Reconciled Cost Of Revenue,15126002000.0,15841051000.0,15495203000.0,15428783000.0,14802534000.0,,
EBITDA,220923000.0,2731887000.0,2401577000.0,2210794000.0,1418375000.0,,
EBIT,-714729000.0,1794333000.0,1465034000.0,1336958000.0,585509000.0,,
Net Interest Income,-517158000.0,-430073000.0,-380256000.0,-341772000.0,-323730000.0,,
Interest Expense,425404000.0,358369000.0,314436000.0,258940000.0,219822000.0,,
Interest Income,126637000.0,106216000.0,76383000.0,94877000.0,110201000.0,,
Normalized Income,-86261340.0,922027865.837862,824063783.081493,728449176.479428,585809533.018674,,
Net Income From Continuing And Discontinued Operation,-1298154000.0,1079395000.0,856286000.0,749493000.0,316023000.0,,
Total Expenses,15771888000.0,16413188000.0,16064225000.0,15994752000.0,15905999000.0,,
Total Operating Income As Reported,-790924000.0,1658749000.0,,,,2121467000.0,
Diluted Average Shares,1975143890.0,,2018265660.0,2045463012.0,2041293481.0,2107304927.0,
Basic Average Shares,1975143890.0,,2009987454.0,2034036392.0,2041293481.0,2098810774.0,
Diluted EPS,-0.655012,,0.42,0.37,0.158215,0.64,
Basic EPS,-0.655012,,0.43,0.37,0.158215,0.64,
Diluted NI Availto Com Stockholders,432472000.0,387445000.0,856286000.0,749493000.0,3115078000.0,,
Average Dilution Earnings,,-1600000.0,,0.0,6763000.0,-1865000.0,
Net Income Common Stockholders,428254000.0,389045000.0,856286000.0,749493000.0,3108315000.0,,
Preferred Stock Dividends,,690350000.0,,,,884768000.0,
Net Income,-1298154000.0,1079395000.0,856286000.0,749493000.0,316023000.0,,
Minority Interests,-4411000.0,-10485000.0,-8211000.0,-8311000.0,-6941000.0,,
Net Income Including Noncontrolling Interests,-1293743000.0,1089880000.0,864497000.0,757804000.0,322964000.0,,
Net Income Continuous Operations,-1293743000.0,1089880000.0,864497000.0,757804000.0,322964000.0,,
Tax Provision,153610000.0,346084000.0,286101000.0,320214000.0,42723000.0,,
Pretax Income,-1140133000.0,1435964000.0,1150598000.0,1078018000.0,365687000.0,,
Other Income Expense,-1825390000.0,296082000.0,69329000.0,39206000.0,-227128000.0,,
Other Non Operating Income Expenses,,,,,,,-377789000.0
Special Income Charges,-1996252000.0,-27771000.0,-102554000.0,-73370000.0,-1536000.0,,
Gain On Sale Of Business,,0.0,0.0,,0.0,0.0,0.0
Other Special Charges,31748000.0,27821000.0,99923000.0,69422000.0,0.0,,
Write Off,,-50000.0,2631000.0,3948000.0,1536000.0,5016000.0,
Impairment Of Capital Assets,1964504000.0,0.0,0.0,,0.0,0.0,
Earnings From Equity Interest,-28835000.0,88744000.0,26443000.0,9270000.0,78347000.0,,
Gain On Sale Of Security,160051000.0,235109000.0,145440000.0,103306000.0,-303939000.0,,
Net Non Operating Interest Income Expense,-517158000.0,-430073000.0,-380256000.0,-341772000.0,-323730000.0,,
Total Other Finance Cost,218391000.0,177920000.0,142203000.0,177709000.0,214109000.0,,
Interest Expense Non Operating,425404000.0,358369000.0,314436000.0,258940000.0,219822000.0,,
Interest Income Non Operating,126637000.0,106216000.0,76383000.0,94877000.0,110201000.0,,
Operating Income,1202415000.0,1569955000.0,1461525000.0,1380584000.0,916545000.0,,
Operating Expense,645886000.0,572137000.0,569022000.0,565969000.0,1103465000.0,,
Other Operating Expenses,137262000.0,59749000.0,12110000.0,23099000.0,517046000.0,,
Selling General And Administration,508624000.0,512388000.0,556912000.0,542870000.0,586419000.0,,
Selling And Marketing Expense,187020000.0,196012000.0,205407000.0,193912000.0,199285000.0,,
General And Administrative Expense,321604000.0,316376000.0,351505000.0,348958000.0,387134000.0,,
Other Gand A,321604000.0,316376000.0,351505000.0,348958000.0,387134000.0,,
Gross Profit,1848301000.0,2142092000.0,2030547000.0,1946553000.0,2020010000.0,,
Cost Of Revenue,15126002000.0,15841051000.0,15495203000.0,15428783000.0,14802534000.0,,
Total Revenue,16974303000.0,17983143000.0,17525750000.0,17375336000.0,16822544000.0,,
Operating Revenue,24533570000.0,17983143000.0,17525750000.0,17375336000.0,24611931000.0,,
