,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Ordinary Shares Number,1326093947.0,1326093947.0,1326093947.0,1326093947.0,1326093947.0,,
Share Issued,1326093947.0,1326093947.0,1326093947.0,1326093947.0,1326093947.0,,
Net Debt,37866442000.0,34824270000.0,32524678000.0,32768991000.0,32946444000.0,,
Total Debt,54018286000.0,53237022000.0,51567038000.0,53266069000.0,57754926000.0,,
Tangible Book Value,1869934000.0,3148191000.0,2869763000.0,2690273000.0,1833347000.0,,
Invested Capital,65163523000.0,65492293000.0,64733926000.0,65640286000.0,68528079000.0,,
Working Capital,2256230000.0,8015435000.0,8961555000.0,13839176000.0,14669218000.0,,
Net Tangible Assets,1869934000.0,3148191000.0,2869763000.0,2690273000.0,1833347000.0,,
Capital Lease Obligations,1093739000.0,1090072000.0,1073428000.0,853808000.0,840305000.0,,
Common Stock Equity,12876059000.0,14141924000.0,13904040000.0,13083889000.0,12271438000.0,,
Total Capitalization,55372047000.0,57436862000.0,57652035000.0,60856918000.0,60364380000.0,,
Total Equity Gross Minority Interest,15736350000.0,17355367000.0,16853240000.0,16260062000.0,15459116000.0,,
Minority Interest,2860291000.0,3213443000.0,2949200000.0,3176173000.0,3187678000.0,,
Stockholders Equity,12876059000.0,14141924000.0,13904040000.0,13083889000.0,12271438000.0,,
Gains Losses Not Affecting Retained Earnings,2839048000.0,4824150000.0,3664040000.0,2843889000.0,2031438000.0,,
Other Equity Adjustments,2839048000.0,4824150000.0,3664040000.0,2843889000.0,2031438000.0,,
Retained Earnings,-202989000.0,-922226000.0,,0.0,0.0,-1958817000.0,
Capital Stock,10240000000.0,10240000000.0,10240000000.0,10240000000.0,10240000000.0,,
Common Stock,10240000000.0,10240000000.0,10240000000.0,10240000000.0,10240000000.0,,
Total Liabilities Net Minority Interest,84839019000.0,83470225000.0,84217503000.0,83498210000.0,88447538000.0,,
Total Non Current Liabilities Net Minority Interest,56764620000.0,58649011000.0,58479237000.0,61768891000.0,63331063000.0,,
Other Non Current Liabilities,,,365452000.0,801266000.0,-98000.0,,772637000.0
Derivative Product Liabilities,153507000.0,125226000.0,150834000.0,96820000.0,157857000.0,,
Employee Benefits,402415000.0,516536000.0,502039000.0,487543000.0,473046000.0,,
Non Current Pension And Other Postretirement Benefit Plans,402415000.0,516536000.0,502039000.0,487543000.0,473046000.0,,
Dueto Related Parties Non Current,,,,,20850000.0,20167000.0,19257000.0
Tradeand Other Payables Non Current,1241126000.0,1200438000.0,11692665000.0,10544927000.0,911252000.0,,
Non Current Deferred Liabilities,10428938000.0,11453952000.0,1348218000.0,1785302000.0,11907869000.0,,
Non Current Deferred Revenue,9026766000.0,10022848000.0,9545755000.0,512577000.0,10120950000.0,,
Non Current Deferred Taxes Liabilities,1402172000.0,1431104000.0,1348218000.0,1272725000.0,1786919000.0,,
Long Term Debt And Capital Lease Obligation,43351025000.0,44148929000.0,43747995000.0,47773029000.0,48726924000.0,,
Long Term Capital Lease Obligation,855037000.0,853991000.0,845478000.0,650370000.0,633982000.0,,
Long Term Debt,42495988000.0,43294938000.0,43747995000.0,47773029000.0,48092942000.0,,
Long Term Provisions,1187609000.0,1203930000.0,1188320000.0,1178090000.0,1133363000.0,,
Current Liabilities,28074399000.0,24821214000.0,25738266000.0,21729319000.0,25116475000.0,,
Other Current Liabilities,67304000.0,,900896000.0,778989000.0,,,642973000.0
Current Deferred Liabilities,4409392000.0,4097692000.0,3899218000.0,4176091000.0,3780751000.0,,
Current Deferred Revenue,4347937000.0,4097692000.0,3899218000.0,4176091000.0,3648639000.0,,
Current Deferred Taxes Liabilities,61455000.0,106628000.0,115105000.0,115778000.0,132112000.0,,
Current Debt And Capital Lease Obligation,10667261000.0,9088093000.0,7819043000.0,5493040000.0,9028002000.0,,
Current Capital Lease Obligation,238702000.0,236081000.0,227950000.0,203438000.0,206323000.0,,
Current Debt,9791476000.0,8055431000.0,7081891000.0,4783368000.0,8163699000.0,,
Other Current Borrowings,9791476000.0,8055431000.0,7081891000.0,4783368000.0,8163699000.0,,
Pensionand Other Post Retirement Benefit Plans Current,327663000.0,391522000.0,115105000.0,115778000.0,235789000.0,,
Current Provisions,275577000.0,145787000.0,,,202006000.0,88671000.0,102268000.0
Payables And Accrued Expenses,12327202000.0,11098120000.0,13904900000.0,11944410000.0,11869927000.0,,
Current Accrued Expenses,549940000.0,688931000.0,644740000.0,559977000.0,560695000.0,,
Payables,11777262000.0,10409189000.0,13260160000.0,11384433000.0,11309232000.0,,
Other Payable,156821000.0,285607000.0,1128846000.0,982427000.0,492645000.0,,
Dueto Related Parties Current,50241000.0,51043000.0,,,45816000.0,30263000.0,23881000.0
Dividends Payable,358040000.0,4425000.0,1437467000.0,61488000.0,61965000.0,,
Total Tax Payable,766802000.0,797847000.0,880497000.0,633924000.0,775479000.0,,
Accounts Payable,10445358000.0,9270267000.0,9813350000.0,9706594000.0,9933327000.0,,
Total Assets,100575369000.0,100825592000.0,101070743000.0,99758272000.0,103906654000.0,,
Total Non Current Assets,70244740000.0,67988943000.0,66370922000.0,64189777000.0,64120961000.0,,
Other Non Current Assets,2788403000.0,2731093000.0,2551503000.0,2483036000.0,2407028000.0,,
Defined Pension Benefit,53328000.0,51973000.0,50552000.0,49130000.0,47708000.0,,
Non Current Prepaid Assets,14732000.0,16629000.0,20818000.0,8829000.0,9770000.0,,
Non Current Deferred Assets,7100375000.0,6646949000.0,6731080000.0,6914405000.0,7345326000.0,,
Non Current Deferred Taxes Assets,7100375000.0,6646949000.0,6731080000.0,6914405000.0,7345326000.0,,
Duefrom Related Parties Non Current,,1000001000.0,1792579000.0,1792579000.0,1792579000.0,3632180000.0,
Non Current Note Receivables,2137882000.0,2173890000.0,2099443000.0,2028116000.0,1903028000.0,,
