,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Non Current Accounts Receivable,4907305000.0,5579719000.0,5629821000.0,5284114000.0,5383444000.0,,
Financial Assets,,,,41970000.0,,,
Investments And Advances,8097896000.0,6985121000.0,6221545000.0,6236866000.0,5958503000.0,,
Investmentin Financial Assets,25395000.0,21215000.0,29758000.0,196820000.0,212492000.0,,
Held To Maturity Securities,3787000.0,,,,193435000.0,125306000.0,127855000.0
Available For Sale Securities,21608000.0,21215000.0,29758000.0,196820000.0,19057000.0,,
Long Term Equity Investment,8072501000.0,6963906000.0,6191787000.0,6040046000.0,5746011000.0,,
Investment Properties,219525000.0,199103000.0,200082000.0,201061000.0,202040000.0,,
Goodwill And Other Intangible Assets,11006125000.0,10993733000.0,11034277000.0,10393616000.0,10438091000.0,,
Other Intangible Assets,6226796000.0,6260862000.0,6311398000.0,6267361000.0,6311836000.0,,
Goodwill,4779329000.0,4732871000.0,4722879000.0,4126255000.0,4126255000.0,,
Net PPE,33919169000.0,32610733000.0,32031883000.0,30749695000.0,30426023000.0,,
Accumulated Depreciation,-32095217000.0,-34574892000.0,-33775213000.0,-32277507000.0,-31386376000.0,,
Gross PPE,66014386000.0,67185625000.0,65807096000.0,63027202000.0,61812399000.0,,
Construction In Progress,7947457000.0,7061256000.0,6950472000.0,6304497000.0,5881336000.0,,
Other Properties,2495254000.0,2641318000.0,2593072000.0,1416818000.0,1385416000.0,,
Machinery Furniture Equipment,43515469000.0,46089997000.0,44917699000.0,44104307000.0,43482919000.0,,
Buildings And Improvements,10430947000.0,10081988000.0,10058433000.0,9946640000.0,9814531000.0,,
Land And Improvements,1625259000.0,1311066000.0,1287420000.0,1254940000.0,1248197000.0,,
Current Assets,30330629000.0,32836649000.0,34699821000.0,35568495000.0,39785693000.0,,
Other Current Assets,142847000.0,87651000.0,57279000.0,23123000.0,69294000.0,,
Hedging Assets Current,494000.0,92291000.0,0.0,31217000.0,152967000.0,,
Prepaid Assets,496744000.0,371523000.0,401679000.0,459955000.0,329645000.0,,
Inventory,10455500000.0,10265297000.0,10355385000.0,9923125000.0,10439741000.0,,
Receivables,4168709000.0,4576475000.0,4724638000.0,4376823000.0,4569524000.0,,
Other Receivables,268937000.0,451231000.0,326154000.0,319871000.0,201436000.0,,
Duefrom Related Parties Current,1831000.0,1831000.0,122924000.0,128651000.0,1831000.0,,
Taxes Receivable,1376434000.0,1300556000.0,1954302000.0,1538674000.0,1367316000.0,,
Loans Receivable,124474000.0,116373000.0,5308000.0,5348000.0,97943000.0,,
Accounts Receivable,2397033000.0,2706484000.0,2315950000.0,2384279000.0,2900998000.0,,
Allowance For Doubtful Accounts Receivable,-246153000.0,-228612000.0,-216909000.0,-214367000.0,-212088000.0,,
Gross Accounts Receivable,2643186000.0,2935096000.0,2532859000.0,2598646000.0,3113086000.0,,
Cash Cash Equivalents And Short Term Investments,15066335000.0,17443412000.0,19160840000.0,20754252000.0,24224522000.0,,
Other Short Term Investments,645313000.0,917313000.0,855632000.0,966846000.0,914325000.0,,
Cash And Cash Equivalents,14421022000.0,16526099000.0,18305208000.0,19787406000.0,23310197000.0,,
Cash Equivalents,7616890000.0,4633103000.0,5656301000.0,6820214000.0,9290100000.0,,
Cash Financial,6804132000.0,11892996000.0,12648907000.0,12967192000.0,14020097000.0,,
