,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-576257840.0,-240946100.0,-302165820.0,-154230120.0,-2438772740.0,
Tax Rate For Calcs,0.34,0.34,0.34,0.34,0.34,
Normalized EBITDA,-2177913000.0,3129761000.0,3794585000.0,2634668000.0,4166987000.0,
Total Unusual Items,-1694876000.0,-708665000.0,-888723000.0,-453618000.0,-7172861000.0,
Total Unusual Items Excluding Goodwill,-1694876000.0,-708665000.0,-888723000.0,-453618000.0,-7172861000.0,
Net Income From Continuing Operation Net Minority Interest,-5803011000.0,-1185180000.0,-946042000.0,-1787895000.0,-9539333000.0,
Reconciled Depreciation,929741000.0,1000883000.0,992314000.0,967894000.0,967798000.0,
Reconciled Cost Of Revenue,6633099000.0,6936477000.0,6881505000.0,6791905000.0,8360851000.0,
EBITDA,-3872789000.0,2421096000.0,2905862000.0,2181050000.0,-3005874000.0,
EBIT,-4802530000.0,1420213000.0,1913548000.0,1213156000.0,-3973672000.0,
Net Interest Income,574323000.0,-1825818000.0,-1370857000.0,-1617567000.0,277287000.0,
Interest Expense,1867269000.0,1887359000.0,1879023000.0,2102019000.0,1946232000.0,
Interest Income,2642662000.0,260593000.0,726576000.0,792747000.0,2095144000.0,
Normalized Income,-4684392840.0,-717461100.0,-359484820.0,-1488507120.0,-4805244740.0,
Net Income From Continuing And Discontinued Operation,-5803011000.0,-1185180000.0,-946042000.0,-1787895000.0,-9297393000.0,
Total Expenses,7332602000.0,7631391000.0,7434702000.0,7360281000.0,9432958000.0,
Diluted Average Shares,3959428597.0,1859008000.0,1858658000.0,1858633000.0,1862822967.0,
Basic Average Shares,3959428597.0,1859008000.0,1858658000.0,1858633000.0,1862822967.0,
Diluted EPS,-1.465616,-0.64,-0.51,-0.96,-4.990812,
Basic EPS,-1.465616,-0.64,-0.51,-0.96,-4.990812,
Diluted NI Availto Com Stockholders,-5802860000.0,-1185272000.0,-946042000.0,-1787895000.0,-9297393000.0,
Average Dilution Earnings,,-92000.0,,0.0,,
Net Income Common Stockholders,-5803011000.0,-1185180000.0,-946042000.0,-1787895000.0,-9297393000.0,
Net Income,-5803011000.0,-1185180000.0,-946042000.0,-1787895000.0,-9297393000.0,
Minority Interests,1053464000.0,-350751000.0,-377945000.0,147503000.0,-814794000.0,
Net Income Including Noncontrolling Interests,-6856475000.0,-834429000.0,-568097000.0,-1935398000.0,-8482599000.0,
Net Income Discontinuous Operations,0.0,0.0,,,241940000.0,31935000.0
Net Income Continuous Operations,-6856475000.0,-834429000.0,-568097000.0,-1935398000.0,-8724539000.0,
Tax Provision,186676000.0,367283000.0,602622000.0,1046535000.0,2804635000.0,
Pretax Income,-6669799000.0,-467146000.0,34525000.0,-888863000.0,-5919904000.0,
Other Income Expense,-9525678000.0,-1674122000.0,-1637568000.0,-1573616000.0,-8532614000.0,
Special Income Charges,-688824000.0,-354326000.0,-456693000.0,-374578000.0,-4754111000.0,
Gain On Sale Of Ppe,-30592000.0,-11793000.0,-647000.0,-3978000.0,117772000.0,
Gain On Sale Of Business,,0.0,0.0,,,0.0
Other Special Charges,164574000.0,25578000.0,58515000.0,84992000.0,280026000.0,
Write Off,493658000.0,316955000.0,397531000.0,285608000.0,5143917000.0,
Restructuring And Mergern Acquisition,0.0,0.0,0.0,,,0.0
Earnings From Equity Interest,-7830802000.0,-965457000.0,-748845000.0,-1119998000.0,-1359753000.0,
Gain On Sale Of Security,-1006052000.0,-354339000.0,-432030000.0,-79040000.0,-2418750000.0,
Net Non Operating Interest Income Expense,574323000.0,-1825818000.0,-1370857000.0,-1617567000.0,277287000.0,
Total Other Finance Cost,201070000.0,199052000.0,218410000.0,308295000.0,-128375000.0,
Interest Expense Non Operating,1867269000.0,1887359000.0,1879023000.0,2102019000.0,1946232000.0,
Interest Income Non Operating,2642662000.0,260593000.0,726576000.0,792747000.0,2095144000.0,
Operating Income,2281556000.0,3032794000.0,3042950000.0,2302320000.0,2335423000.0,
Operating Expense,699503000.0,694914000.0,553197000.0,568376000.0,1072107000.0,
Other Operating Expenses,-326922000.0,-362741000.0,-548447000.0,-403695000.0,-23831000.0,
Other Taxes,-135396000.0,-82174000.0,491000.0,-3017000.0,-25924000.0,
Selling General And Administration,1161821000.0,1139829000.0,1101153000.0,975088000.0,1121862000.0,
Selling And Marketing Expense,439654000.0,512904000.0,457529000.0,440056000.0,420440000.0,
General And Administrative Expense,722167000.0,626925000.0,643624000.0,535032000.0,701422000.0,
Other Gand A,722167000.0,626925000.0,643624000.0,535032000.0,701422000.0,
Gross Profit,2981059000.0,3727708000.0,3596147000.0,2870696000.0,3407530000.0,
Cost Of Revenue,6633099000.0,6936477000.0,6881505000.0,6791905000.0,8360851000.0,
Total Revenue,9614158000.0,10664185000.0,10477652000.0,9662601000.0,11768381000.0,
Excise Taxes,1737915000.0,1869442000.0,1844498000.0,1767044000.0,2022609000.0,
Operating Revenue,11352073000.0,12533627000.0,12322150000.0,11429645000.0,13790990000.0,
