,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-1882240.0,,197689.309069,5673240.0,-7794840.0,905080.0
Tax Rate For Calcs,0.34,,0.018198,0.34,0.34,0.34
Normalized EBITDA,795564000.0,,755052000.0,-122195000.0,164830000.0,606303000.0
Total Unusual Items,-5536000.0,,10863000.0,16686000.0,-22926000.0,2662000.0
Total Unusual Items Excluding Goodwill,-5536000.0,,10863000.0,16686000.0,-22926000.0,2662000.0
Net Income From Continuing Operation Net Minority Interest,450872000.0,,427371000.0,-137628000.0,80112000.0,375997000.0
Reconciled Depreciation,81986000.0,,78744000.0,77518000.0,74874000.0,69870000.0
Reconciled Cost Of Revenue,858945000.0,,858851000.0,570643000.0,724551000.0,770192000.0
EBITDA,790028000.0,,765915000.0,-105509000.0,141904000.0,608965000.0
EBIT,708042000.0,,687171000.0,-183027000.0,67030000.0,539095000.0
Net Interest Income,-278556000.0,,-261375000.0,-251514000.0,-248125000.0,-260452000.0
Interest Expense,268835000.0,,253177000.0,238214000.0,226473000.0,244387000.0
Interest Income,12024000.0,,11533000.0,10229000.0,6879000.0,8899000.0
Normalized Income,454525760.0,,416705689.309069,-148640760.0,95243160.0,374240080.0
Net Income From Continuing And Discontinued Operation,450989000.0,,426689000.0,-139947000.0,79558000.0,376378000.0
Total Expenses,1586774000.0,,1510588000.0,1305785000.0,1459781000.0,1442651000.0
Diluted Average Shares,,642887382.0,644092119.0,638169765.0,,642791042.0
Basic Average Shares,,639145841.0,638586732.0,638169765.0,,639171418.0
Diluted EPS,,0.711848,0.662466,-0.219294,,0.585537
Basic EPS,,0.716015,0.668177,-0.219294,,0.588853
Diluted NI Availto Com Stockholders,450989000.0,,426689000.0,-139947000.0,79558000.0,376378000.0
Net Income Common Stockholders,450989000.0,,426689000.0,-139947000.0,79558000.0,376378000.0
Otherunder Preferred Stock Dividend,0.0,,0.0,0.0,0.0,0.0
Net Income,450989000.0,,426689000.0,-139947000.0,79558000.0,376378000.0
Minority Interests,1205000.0,,1275000.0,1195000.0,600000.0,5855000.0
Net Income Including Noncontrolling Interests,449784000.0,,425414000.0,-141142000.0,78958000.0,370523000.0
Net Income Discontinuous Operations,117000.0,,-682000.0,-2319000.0,-554000.0,381000.0
Net Income Continuous Operations,449667000.0,,426096000.0,-138823000.0,79512000.0,370142000.0
Tax Provision,-10460000.0,,7898000.0,-282418000.0,-238955000.0,-75434000.0
Pretax Income,439207000.0,,433994000.0,-421241000.0,-159443000.0,294708000.0
Net Non Operating Interest Income Expense,-278556000.0,,-261375000.0,-251514000.0,-248125000.0,-260452000.0
Total Other Finance Cost,21745000.0,,19731000.0,23529000.0,28531000.0,24964000.0
Interest Expense Non Operating,268835000.0,,253177000.0,238214000.0,226473000.0,244387000.0
Interest Income Non Operating,12024000.0,,11533000.0,10229000.0,6879000.0,8899000.0
Operating Income,650293000.0,,643349000.0,-224879000.0,51210000.0,473255000.0
Operating Expense,727829000.0,,651737000.0,735142000.0,735230000.0,672459000.0
Other Operating Expenses,9635000.0,,,63786000.0,,
Depreciation And Amortization In Income Statement,51146000.0,,48430000.0,47847000.0,47174000.0,43311000.0
Depreciation Income Statement,51146000.0,,48430000.0,47847000.0,47174000.0,43311000.0
Research And Development,42379000.0,,39453000.0,46289000.0,22261000.0,37965000.0
Selling General And Administration,588274000.0,,537926000.0,567565000.0,601142000.0,556242000.0
Selling And Marketing Expense,564019000.0,,519327000.0,552352000.0,575288000.0,532107000.0
General And Administrative Expense,24255000.0,,18599000.0,15213000.0,25854000.0,24135000.0
Gross Profit,1378122000.0,,1295086000.0,510263000.0,786440000.0,1145714000.0
Cost Of Revenue,858945000.0,,858851000.0,570643000.0,724551000.0,770192000.0
Total Revenue,2237067000.0,,2153937000.0,1080906000.0,1510991000.0,1915906000.0
Operating Revenue,2237067000.0,,2153937000.0,1080906000.0,1510991000.0,1915906000.0
