,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-489043420.0,103267357.6,-173589904.8,-68192827.2,581021240.0,,
Tax Rate For Calcs,0.34,0.2794,0.2028,0.2088,0.34,,
Normalized EBITDA,3584162000.0,,2851291000.0,2944693000.0,725305000.0,1914262000.0,
Total Unusual Items,-1438363000.0,,-855966000.0,-326594000.0,1708886000.0,181762000.0,
Total Unusual Items Excluding Goodwill,-1438363000.0,,-855966000.0,-326594000.0,1708886000.0,181762000.0,
Net Income From Continuing Operation Net Minority Interest,742891000.0,,257292000.0,775736000.0,1828941000.0,552879000.0,
Reconciled Depreciation,549690000.0,,522507000.0,515667000.0,488665000.0,466388000.0,
Reconciled Cost Of Revenue,7133471000.0,,6378043000.0,5916593000.0,7435167000.0,6556251000.0,
EBITDA,2145799000.0,,1995325000.0,2618099000.0,2434191000.0,2096024000.0,
EBIT,1596109000.0,,1472818000.0,2102432000.0,1945526000.0,1629636000.0,
Net Interest Income,926839000.0,,-641004000.0,-619278000.0,-994404000.0,-822985000.0,
Interest Expense,1073073000.0,,858494000.0,804710000.0,833150000.0,718697000.0,
Interest Income,137465000.0,,25843000.0,30059000.0,125905000.0,36211000.0,
Normalized Income,1692210580.0,172183357.6,939668095.2,1034137172.8,701076240.0,,
Net Income From Continuing And Discontinued Operation,742891000.0,,257292000.0,775736000.0,1828941000.0,552879000.0,
Total Expenses,8008477000.0,,6144489000.0,5776670000.0,7980291000.0,7052400000.0,
Diluted NI Availto Com Stockholders,742891000.0,,257292000.0,775736000.0,1828941000.0,552879000.0,
Net Income Common Stockholders,742891000.0,,257292000.0,775736000.0,1828941000.0,552879000.0,
Otherunder Preferred Stock Dividend,0.0,,0.0,0.0,0.0,0.0,
Net Income,742891000.0,,257292000.0,775736000.0,1828941000.0,552879000.0,
Minority Interests,-232275000.0,,-232469000.0,-250979000.0,-290205000.0,-174191000.0,
Net Income Including Noncontrolling Interests,975166000.0,,489761000.0,1026715000.0,2119146000.0,727070000.0,
Net Income Continuous Operations,975166000.0,,489761000.0,1026715000.0,2119146000.0,727070000.0,
Tax Provision,-452130000.0,,124563000.0,271007000.0,-1006770000.0,183869000.0,
Pretax Income,523036000.0,,614324000.0,1297722000.0,1112376000.0,910939000.0,
Other Non Operating Income Expenses,,,-14090000.0,,,,-148000.0
Special Income Charges,-137811000.0,,-99879000.0,-72511000.0,-259587000.0,-156662000.0,
Other Special Charges,137811000.0,,99879000.0,72511000.0,259587000.0,156662000.0,
Net Non Operating Interest Income Expense,926839000.0,,-641004000.0,-619278000.0,-994404000.0,-822985000.0,
Total Other Finance Cost,-1862447000.0,,-191647000.0,-155373000.0,287159000.0,140499000.0,
Interest Expense Non Operating,1073073000.0,,858494000.0,804710000.0,833150000.0,718697000.0,
Interest Income Non Operating,137465000.0,,25843000.0,30059000.0,125905000.0,36211000.0,
Operating Income,1424259000.0,,1683952000.0,1957418000.0,1577853000.0,1528167000.0,
Operating Expense,875006000.0,,-233554000.0,-139923000.0,545124000.0,496149000.0,
Other Operating Expenses,160694000.0,,81526000.0,98278000.0,29792000.0,80287000.0,
Depreciation And Amortization In Income Statement,77564000.0,,73280000.0,76864000.0,65676000.0,66160000.0,
Depreciation Income Statement,77564000.0,,73280000.0,76864000.0,65676000.0,66160000.0,
Selling General And Administration,239496000.0,,172061000.0,184535000.0,268951000.0,186077000.0,
General And Administrative Expense,239496000.0,,172061000.0,184535000.0,268951000.0,186077000.0,
Gross Profit,2299265000.0,,1450398000.0,1817495000.0,2122977000.0,2024316000.0,
Cost Of Revenue,7133471000.0,,6378043000.0,5916593000.0,7435167000.0,6556251000.0,
Total Revenue,9432736000.0,,7828441000.0,7734088000.0,9558144000.0,8580567000.0,
Operating Revenue,9432736000.0,,7828441000.0,7734088000.0,9558144000.0,8580567000.0,
