,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,1312111000.0,2923993000.0,2729045000.0,2088706000.0,1156830000.0,,
Repurchase Of Capital Stock,,-392135000.0,-308227000.0,-34885000.0,-13021000.0,,-26862000.0
Repayment Of Debt,-444692000.0,-463730000.0,-466798000.0,-519416000.0,-500761000.0,,
Issuance Of Debt,65786000.0,53676000.0,20400000.0,0.0,3842000.0,,
Capital Expenditure,-1353901000.0,-1346516000.0,-973881000.0,-881976000.0,-1339122000.0,,
End Cash Position,4021768000.0,3610324000.0,3673535000.0,2994617000.0,2840368000.0,,
Beginning Cash Position,3610324000.0,3673535000.0,2994617000.0,2840368000.0,3258743000.0,,
Changes In Cash,411444000.0,-63211000.0,678918000.0,154249000.0,-418375000.0,,
Financing Cash Flow,-1349976000.0,-4149693000.0,-1780626000.0,-2015815000.0,-1581733000.0,,
Cash Flow From Continuing Financing Activities,-1349976000.0,-4149693000.0,-1780626000.0,-2015815000.0,-1581733000.0,,
Net Other Financing Charges,-8105000.0,-92450000.0,366042000.0,-62888000.0,-4639000.0,,
Interest Paid Cff,-484812000.0,-482679000.0,-430704000.0,-442301000.0,-397110000.0,,
Cash Dividends Paid,-478153000.0,-2772375000.0,-961339000.0,-956325000.0,-670044000.0,,
Common Stock Dividend Paid,-478153000.0,-2772375000.0,-961339000.0,,,-723575000.0,-725073000.0
Net Common Stock Issuance,,-392135000.0,-308227000.0,-34885000.0,-13021000.0,26862000.0,
Common Stock Payments,,-392135000.0,-308227000.0,-34885000.0,-13021000.0,,-26862000.0
Net Issuance Payments Of Debt,-378906000.0,-410054000.0,-446398000.0,-519416000.0,-496919000.0,,
Net Long Term Debt Issuance,-378906000.0,-410054000.0,-446398000.0,-519416000.0,-496919000.0,,
Long Term Debt Payments,-444692000.0,-463730000.0,-466798000.0,-519416000.0,-500761000.0,,
Long Term Debt Issuance,65786000.0,53676000.0,20400000.0,0.0,3842000.0,,
Investing Cash Flow,-904592000.0,-184027000.0,-1243382000.0,-800618000.0,-1332594000.0,,
Cash Flow From Continuing Investing Activities,-904592000.0,-184027000.0,-1243382000.0,-800618000.0,-1332594000.0,,
Net Other Investing Changes,10610000.0,481890000.0,8577000.0,-2893000.0,67521000.0,,
Net Investment Purchase And Sale,481427000.0,680599000.0,-278078000.0,84251000.0,-60993000.0,,
Sale Of Investment,2200035000.0,2588833000.0,1434805000.0,1871351000.0,2107991000.0,,
Purchase Of Investment,-1718608000.0,-1908234000.0,-1712883000.0,-1787100000.0,-2168984000.0,,
Net Business Purchase And Sale,-42728000.0,,,,,,
Purchase Of Business,-42728000.0,,,,,,
Net PPE Purchase And Sale,-1353901000.0,-1346516000.0,-973881000.0,-881976000.0,-1339122000.0,,
Purchase Of PPE,-1353901000.0,-1346516000.0,-973881000.0,-881976000.0,-1339122000.0,,
Operating Cash Flow,2666012000.0,4270509000.0,3702926000.0,2970682000.0,2495952000.0,,
Cash Flow From Continuing Operating Activities,2666012000.0,4270509000.0,3702926000.0,2970682000.0,2495952000.0,,
Taxes Refund Paid,-157826000.0,-61892000.0,-89158000.0,-112153000.0,-49243000.0,,
Change In Working Capital,-777477000.0,352047000.0,15066000.0,-543212000.0,-749501000.0,,
Change In Other Working Capital,-147311000.0,15858000.0,-53341000.0,8834000.0,-14434000.0,,
Change In Other Current Liabilities,-67813000.0,-110217000.0,-70174000.0,-44705000.0,-78871000.0,,
Change In Other Current Assets,24007000.0,-7695000.0,15315000.0,-60222000.0,3443000.0,,
Change In Payables And Accrued Expense,190547000.0,951044000.0,-53429000.0,-4249000.0,-274200000.0,,
Change In Accrued Expense,60842000.0,11694000.0,16509000.0,-77898000.0,57710000.0,,
Change In Payable,129705000.0,939350000.0,-69938000.0,73649000.0,-331910000.0,,
Change In Account Payable,63502000.0,898693000.0,-254887000.0,-19658000.0,-438778000.0,,
Change In Tax Payable,58562000.0,109348000.0,184949000.0,89653000.0,100849000.0,,
Change In Income Tax Payable,58562000.0,109348000.0,184949000.0,89653000.0,100849000.0,,
Change In Prepaid Assets,-402933000.0,81920000.0,113878000.0,72728000.0,-375994000.0,,
Change In Inventory,-30280000.0,-3759000.0,4784000.0,-28692000.0,-36008000.0,,
Change In Receivables,-343694000.0,-575104000.0,58033000.0,-486906000.0,26563000.0,,
Changes In Account Receivables,-439558000.0,-548542000.0,119260000.0,-450482000.0,-108375000.0,,
Other Non Cash Items,601988000.0,132300000.0,580928000.0,502302000.0,486667000.0,,
Stock Based Compensation,,4180000.0,1067000.0,,,-827000.0,9068000.0
Provisionand Write Offof Assets,306080000.0,304608000.0,263253000.0,218950000.0,246013000.0,,
Asset Impairment Charge,2020000.0,1156000.0,7023000.0,3633000.0,3006000.0,,
Depreciation Amortization Depletion,1738642000.0,1777141000.0,1778644000.0,1775986000.0,1745916000.0,,
Depreciation And Amortization,1738642000.0,1777141000.0,1778644000.0,1775986000.0,1745916000.0,,
Operating Gains Losses,-32075000.0,289119000.0,-74588000.0,-60373000.0,119422000.0,,
Pension And Employee Benefit Expense,5031000.0,,,,6310000.0,,
Earnings Losses From Equity Investments,28077000.0,29796000.0,25634000.0,25723000.0,26647000.0,,
Gain Loss On Investment Securities,-65183000.0,259323000.0,-100222000.0,-79786000.0,86465000.0,,
Net Income From Continuing Operations,984660000.0,1471850000.0,1220691000.0,1173798000.0,693672000.0,,
