,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,10405020.0,-1062042.4,-25806.0,-535853.6,7309195.337518,
Tax Rate For Calcs,0.34,0.2264,0.3795,0.3844,0.282951,
Normalized EBITDA,49237000.0,,46483000.0,53341000.0,64366000.0,102134000.0
Total Unusual Items,30603000.0,,-68000.0,-1394000.0,25832000.0,-344000.0
Total Unusual Items Excluding Goodwill,30603000.0,,-68000.0,-1394000.0,25832000.0,-344000.0
Net Income From Continuing Operation Net Minority Interest,64752000.0,,14396000.0,25552000.0,50382000.0,59641000.0
Reconciled Depreciation,9928000.0,,9196000.0,9625000.0,9900000.0,9823000.0
Reconciled Cost Of Revenue,299382000.0,,238690000.0,272102000.0,329258000.0,307958000.0
EBITDA,79840000.0,,46415000.0,51947000.0,90198000.0,101790000.0
EBIT,69912000.0,,37219000.0,42322000.0,80298000.0,91967000.0
Net Interest Income,-13839000.0,-14248000.0,-11639000.0,-2920000.0,-6668000.0,
Interest Expense,12644000.0,,14020000.0,813000.0,10035000.0,9106000.0
Interest Income,1541000.0,,2423000.0,9157000.0,3469000.0,2271000.0
Normalized Income,44554020.0,55198957.6,14438194.0,26410146.4,31859195.337518,
Net Income From Continuing And Discontinued Operation,64752000.0,,14396000.0,25552000.0,50382000.0,59641000.0
Total Expenses,341885000.0,355557000.0,282707000.0,313118000.0,392805000.0,
Total Operating Income As Reported,57594000.0,,28744000.0,43271000.0,72152000.0,83094000.0
Diluted Average Shares,,,173566579.0,173708435.0,,176613025.0
Basic Average Shares,,,173310939.0,173280286.0,,175740870.0
Diluted EPS,,,0.0829,0.1471,,0.3377
Basic EPS,,,0.0831,0.1475,,0.3394
Diluted NI Availto Com Stockholders,64752000.0,,14396000.0,25552000.0,50382000.0,59641000.0
Net Income Common Stockholders,64752000.0,,14396000.0,25552000.0,50382000.0,59641000.0
Otherunder Preferred Stock Dividend,0.0,,0.0,0.0,0.0,0.0
Net Income,64752000.0,,14396000.0,25552000.0,50382000.0,59641000.0
Net Income Including Noncontrolling Interests,64752000.0,,14396000.0,25552000.0,50382000.0,59641000.0
Net Income Continuous Operations,64752000.0,,14396000.0,25552000.0,50382000.0,59641000.0
Tax Provision,-7484000.0,,8803000.0,15957000.0,19881000.0,23220000.0
Pretax Income,57268000.0,,23199000.0,41509000.0,70263000.0,82861000.0
Special Income Charges,-272000.0,,-68000.0,-1394000.0,1143000.0,-344000.0
Other Special Charges,355000.0,,,1375000.0,2074000.0,158000.0
Write Off,-83000.0,,68000.0,19000.0,-3217000.0,186000.0
Impairment Of Capital Assets,,,,,,1175000.0
Net Non Operating Interest Income Expense,-13839000.0,-14248000.0,-11639000.0,-2920000.0,-6668000.0,
Total Other Finance Cost,2736000.0,1665000.0,42000.0,11264000.0,102000.0,
Interest Expense Non Operating,12644000.0,,14020000.0,813000.0,10035000.0,9106000.0
Interest Income Non Operating,1541000.0,,2423000.0,9157000.0,3469000.0,2271000.0
Operating Income,56777000.0,67778000.0,28366000.0,44112000.0,67295000.0,
Operating Expense,42503000.0,37642000.0,44017000.0,41016000.0,63547000.0,
Other Operating Expenses,23321000.0,11895000.0,7977000.0,6591000.0,17815000.0,
Selling General And Administration,50891000.0,,49091000.0,48723000.0,56080000.0,49859000.0
Selling And Marketing Expense,25576000.0,,24975000.0,25368000.0,29392000.0,25590000.0
General And Administrative Expense,25315000.0,,24116000.0,23355000.0,26688000.0,24269000.0
Gross Profit,99280000.0,,72383000.0,85128000.0,130842000.0,131094000.0
Cost Of Revenue,299382000.0,,238690000.0,272102000.0,329258000.0,307958000.0
Total Revenue,398662000.0,,311073000.0,357230000.0,460100000.0,439052000.0
Operating Revenue,398662000.0,,311073000.0,357230000.0,460100000.0,439052000.0
