,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,41541539.364814,33155111.509174,0.0,29465743.285824,10737227.356676,
Tax Rate For Calcs,0.163747,0.175872,0.165944,0.174596,0.195521,
Normalized EBITDA,1952517000.0,2251974000.0,2835643000.0,2083045000.0,2427541000.0,
Total Unusual Items,253694000.0,188518000.0,,168765000.0,54916000.0,
Total Unusual Items Excluding Goodwill,253694000.0,188518000.0,,168765000.0,54916000.0,
Net Income From Continuing Operation Net Minority Interest,1457187000.0,1587762000.0,1591952000.0,1546036000.0,1694296000.0,
Reconciled Depreciation,254050000.0,295438000.0,237597000.0,229607000.0,244670000.0,
Reconciled Cost Of Revenue,6472497000.0,6765306000.0,6771646000.0,6762551000.0,7204049000.0,
EBITDA,2206211000.0,2440492000.0,2835643000.0,2251810000.0,2482457000.0,
EBIT,1952161000.0,2145054000.0,2598046000.0,2022203000.0,2237787000.0,
Net Interest Income,-75498000.0,-62699000.0,7492000.0,-14236000.0,7641000.0,
Interest Expense,63139000.0,80614000.0,568612000.0,38713000.0,38938000.0,
Interest Income,,,576104000.0,21415000.0,0.0,538244000.0
Normalized Income,1245034539.364814,1432399111.509174,1591952000.0,1406736743.285824,1650117227.356676,
Net Income From Continuing And Discontinued Operation,1457187000.0,1587762000.0,1591952000.0,1546036000.0,1694296000.0,
Total Expenses,7719351000.0,8294016000.0,8182279000.0,8171607000.0,8738464000.0,
Diluted Average Shares,4196781000.0,,4196525636.0,4196549000.0,,4195487403.0
Basic Average Shares,4195830000.0,,4195640830.0,4195673000.0,,4195487403.0
Diluted EPS,0.34722,,0.37935,0.36841,,0.37628
Basic EPS,0.34729,,0.37943,0.36848,,0.37628
Diluted NI Availto Com Stockholders,1457187000.0,1587762000.0,1591952000.0,1546036000.0,1694296000.0,
Net Income Common Stockholders,1457187000.0,1587762000.0,1591952000.0,1546036000.0,1694296000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,1457187000.0,1587762000.0,1591952000.0,1546036000.0,1694296000.0,
Minority Interests,-122514000.0,-113600000.0,-100710000.0,-91144000.0,-74632000.0,
Net Income Including Noncontrolling Interests,1579701000.0,1701362000.0,1692662000.0,1637180000.0,1768928000.0,
Net Income Continuous Operations,1579701000.0,1701362000.0,1692662000.0,1637180000.0,1768928000.0,
Tax Provision,309321000.0,363078000.0,336772000.0,346310000.0,429921000.0,
Pretax Income,1889022000.0,2064440000.0,2029434000.0,1983490000.0,2198849000.0,
Net Non Operating Interest Income Expense,-75498000.0,-62699000.0,7492000.0,-14236000.0,7641000.0,
Total Other Finance Cost,12359000.0,-130850000.0,,-24477000.0,-46579000.0,
Interest Expense Non Operating,63139000.0,80614000.0,568612000.0,38713000.0,38938000.0,
Interest Income Non Operating,,,576104000.0,21415000.0,0.0,538244000.0
Operating Income,1748962000.0,1952774000.0,2024948000.0,1906964000.0,2083812000.0,
Operating Expense,1246854000.0,1528710000.0,1410633000.0,1409056000.0,1534415000.0,
Other Operating Expenses,16015000.0,309722000.0,263834000.0,74515000.0,286484000.0,
Selling General And Administration,1172829000.0,1238072000.0,1197460000.0,1191608000.0,1260382000.0,
Selling And Marketing Expense,791115000.0,828910000.0,821902000.0,829815000.0,868795000.0,
General And Administrative Expense,381714000.0,409162000.0,375558000.0,361793000.0,391587000.0,
Gross Profit,2995816000.0,3481484000.0,3435581000.0,3316020000.0,3618227000.0,
Cost Of Revenue,6472497000.0,6765306000.0,6771646000.0,6762551000.0,7204049000.0,
Total Revenue,9468313000.0,10246790000.0,10207227000.0,10078571000.0,10822276000.0,
Operating Revenue,9468313000.0,10246790000.0,10207227000.0,10078571000.0,10822276000.0,
