,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,5922232.521259,3968629.146543,2854707.117862,2982782.408683,10563172.576054,
Tax Rate For Calcs,0.094065,0.089261,0.168052,0.153966,0.167467,
Normalized EBITDA,282869000.0,360226000.0,216607000.0,303078000.0,220085000.0,
Total Unusual Items,62959000.0,44461000.0,16987000.0,19373000.0,63076000.0,
Total Unusual Items Excluding Goodwill,62959000.0,44461000.0,16987000.0,19373000.0,63076000.0,
Net Income From Continuing Operation Net Minority Interest,145068000.0,209094000.0,107434000.0,141215000.0,101175000.0,
Reconciled Depreciation,39349000.0,31923000.0,24620000.0,53368000.0,47878000.0,
Reconciled Cost Of Revenue,110154000.0,93975000.0,74443000.0,110982000.0,101622000.0,
EBITDA,345828000.0,404687000.0,233594000.0,322451000.0,283161000.0,
EBIT,306479000.0,372764000.0,208974000.0,269083000.0,235283000.0,
Net Interest Income,-153705000.0,-180836000.0,-93997000.0,-96436000.0,-123882000.0,
Interest Expense,146313000.0,143145000.0,79806000.0,102137000.0,113725000.0,
Interest Income,1380000.0,1562000.0,2918000.0,1828000.0,5394000.0,
Normalized Income,88031232.521259,168601629.146543,93301707.117862,124824782.408683,48662172.576054,
Net Income From Continuing And Discontinued Operation,145068000.0,209094000.0,107434000.0,141215000.0,101175000.0,
Total Expenses,158620000.0,-3082000.0,111493000.0,120812000.0,135928000.0,
Diluted NI Availto Com Stockholders,145068000.0,209094000.0,107434000.0,141215000.0,101175000.0,
Net Income Common Stockholders,145068000.0,209094000.0,107434000.0,141215000.0,101175000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,145068000.0,209094000.0,107434000.0,141215000.0,101175000.0,
Minority Interests,-32000.0,-29000.0,-27000.0,-27000.0,-26000.0,
Net Income Including Noncontrolling Interests,145100000.0,209123000.0,107461000.0,141242000.0,101201000.0,
Net Income Continuous Operations,145100000.0,209123000.0,107461000.0,141242000.0,101201000.0,
Tax Provision,15066000.0,20496000.0,21707000.0,25704000.0,20357000.0,
Pretax Income,160166000.0,229619000.0,129168000.0,166946000.0,121558000.0,
Net Non Operating Interest Income Expense,-153705000.0,-180836000.0,-93997000.0,-96436000.0,-123882000.0,
Total Other Finance Cost,8772000.0,39253000.0,17109000.0,-3873000.0,15551000.0,
Interest Expense Non Operating,146313000.0,143145000.0,79806000.0,102137000.0,113725000.0,
Interest Income Non Operating,1380000.0,1562000.0,2918000.0,1828000.0,5394000.0,
Operating Income,253003000.0,397064000.0,200625000.0,230166000.0,171402000.0,
Operating Expense,48466000.0,-97057000.0,37050000.0,9830000.0,34306000.0,
Other Operating Expenses,28305000.0,271728000.0,5404000.0,-32480000.0,93746000.0,
Depreciation And Amortization In Income Statement,14980000.0,,11011000.0,9605000.0,,
Depreciation Income Statement,14980000.0,,11011000.0,9605000.0,,
Selling General And Administration,11169000.0,43808000.0,10057000.0,9788000.0,35389000.0,
Selling And Marketing Expense,0.0,,0.0,35107000.0,,
General And Administrative Expense,11169000.0,43808000.0,10057000.0,,35389000.0,37732000.0
Gross Profit,301469000.0,300007000.0,237675000.0,239996000.0,205708000.0,
Cost Of Revenue,110154000.0,93975000.0,74443000.0,110982000.0,101622000.0,
Total Revenue,411623000.0,393982000.0,312118000.0,350978000.0,307330000.0,
Operating Revenue,411623000.0,393982000.0,312118000.0,350978000.0,307330000.0,
