,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-14770503.724599,-12875823.743687,-43933359.78789,-11009868.183034,-42435994.950376,,
Tax Rate For Calcs,0.259541,0.246507,0.325756,0.324765,0.293738,,
Normalized EBITDA,3498975000.0,3063970000.0,3119960000.0,3728631000.0,3539361000.0,,
Total Unusual Items,-56910000.0,-52233000.0,-134866000.0,-33901000.0,-144469000.0,,
Total Unusual Items Excluding Goodwill,-56910000.0,-52233000.0,-134866000.0,-33901000.0,-144469000.0,,
Net Income From Continuing Operation Net Minority Interest,1500518000.0,1308167000.0,1124320000.0,1551319000.0,1466367000.0,,
Reconciled Depreciation,604691000.0,599860000.0,602646000.0,590020000.0,579862000.0,,
Reconciled Cost Of Revenue,8101625000.0,8029148000.0,7372472000.0,6740337000.0,8359574000.0,,
EBITDA,3442065000.0,3011737000.0,2985094000.0,3694730000.0,3394892000.0,,
EBIT,2837374000.0,2411877000.0,2382448000.0,3104710000.0,2815030000.0,,
Net Interest Income,-327665000.0,-510365000.0,-511126000.0,-664380000.0,-337091000.0,,
Interest Expense,723858000.0,585202000.0,623734000.0,712370000.0,585953000.0,,
Interest Income,100949000.0,97676000.0,98317000.0,96661000.0,100669000.0,,
Normalized Income,1542657496.275401,1347524176.256313,1215252640.21211,1574210131.816966,1568400005.049624,,
Net Income From Continuing And Discontinued Operation,1500518000.0,1308167000.0,1124320000.0,1551319000.0,1466367000.0,,
Total Expenses,9213828000.0,8651703000.0,8026822000.0,7405369000.0,9340344000.0,,
Rent Expense Supplemental,18089000.0,20007000.0,21490000.0,22022000.0,21611000.0,,
Diluted Average Shares,,1152254440.0,1152254440.0,1152254440.0,,1152254440.0,1152254440.0
Basic Average Shares,,1152254440.0,1152254440.0,1152254440.0,,1152254440.0,1152254440.0
Diluted EPS,,1.14,0.98,1.35,,1.1,0.91
Basic EPS,,1.14,0.98,1.35,,1.1,0.91
Diluted NI Availto Com Stockholders,1500518000.0,1308167000.0,1124320000.0,1551319000.0,1466367000.0,,
Net Income Common Stockholders,1500518000.0,1308167000.0,1124320000.0,1551319000.0,1466367000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,1500518000.0,1308167000.0,1124320000.0,1551319000.0,1466367000.0,,
Minority Interests,-64453000.0,-68219000.0,-61483000.0,-64073000.0,-107946000.0,,
Net Income Including Noncontrolling Interests,1564971000.0,1376386000.0,1185803000.0,1615392000.0,1574314000.0,,
Net Income Continuous Operations,1564971000.0,1376386000.0,1185803000.0,1615391000.0,1574313000.0,,
Tax Provision,548545000.0,450289000.0,572911000.0,776949000.0,654764000.0,,
Pretax Income,2113516000.0,1826675000.0,1758714000.0,2392340000.0,2229077000.0,,
Other Non Operating Income Expenses,7395000.0,3786000.0,6109000.0,7130000.0,5305000.0,,
Special Income Charges,-56910000.0,-52233000.0,-134866000.0,-42268000.0,-184926000.0,,
Other Special Charges,48543000.0,52233000.0,134866000.0,42268000.0,184926000.0,,
Write Off,,,,,,,0.0
Net Non Operating Interest Income Expense,-327665000.0,-510365000.0,-511126000.0,-664380000.0,-337091000.0,,
Total Other Finance Cost,-295244000.0,22839000.0,-14291000.0,48671000.0,-148193000.0,,
Interest Expense Non Operating,723858000.0,585202000.0,623734000.0,712370000.0,585953000.0,,
Interest Income Non Operating,100949000.0,97676000.0,98317000.0,96661000.0,100669000.0,,
Operating Income,2620466000.0,2677441000.0,2522303000.0,3249850000.0,2605706000.0,,
Operating Expense,1112203000.0,622555000.0,654350000.0,665032000.0,980770000.0,,
Other Operating Expenses,276709000.0,-48496000.0,36599000.0,85006000.0,191363000.0,,
Depreciation And Amortization In Income Statement,113982000.0,112893000.0,119169000.0,120504000.0,121778000.0,,
Amortization,83448000.0,83032000.0,83520000.0,82792000.0,84589000.0,,
Depreciation Income Statement,30534000.0,29861000.0,35649000.0,37712000.0,37189000.0,,
Selling General And Administration,498152000.0,358573000.0,297525000.0,280331000.0,455079000.0,,
Selling And Marketing Expense,108961000.0,93440000.0,84241000.0,79615000.0,96794000.0,,
General And Administrative Expense,389191000.0,265133000.0,213284000.0,200716000.0,358285000.0,,
Rent And Landing Fees,0.0,0.0,0.0,0.0,,0.0,
Gross Profit,3732669000.0,3299996000.0,3176653000.0,3914882000.0,3586476000.0,,
Cost Of Revenue,8101625000.0,8029148000.0,7372472000.0,6740337000.0,8359574000.0,,
Total Revenue,11834294000.0,11329144000.0,10549125000.0,10655219000.0,11946050000.0,,
Operating Revenue,11834294000.0,11329144000.0,10549125000.0,10655219000.0,11946050000.0,,
