,2025-12-31,2025-09-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,2026307000.0,-996000000.0,-390000000.0,1191584000.0,839000000.0,
Repayment Of Debt,2155309000.0,-2525000000.0,-339000000.0,-1714544000.0,-720000000.0,
Issuance Of Debt,-812225000.0,5184000000.0,3076000000.0,-1747302000.0,4383000000.0,
Capital Expenditure,,-4420000000.0,-1762000000.0,,-3798000000.0,-1269000000.0
End Cash Position,1901636000.0,1452000000.0,3244000000.0,1898000000.0,3661000000.0,
Beginning Cash Position,1452000000.0,1898000000.0,1898000000.0,3661000000.0,1537000000.0,
Changes In Cash,589849000.0,-446000000.0,1346000000.0,-1789767000.0,2124000000.0,
Financing Cash Flow,925494000.0,884000000.0,2737000000.0,-3341023000.0,686000000.0,
Cash Flow From Continuing Financing Activities,925494000.0,884000000.0,2737000000.0,-3341023000.0,686000000.0,
Cash Dividends Paid,-2193306000.0,-1775000000.0,0.0,-1317000000.0,-2977000000.0,
Net Issuance Payments Of Debt,1343084000.0,2659000000.0,2737000000.0,-3461846000.0,3663000000.0,
Net Long Term Debt Issuance,1343084000.0,2659000000.0,2737000000.0,-3461846000.0,3663000000.0,
Long Term Debt Payments,2155309000.0,-2525000000.0,-339000000.0,-1714544000.0,-720000000.0,
Long Term Debt Issuance,-812225000.0,5184000000.0,3076000000.0,-1747302000.0,4383000000.0,
Investing Cash Flow,1357992000.0,-4754000000.0,-2763000000.0,3614031000.0,-3200000000.0,
Cash Flow From Continuing Investing Activities,1357992000.0,-4754000000.0,-2763000000.0,3614031000.0,-3200000000.0,
Net Other Investing Changes,,,,,2737000000.0,-1956406000.0
Net Investment Purchase And Sale,1888551000.0,-334000000.0,-1001000000.0,464727000.0,-2288000000.0,
Sale Of Investment,,,,8532234000.0,2737000000.0,
Purchase Of Investment,,,,-8067507000.0,-2288000000.0,-4676493000.0
Net Business Purchase And Sale,-954000.0,0.0,,2729426000.0,48000000.0,-14426000.0
Sale Of Business,1158000.0,0.0,,2698068000.0,48000000.0,1932000.0
Purchase Of Business,,,,31358000.0,-16000000.0,
Net PPE Purchase And Sale,4120730000.0,-4420000000.0,-1762000000.0,3386146000.0,-3697000000.0,
Sale Of PPE,92683000.0,0.0,,,101000000.0,
Purchase Of PPE,4028047000.0,-4420000000.0,,,-3798000000.0,
Operating Cash Flow,-1693637000.0,3424000000.0,1372000000.0,-2062775000.0,4637000000.0,
Cash Flow From Continuing Operating Activities,-1693637000.0,3424000000.0,1372000000.0,-2062775000.0,4637000000.0,
Interest Paid Cfo,126562000.0,-992000000.0,-219000000.0,40974000.0,-558000000.0,
Dividend Received Cfo,-3671000.0,165000000.0,45000000.0,,291000000.0,156939000.0
Change In Working Capital,,,,-217840000.0,332000000.0,
Change In Receivables,,,,-713546000.0,332000000.0,
Other Non Cash Items,392475000.0,-919000000.0,-279000000.0,316606000.0,-2837000000.0,
Provisionand Write Offof Assets,44276000.0,467000000.0,187000000.0,808893000.0,-139000000.0,
Deferred Tax,-216985000.0,415000000.0,175000000.0,-1167152000.0,2082000000.0,
Deferred Income Tax,-216985000.0,415000000.0,175000000.0,-1167152000.0,2082000000.0,
Depreciation Amortization Depletion,-308824000.0,1110000000.0,364000000.0,-303452000.0,1012000000.0,
Depreciation And Amortization,-308824000.0,1110000000.0,364000000.0,-303452000.0,1012000000.0,
Operating Gains Losses,-1296826000.0,154000000.0,60000000.0,66929000.0,-1336000000.0,
Pension And Employee Benefit Expense,-1279119000.0,317000000.0,102000000.0,-121837000.0,366000000.0,
Earnings Losses From Equity Investments,78605000.0,-160000000.0,,96212000.0,-191000000.0,
Gain Loss On Investment Securities,,3000000.0,,1707050000.0,-1742000000.0,-27050000.0
Net Foreign Currency Exchange Gain Loss,7544000.0,-6000000.0,,-40485000.0,231000000.0,214485000.0
Gain Loss On Sale Of PPE,,,,,-43000000.0,
Gain Loss On Sale Of Business,,,-42000000.0,,,91000000.0
Net Income From Continuing Operations,-351404000.0,3024000000.0,1039000000.0,-1844477000.0,6122000000.0,
