,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-06-30
Free Cash Flow,63646000.0,70509000.0,102700000.0,-12056000.0,35810000.0,
Repurchase Of Capital Stock,-13042000.0,-4058000.0,-4962000.0,-26008000.0,-481000.0,
Repayment Of Debt,0.0,0.0,0.0,-2000.0,-5000.0,
Issuance Of Capital Stock,4484000.0,812000.0,5587000.0,772000.0,547000.0,
Capital Expenditure,-35531000.0,-32376000.0,-29901000.0,-25047000.0,-34354000.0,
End Cash Position,371931000.0,309310000.0,277287000.0,399269000.0,447378000.0,
Beginning Cash Position,309310000.0,277287000.0,399269000.0,447378000.0,460331000.0,
Changes In Cash,62621000.0,32023000.0,-121982000.0,-48109000.0,-12953000.0,
Financing Cash Flow,-15168000.0,-38486000.0,-5971000.0,-30859000.0,-45278000.0,
Interest Paid Cff,0.0,0.0,0.0,0.0,0.0,
Cash Dividends Paid,0.0,,,,-40000000.0,
Net Common Stock Issuance,-8558000.0,-3246000.0,625000.0,-25236000.0,66000.0,
Common Stock Payments,-13042000.0,-4058000.0,-4962000.0,-26008000.0,-481000.0,
Common Stock Issuance,4484000.0,812000.0,5587000.0,772000.0,547000.0,
Net Issuance Payments Of Debt,0.0,0.0,0.0,-2000.0,-5000.0,
Net Short Term Debt Issuance,,,0.0,-2000.0,,-7000.0
Short Term Debt Payments,,,0.0,-2000.0,,-7000.0
Net Long Term Debt Issuance,0.0,,,,-5000.0,
Long Term Debt Payments,0.0,,,,-5000.0,
Investing Cash Flow,-21388000.0,-32376000.0,-248612000.0,-30241000.0,-37839000.0,
Net Investment Purchase And Sale,-5857000.0,0.0,-218966000.0,-4939000.0,-3582000.0,
Purchase Of Investment,-5857000.0,0.0,-218966000.0,-4939000.0,-3582000.0,
Net Business Purchase And Sale,20000000.0,0.0,255000.0,-255000.0,97000.0,
Purchase Of Business,0.0,0.0,255000.0,-255000.0,55000.0,
Net Intangibles Purchase And Sale,-28819000.0,-20816000.0,-21461000.0,-20739000.0,-25461000.0,
Purchase Of Intangibles,-28819000.0,-20816000.0,-21461000.0,-20739000.0,-25461000.0,
Net PPE Purchase And Sale,-6712000.0,-11560000.0,-8440000.0,-4308000.0,-8893000.0,
Purchase Of PPE,-6712000.0,-11560000.0,-8440000.0,-4308000.0,-8893000.0,
Operating Cash Flow,99177000.0,102885000.0,132601000.0,12991000.0,70164000.0,
Taxes Refund Paid,-702000.0,-1278000.0,-4761000.0,-10017000.0,-11780000.0,
Change In Working Capital,12108000.0,41710000.0,64529000.0,-47387000.0,12909000.0,
Change In Other Current Liabilities,-3733000.0,13431000.0,7057000.0,2645000.0,308000.0,
Change In Other Current Assets,23603000.0,44855000.0,20889000.0,5026000.0,-49113000.0,
Change In Accrued Expense,7960000.0,14805000.0,-1947000.0,10969000.0,-13259000.0,
Change In Payable,5184000.0,1743000.0,4067000.0,-3633000.0,13010000.0,
Change In Receivables,-20906000.0,-33124000.0,34463000.0,-62394000.0,61963000.0,
Other Non Cash Items,4813000.0,2652000.0,7373000.0,7855000.0,41806000.0,
Stock Based Compensation,5418000.0,6848000.0,2680000.0,1053000.0,3789000.0,
Provisionand Write Offof Assets,-5288000.0,3066000.0,62000.0,3384000.0,5268000.0,
Depreciation And Amortization,34715000.0,37293000.0,35619000.0,34400000.0,33563000.0,
Amortization Cash Flow,21426000.0,23942000.0,22480000.0,22160000.0,20985000.0,
Depreciation,13289000.0,13351000.0,13139000.0,12240000.0,12578000.0,
Gain Loss On Investment Securities,0.0,,,,,
Net Income From Continuing Operations,48113000.0,-403339000.0,27099000.0,23703000.0,-15391000.0,
