,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-86012.935562,,0.0,-104814.0,-524280.0,0.0
Tax Rate For Calcs,0.04667,,0.077806,0.054,0.34,0.081573
Normalized EBITDA,239610000.0,,442491000.0,155748000.0,206058000.0,230705000.0
Total Unusual Items,-1843000.0,,,-1941000.0,-1542000.0,
Total Unusual Items Excluding Goodwill,-1843000.0,,,-1941000.0,-1542000.0,
Net Income From Continuing Operation Net Minority Interest,158794000.0,,353285000.0,106072000.0,169199000.0,172187000.0
Reconciled Depreciation,33729000.0,,32680000.0,30592000.0,28949000.0,26278000.0
Reconciled Cost Of Revenue,590720000.0,,529406000.0,419293000.0,528779000.0,446664000.0
EBITDA,237767000.0,,442491000.0,153807000.0,204516000.0,230705000.0
EBIT,204038000.0,,409811000.0,123215000.0,175567000.0,204427000.0
Net Interest Income,19101000.0,,119331000.0,-887000.0,39234000.0,16989000.0
Interest Expense,37443000.0,,26728000.0,11094000.0,10611000.0,16963000.0
Interest Income,1862000.0,,146059000.0,2683000.0,2019000.0,33952000.0
Normalized Income,160550987.064438,,353285000.0,107908186.0,170216720.0,172187000.0
Net Income From Continuing And Discontinued Operation,158794000.0,,353285000.0,106072000.0,169199000.0,172187000.0
Total Expenses,821988000.0,,630450000.0,592547000.0,743024000.0,617534000.0
Rent Expense Supplemental,2951000.0,,,1865000.0,2080000.0,
Diluted Average Shares,,288185949.0,287665646.0,287258790.0,,285797040.0
Basic Average Shares,,287408279.0,287665646.0,286884967.0,,284970222.0
Diluted EPS,,1.898685,1.22811,0.369254,,0.602517
Basic EPS,,1.903785,1.22811,0.369727,,0.604217
Diluted NI Availto Com Stockholders,158794000.0,,353285000.0,106072000.0,169199000.0,172187000.0
Net Income Common Stockholders,158794000.0,,353285000.0,106072000.0,169199000.0,172187000.0
Otherunder Preferred Stock Dividend,0.0,,0.0,0.0,0.0,0.0
Net Income,158794000.0,,353285000.0,106072000.0,169199000.0,172187000.0
Minority Interests,-26000.0,,8000.0,7000.0,-21000.0,15000.0
Net Income Including Noncontrolling Interests,158820000.0,,353277000.0,106065000.0,169220000.0,172172000.0
Net Income Continuous Operations,158820000.0,,353277000.0,106065000.0,169220000.0,172172000.0
Tax Provision,7775000.0,,29806000.0,6056000.0,-4264000.0,15292000.0
Pretax Income,166595000.0,,383083000.0,112121000.0,164956000.0,187464000.0
Other Non Operating Income Expenses,353000.0,,,2027000.0,1969000.0,
Special Income Charges,-1843000.0,,,-1941000.0,-1542000.0,
Other Special Charges,1843000.0,,,1941000.0,1542000.0,
Net Non Operating Interest Income Expense,19101000.0,,119331000.0,-887000.0,39234000.0,16989000.0
Total Other Finance Cost,-54682000.0,,,-7524000.0,-47826000.0,
Interest Expense Non Operating,37443000.0,,26728000.0,11094000.0,10611000.0,16963000.0
Interest Income Non Operating,1862000.0,,146059000.0,2683000.0,2019000.0,33952000.0
Operating Income,186618000.0,,264361000.0,108647000.0,162695000.0,167055000.0
Operating Expense,231268000.0,,101044000.0,173254000.0,214245000.0,170870000.0
Other Operating Expenses,27425000.0,,-117487000.0,6212000.0,22896000.0,-15574000.0
Depreciation And Amortization In Income Statement,5014000.0,,,4282000.0,4508000.0,
Depreciation Income Statement,5014000.0,,,4282000.0,4508000.0,
Selling General And Administration,174579000.0,,218531000.0,133143000.0,162616000.0,186444000.0
Selling And Marketing Expense,154927000.0,,158380000.0,115428000.0,146313000.0,142245000.0
General And Administrative Expense,19652000.0,,60151000.0,17715000.0,16303000.0,44199000.0
Rent And Landing Fees,2951000.0,,,1865000.0,2080000.0,
Gross Profit,417886000.0,,365405000.0,281901000.0,376940000.0,337925000.0
Cost Of Revenue,590720000.0,,529406000.0,419293000.0,528779000.0,446664000.0
Total Revenue,1008606000.0,,894811000.0,701194000.0,905719000.0,784589000.0
Operating Revenue,1008606000.0,,894811000.0,701194000.0,905719000.0,784589000.0
