,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,-2895652000.0,-29930000.0,1744075000.0,3899047000.0,4064609000.0,
Repayment Of Debt,-1790773000.0,-633473000.0,-1937990000.0,-4210288000.0,-1021425000.0,
Issuance Of Debt,1370000000.0,1000000000.0,900000000.0,7000000000.0,0.0,
Issuance Of Capital Stock,,-91249000.0,-186425000.0,,,-109081000.0
Capital Expenditure,-77000.0,-678768000.0,-675163000.0,,-781900000.0,-691231000.0
End Cash Position,214163000.0,5078114000.0,7675521000.0,6570751000.0,5499255000.0,
Beginning Cash Position,5534941000.0,7675521000.0,6570751000.0,5499255000.0,3634786000.0,
Changes In Cash,841062000.0,-2597407000.0,1104770000.0,1071496000.0,1864469000.0,
Financing Cash Flow,-5647838000.0,-554301000.0,-1624515000.0,1447846000.0,-1668574000.0,
Net Other Financing Charges,84742000.0,-17810000.0,-33546000.0,-87543000.0,-547833000.0,
Cash Dividends Paid,-5311807000.0,-725945000.0,-61929000.0,-668723000.0,-339890000.0,
Net Common Stock Issuance,0.0,-177073000.0,-491050000.0,-585600000.0,240574000.0,
Common Stock Issuance,,-91249000.0,-186425000.0,,,-109081000.0
Net Issuance Payments Of Debt,-420773000.0,366527000.0,-1037990000.0,2789712000.0,-1021425000.0,
Net Long Term Debt Issuance,-420773000.0,366527000.0,-1037990000.0,2789712000.0,-1021425000.0,
Long Term Debt Payments,-1790773000.0,-633473000.0,-1937990000.0,-4210288000.0,-1021425000.0,
Long Term Debt Issuance,1370000000.0,1000000000.0,900000000.0,7000000000.0,0.0,
Investing Cash Flow,9384475000.0,-2691944000.0,310047000.0,-2401517000.0,720935000.0,
Net Other Investing Changes,1395898000.0,,,,,
Dividends Received Cfi,3053917000.0,2762000.0,7796000.0,4325000.0,10251000.0,
Net Investment Purchase And Sale,3616054000.0,-2015938000.0,977414000.0,-1467965000.0,1345449000.0,
Sale Of Investment,-50212950000.0,22833081000.0,19136233000.0,20329533000.0,15443772000.0,
Purchase Of Investment,53829004000.0,-24849019000.0,-18158819000.0,-21797498000.0,-14098323000.0,
Net Business Purchase And Sale,1318683000.0,,0.0,0.0,,
Sale Of Business,2105685000.0,,0.0,0.0,,
Purchase Of Business,-787002000.0,,,0.0,,
Net Intangibles Purchase And Sale,-77000.0,-74717000.0,-59803000.0,-160521000.0,-11848000.0,
Purchase Of Intangibles,-77000.0,-74717000.0,-59803000.0,-160521000.0,-11848000.0,
Net PPE Purchase And Sale,,-604051000.0,-615360000.0,,-770052000.0,-651573000.0
Purchase Of PPE,,-604051000.0,-615360000.0,,-770052000.0,-651573000.0
Operating Cash Flow,-2895575000.0,648838000.0,2419238000.0,2025167000.0,2812108000.0,
Taxes Refund Paid,896199000.0,-352692000.0,-313997000.0,-338755000.0,-293605000.0,
Interest Paid Cfo,-964507000.0,-748531000.0,-1059247000.0,-969212000.0,-710072000.0,
Change In Working Capital,6455736000.0,-2724601000.0,-1115905000.0,-1696691000.0,-181107000.0,
Change In Other Current Liabilities,449178000.0,119265000.0,-138909000.0,215317000.0,201746000.0,
Change In Other Current Assets,4488337000.0,1574833000.0,-529151000.0,-1729550000.0,-1933326000.0,
Change In Accrued Expense,-135081000.0,32964000.0,26798000.0,-174290000.0,131735000.0,
Change In Payable,100609000.0,71705000.0,-11593000.0,132072000.0,-185687000.0,
Change In Inventory,-118643000.0,-118936000.0,3113000.0,-169417000.0,-21235000.0,
Change In Receivables,1042327000.0,-1171870000.0,-360601000.0,175248000.0,-438284000.0,
Other Non Cash Items,-3837214000.0,2263559000.0,2760840000.0,2782138000.0,1962706000.0,
Stock Based Compensation,22732000.0,22732000.0,22732000.0,19477000.0,19463000.0,
Provisionand Write Offof Assets,-563787000.0,530550000.0,328416000.0,314157000.0,459618000.0,
Depreciation And Amortization,-512584000.0,474425000.0,449987000.0,434697000.0,404637000.0,
Depreciation,-512584000.0,474425000.0,449987000.0,434697000.0,404637000.0,
Gain Loss On Investment Securities,-980000.0,-980000.0,-980000.0,-980000.0,-980000.0,
Gain Loss On Sale Of Business,0.0,,,354103000.0,,
Net Income From Continuing Operations,-170077000.0,1199774000.0,1344492000.0,1140954000.0,1525527000.0,
