,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,1711370000.0,1675548000.0,439213000.0,-378872000.0,1542688000.0,
Repurchase Of Capital Stock,-12000.0,-22608000.0,-147560000.0,-96774000.0,,0.0
Repayment Of Debt,-725766000.0,-774479000.0,-1983170000.0,-2131438000.0,-667059000.0,
Issuance Of Debt,3709048000.0,274186000.0,3003861000.0,1682044000.0,521464000.0,
Capital Expenditure,-670230000.0,-474432000.0,-478690000.0,-381891000.0,-687907000.0,
End Cash Position,3175125000.0,2534050000.0,2897418000.0,1436088000.0,2071593000.0,
Beginning Cash Position,2534050000.0,2897418000.0,1436088000.0,2071593000.0,3855366000.0,
Effect Of Exchange Rate Changes,17159000.0,-20794000.0,-17992000.0,-23354000.0,32381000.0,
Changes In Cash,612603000.0,-342781000.0,1479529000.0,-612151000.0,-1816154000.0,
Cash Flow From Discontinued Operation,4547000.0,-4754000.0,,,,
Financing Cash Flow,1029542000.0,-1227101000.0,170411000.0,-1442442000.0,-795944000.0,
Cash From Discontinued Financing Activities,-6038000.0,,,,,
Cash Flow From Continuing Financing Activities,1035580000.0,-1226543000.0,170411000.0,-1442442000.0,-795944000.0,
Net Other Financing Charges,-36808000.0,-87373000.0,-16165000.0,-38597000.0,-40213000.0,
Interest Paid Cff,-637286000.0,-215429000.0,-676361000.0,-370175000.0,-408715000.0,
Cash Dividends Paid,-1273596000.0,-400840000.0,-10194000.0,-487502000.0,-52476000.0,
Common Stock Dividend Paid,,,-10194000.0,-487502000.0,,
Net Common Stock Issuance,-12000.0,-22608000.0,-147560000.0,-96774000.0,,0.0
Common Stock Payments,-12000.0,-22608000.0,-147560000.0,-96774000.0,,0.0
Net Issuance Payments Of Debt,2983282000.0,-500293000.0,1020691000.0,-449394000.0,-145595000.0,
Net Long Term Debt Issuance,2983282000.0,-500293000.0,1020691000.0,-449394000.0,-145595000.0,
Long Term Debt Payments,-725766000.0,-774479000.0,-1983170000.0,-2131438000.0,-667059000.0,
Long Term Debt Issuance,3709048000.0,274186000.0,3003861000.0,1682044000.0,521464000.0,
Investing Cash Flow,-2803086000.0,-1260906000.0,391008000.0,827272000.0,-3250805000.0,
Cash From Discontinued Investing Activities,-13220000.0,,,,,
Cash Flow From Continuing Investing Activities,-2789866000.0,-1239178000.0,391008000.0,827272000.0,-3250805000.0,
Net Investment Purchase And Sale,-2160912000.0,-781470000.0,-321081000.0,1244432000.0,-2562898000.0,
Sale Of Investment,-329770000.0,-612596000.0,,,130175000.0,279109000.0
Purchase Of Investment,-1831142000.0,-168874000.0,,,-2693073000.0,-105242000.0
Net Business Purchase And Sale,41276000.0,16724000.0,1205246000.0,-49736000.0,0.0,
Sale Of Business,41276000.0,16724000.0,,,0.0,522000.0
Purchase Of Business,0.0,0.0,49736000.0,-49736000.0,0.0,
