,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,2708012000.0,2253111000.0,3629193000.0,2669529000.0,1866093000.0,
Repurchase Of Capital Stock,-344121000.0,-2548281000.0,-475227000.0,-326479000.0,-325951000.0,
Repayment Of Debt,-913156000.0,-2412436000.0,-1036740000.0,-869692000.0,-996882000.0,
Issuance Of Debt,0.0,0.0,,20000000.0,0.0,45084000.0
Capital Expenditure,-2436927000.0,-2355981000.0,,-2421314000.0,-2703776000.0,-2398702000.0
End Cash Position,7032339000.0,6796561000.0,9454104000.0,8185114000.0,6691098000.0,
Beginning Cash Position,6796561000.0,9454104000.0,8185114000.0,6691098000.0,6798719000.0,
Changes In Cash,235778000.0,-2657543000.0,1268990000.0,1494016000.0,-107621000.0,
Financing Cash Flow,-1586566000.0,-5104357000.0,-2454510000.0,-1213209000.0,-1993639000.0,
Cash Flow From Continuing Financing Activities,-1586566000.0,-5104357000.0,-2454510000.0,-1213209000.0,-1993639000.0,
Net Other Financing Charges,-11348000.0,806094000.0,-22953000.0,-36901000.0,40018000.0,
Cash Dividends Paid,-317941000.0,-380000.0,-1868944000.0,-137000.0,-710824000.0,
Common Stock Dividend Paid,-317941000.0,-380000.0,,,-710824000.0,-219000.0
Net Common Stock Issuance,-344121000.0,-3497635000.0,474127000.0,-326479000.0,-325951000.0,
Common Stock Payments,-344121000.0,-2548281000.0,,-326479000.0,-325951000.0,-2177878000.0
Net Issuance Payments Of Debt,-913156000.0,-2412436000.0,-1036740000.0,-849692000.0,-996882000.0,
Net Long Term Debt Issuance,-913156000.0,-2412436000.0,,-849692000.0,-996882000.0,-882430000.0
Long Term Debt Payments,-913156000.0,-2412436000.0,,-869692000.0,-996882000.0,-927514000.0
Long Term Debt Issuance,0.0,0.0,0.0,20000000.0,0.0,
Investing Cash Flow,-3322595000.0,-2162278000.0,-2149028000.0,-2383618000.0,-2683851000.0,
Cash Flow From Continuing Investing Activities,-3322595000.0,-2162278000.0,,-2383618000.0,-2683851000.0,-2169259000.0
Net Other Investing Changes,23985000.0,88677000.0,21437000.0,22858000.0,-1422000.0,
Dividends Received Cfi,,,,,51000.0,0.0
Net Investment Purchase And Sale,-1073889000.0,-39272000.0,,8455000.0,57681000.0,133228000.0
Sale Of Investment,-9163000.0,2219000.0,-1511000.0,8455000.0,0.0,
Purchase Of Investment,-1064726000.0,-41491000.0,,,57681000.0,-27829000.0
Net Business Purchase And Sale,,-393000.0,,-46559000.0,-168521000.0,0.0
Sale Of Business,,-393000.0,0.0,685000.0,13000.0,0.0
Purchase Of Business,,,,-47244000.0,,
Net PPE Purchase And Sale,-2272399000.0,-2211290000.0,-2168954000.0,-2368372000.0,-2571640000.0,
Sale Of PPE,164528000.0,144691000.0,74381000.0,52942000.0,132136000.0,
Purchase Of PPE,-2436927000.0,-2355981000.0,-2243335000.0,-2421314000.0,-2703776000.0,
Operating Cash Flow,5144939000.0,4609092000.0,,5090843000.0,4569869000.0,4660435000.0
Cash Flow From Continuing Operating Activities,5144939000.0,4609092000.0,5872528000.0,5090843000.0,4569869000.0,
Taxes Refund Paid,-188842000.0,-358493000.0,-181941000.0,-166933000.0,-364636000.0,
Interest Paid Cfo,-466166000.0,-826233000.0,-391146000.0,-625210000.0,-467463000.0,
Change In Working Capital,-1101765000.0,-989768000.0,-288846000.0,-594429000.0,-708255000.0,
Change In Other Working Capital,-3017000.0,599065000.0,253996000.0,98926000.0,-88192000.0,
Change In Other Current Liabilities,1477000.0,-23354000.0,,179504000.0,30075000.0,-107584000.0
Change In Other Current Assets,41692000.0,98641000.0,-58280000.0,-48234000.0,147135000.0,
Change In Payables And Accrued Expense,299942000.0,-142253000.0,-412372000.0,762628000.0,-184304000.0,
Change In Payable,299942000.0,-142253000.0,-412372000.0,762628000.0,-184304000.0,
Change In Account Payable,299942000.0,-142253000.0,-412372000.0,762628000.0,-184304000.0,
Change In Prepaid Assets,-93838000.0,121278000.0,-102987000.0,-848681000.0,44647000.0,
Change In Inventory,-225320000.0,-263510000.0,,-117107000.0,103756000.0,-182646000.0
Change In Receivables,-1122701000.0,-1379635000.0,-120186000.0,-621465000.0,-761372000.0,
Changes In Account Receivables,-910222000.0,-1063516000.0,35866000.0,-508815000.0,-673789000.0,
Other Non Cash Items,1606129000.0,314502000.0,,845580000.0,677976000.0,229408000.0
Provisionand Write Offof Assets,-324574000.0,980168000.0,909200000.0,70950000.0,-214510000.0,
Asset Impairment Charge,-254243000.0,-310325000.0,-397060000.0,367391000.0,-209764000.0,
Depreciation Amortization Depletion,3822204000.0,3718264000.0,3688960000.0,3714976000.0,3761131000.0,
Depreciation And Amortization,3822204000.0,3718264000.0,,3714976000.0,3761131000.0,3660916000.0
Operating Gains Losses,-145260000.0,-21290000.0,49157000.0,62748000.0,7091000.0,
Pension And Employee Benefit Expense,-27157000.0,-50389000.0,18779000.0,18779000.0,27258000.0,
Earnings Losses From Equity Investments,-119215000.0,-621000.0,-545000.0,3704000.0,6724000.0,
Net Foreign Currency Exchange Gain Loss,1112000.0,29720000.0,30923000.0,40265000.0,-26891000.0,
Net Income From Continuing Operations,2197456000.0,2102267000.0,,1415770000.0,2088299000.0,1762101000.0
