,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,35791322.537307,2040108.374356,11935362.3,23553078.086757,-3598972.0,
Tax Rate For Calcs,0.115805,0.159396,0.2517,0.158578,0.2066,
Normalized EBITDA,473354000.0,691770000.0,855804000.0,493997000.0,793782000.0,
Total Unusual Items,309065000.0,12799000.0,47419000.0,148527000.0,-17420000.0,
Total Unusual Items Excluding Goodwill,309065000.0,12799000.0,47419000.0,148527000.0,-17420000.0,
Net Income From Continuing Operation Net Minority Interest,336964000.0,289441000.0,428509000.0,271930000.0,368267000.0,
Reconciled Depreciation,247454000.0,235357000.0,219757000.0,209617000.0,203352000.0,
Reconciled Cost Of Revenue,1279558000.0,1149837000.0,1121354000.0,1195399000.0,1179432000.0,
EBITDA,782419000.0,704569000.0,903223000.0,642524000.0,776362000.0,
EBIT,534965000.0,469212000.0,683466000.0,432907000.0,573010000.0,
Net Interest Income,-272040000.0,-117493000.0,-104369000.0,-224656000.0,-87302000.0,
Interest Expense,153868000.0,124887000.0,110856000.0,109728000.0,100005000.0,
Interest Income,6535000.0,7899000.0,6601000.0,8274000.0,12890000.0,
Normalized Income,63690322.537307,278682108.374356,393025362.3,146956078.086757,382088028.0,
Net Income From Continuing And Discontinued Operation,336964000.0,289441000.0,428509000.0,271930000.0,368267000.0,
Total Expenses,1541638000.0,1516928000.0,1449077000.0,1411913000.0,1512183000.0,
Diluted Average Shares,379181000.0,380843421.0,379181000.0,,379181000.0,378108140.0
Basic Average Shares,379181000.0,380843421.0,379181000.0,,379181000.0,378108140.0
Diluted EPS,0.89,0.76,1.13,,0.97,0.86
Basic EPS,0.89,0.76,1.13,,0.97,0.86
Diluted NI Availto Com Stockholders,336964000.0,289441000.0,428509000.0,271930000.0,368267000.0,
Net Income Common Stockholders,336964000.0,289441000.0,428509000.0,271930000.0,368267000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,336964000.0,289441000.0,428509000.0,271930000.0,368267000.0,
Net Income Including Noncontrolling Interests,336964000.0,289441000.0,428509000.0,271930000.0,368267000.0,
Net Income Continuous Operations,336964000.0,289441000.0,428509000.0,271930000.0,368267000.0,
Tax Provision,44133000.0,54884000.0,144101000.0,51249000.0,104738000.0,
Pretax Income,381097000.0,344325000.0,572610000.0,323179000.0,473005000.0,
Special Income Charges,-22890000.0,-19668000.0,-21365000.0,-37134000.0,-17420000.0,
Other Special Charges,22890000.0,19668000.0,21365000.0,37134000.0,17420000.0,
Net Non Operating Interest Income Expense,-272040000.0,-117493000.0,-104369000.0,-224656000.0,-87302000.0,
Total Other Finance Cost,124707000.0,505000.0,114000.0,123202000.0,187000.0,
Interest Expense Non Operating,153868000.0,124887000.0,110856000.0,109728000.0,100005000.0,
Interest Income Non Operating,6535000.0,7899000.0,6601000.0,8274000.0,12890000.0,
Operating Income,632784000.0,462888000.0,612284000.0,594297000.0,534209000.0,
Operating Expense,262080000.0,367091000.0,327723000.0,216514000.0,332751000.0,
Other Operating Expenses,117498000.0,103064000.0,75514000.0,65190000.0,93872000.0,
Depreciation And Amortization In Income Statement,25109000.0,29359000.0,21821000.0,20751000.0,20733000.0,
Depreciation Income Statement,25109000.0,29359000.0,21821000.0,20751000.0,20733000.0,
Research And Development,2383000.0,1969000.0,,,,806000.0
Selling General And Administration,185845000.0,83709000.0,75678000.0,102390000.0,73821000.0,
Selling And Marketing Expense,74994000.0,31256000.0,26185000.0,29233000.0,23848000.0,
General And Administrative Expense,110851000.0,52453000.0,49493000.0,73157000.0,49973000.0,
Gross Profit,894864000.0,829979000.0,940007000.0,810811000.0,866960000.0,
Cost Of Revenue,1279558000.0,1149837000.0,1121354000.0,1195399000.0,1179432000.0,
Total Revenue,2174422000.0,1979816000.0,2061361000.0,2006210000.0,2046392000.0,
Operating Revenue,2174422000.0,1979816000.0,2061361000.0,2006210000.0,2046392000.0,
