,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.34,0.087705,0.123,0.185249,0.118321,
Normalized EBITDA,789094000.0,670093000.0,632132000.0,148092000.0,620868000.0,
Net Income From Continuing Operation Net Minority Interest,850546000.0,343597000.0,314512000.0,383048000.0,349229000.0,
Reconciled Depreciation,162165000.0,113093000.0,105294000.0,-89757000.0,75038000.0,
Reconciled Cost Of Revenue,8470764000.0,6756571000.0,6414649000.0,6723045000.0,6479360000.0,
EBITDA,789094000.0,670093000.0,632132000.0,148092000.0,620868000.0,
EBIT,626928000.0,557000000.0,526838000.0,148092000.0,525374000.0,
Net Interest Income,-218549000.0,-209055000.0,-181253000.0,-119145000.0,-149824000.0,
Interest Expense,174420000.0,174230000.0,163440000.0,-328131000.0,122437000.0,
Interest Income,52552000.0,27748000.0,33869000.0,-49983000.0,28125000.0,
Normalized Income,850546000.0,343597000.0,314512000.0,383048000.0,349229000.0,
Net Income From Continuing And Discontinued Operation,850546000.0,343597000.0,314512000.0,383048000.0,349229000.0,
Total Expenses,10092483000.0,8187811000.0,7786654000.0,8131609000.0,7784296000.0,
Rent Expense Supplemental,47137000.0,32136000.0,38272000.0,,37578000.0,36004000.0
Total Operating Income As Reported,671057000.0,591825000.0,,,552761000.0,457403000.0
Diluted Average Shares,2244824887.0,2247074887.0,2245714887.0,2248214887.0,2184815000.0,
Basic Average Shares,2244824887.0,2247074887.0,2245714887.0,2248214887.0,2184815000.0,
Diluted EPS,0.378892,0.155402,0.141856,0.172583,0.16,
Basic EPS,0.378892,0.155402,0.141856,0.172583,0.16,
Diluted NI Availto Com Stockholders,850546000.0,343597000.0,314512000.0,383048000.0,349229000.0,
Net Income Common Stockholders,850546000.0,343597000.0,314512000.0,383048000.0,349229000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,850546000.0,343597000.0,314512000.0,383048000.0,349229000.0,
Minority Interests,3973000.0,-5602000.0,-4057000.0,-4955000.0,-6032000.0,
Net Income Including Noncontrolling Interests,846573000.0,349199000.0,318569000.0,388003000.0,355261000.0,
Net Income Continuous Operations,846573000.0,349199000.0,318569000.0,388003000.0,355261000.0,
Tax Provision,-394065000.0,33571000.0,44829000.0,88220000.0,47676000.0,
Pretax Income,452508000.0,382770000.0,363398000.0,476223000.0,402937000.0,
Net Non Operating Interest Income Expense,-218549000.0,-209055000.0,-181253000.0,-119145000.0,-149824000.0,
Total Other Finance Cost,96681000.0,62573000.0,51682000.0,,55512000.0,45462000.0
Interest Expense Non Operating,174420000.0,174230000.0,163440000.0,-328131000.0,122437000.0,
Interest Income Non Operating,52552000.0,27748000.0,33869000.0,-49983000.0,28125000.0,
Operating Income,671055000.0,591825000.0,544651000.0,595368000.0,552761000.0,
Operating Expense,1621719000.0,1431240000.0,1372005000.0,1408564000.0,1304936000.0,
Other Operating Expenses,-76099000.0,64778000.0,58138000.0,233259000.0,44237000.0,
Depreciation And Amortization In Income Statement,162166000.0,113093000.0,105294000.0,,95494000.0,85309000.0
Depreciation Income Statement,162166000.0,113093000.0,105294000.0,,95494000.0,85309000.0
Selling General And Administration,573484000.0,485721000.0,454331000.0,-2046589000.0,608175000.0,
Selling And Marketing Expense,225196000.0,184578000.0,220547000.0,,173698000.0,160636000.0
General And Administrative Expense,348288000.0,301143000.0,233784000.0,-2726685000.0,434477000.0,
Rent And Landing Fees,47137000.0,32136000.0,38272000.0,,37578000.0,36004000.0
Gross Profit,2292774000.0,2023065000.0,1916656000.0,2003932000.0,1857697000.0,
Cost Of Revenue,8470764000.0,6756571000.0,6414649000.0,6723045000.0,6479360000.0,
Total Revenue,10763538000.0,8779636000.0,8331305000.0,8726978000.0,8337057000.0,
Operating Revenue,10763538000.0,8779636000.0,8331305000.0,8726978000.0,8337057000.0,
