,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-1468800000.0,-152320000.0,113900000.0,1583455.702398,-106054384.017758,
Tax Rate For Calcs,0.34,0.34,0.34,0.316691,0.032186,
Normalized EBITDA,4223000000.0,4124000000.0,2895000000.0,3027000000.0,3704000000.0,
Total Unusual Items,-4320000000.0,-448000000.0,335000000.0,5000000.0,-3295000000.0,
Total Unusual Items Excluding Goodwill,-4320000000.0,-448000000.0,335000000.0,5000000.0,-3295000000.0,
Net Income From Continuing Operation Net Minority Interest,-3844000000.0,2685000000.0,2117000000.0,1394000000.0,-694000000.0,
Reconciled Depreciation,860000000.0,761000000.0,780000000.0,704000000.0,802000000.0,
Reconciled Cost Of Revenue,5944000000.0,5887000000.0,5312000000.0,4771000000.0,5489000000.0,
EBITDA,-97000000.0,3676000000.0,3230000000.0,3032000000.0,409000000.0,
EBIT,-957000000.0,2915000000.0,2450000000.0,2328000000.0,-393000000.0,
Net Interest Income,-902000000.0,-517000000.0,-409000000.0,-326000000.0,-616000000.0,
Interest Expense,1148000000.0,303000000.0,347000000.0,285000000.0,508000000.0,
Interest Income,5000000.0,28000000.0,112000000.0,56000000.0,20000000.0,
Normalized Income,-992800000.0,2980680000.0,1895900000.0,1390583455.702398,2494945615.982242,
Net Income From Continuing And Discontinued Operation,-3844000000.0,2685000000.0,2117000000.0,1394000000.0,-694000000.0,
Total Expenses,7574000000.0,7003000000.0,6559000000.0,5814000000.0,7183000000.0,
Total Operating Income As Reported,-697000000.0,2791000000.0,2004000000.0,1799000000.0,790000000.0,
Diluted Average Shares,,,4234000000.0,4273772000.0,,4274508000.0
Basic Average Shares,,,4234000000.0,4268759000.0,,4269495000.0
Diluted EPS,,,0.5,0.33,,0.56
Basic EPS,,,0.5,0.33,,0.56
Diluted NI Availto Com Stockholders,-3844000000.0,2685000000.0,2117000000.0,1394000000.0,-694000000.0,
Net Income Common Stockholders,-3844000000.0,2685000000.0,2117000000.0,1394000000.0,-694000000.0,
Net Income,-3844000000.0,2685000000.0,2117000000.0,1394000000.0,-694000000.0,
Minority Interests,399000000.0,-10000000.0,-18000000.0,-2000000.0,178000000.0,
Net Income Including Noncontrolling Interests,-4243000000.0,2695000000.0,2135000000.0,1396000000.0,-872000000.0,
Net Income Continuous Operations,-4243000000.0,2695000000.0,2135000000.0,1396000000.0,-872000000.0,
Tax Provision,2138000000.0,-83000000.0,-32000000.0,647000000.0,-29000000.0,
Pretax Income,-2105000000.0,2612000000.0,2103000000.0,2043000000.0,-901000000.0,
Other Income Expense,-4689000000.0,-288000000.0,267000000.0,64000000.0,-3226000000.0,
Special Income Charges,-4207000000.0,-626000000.0,-241000000.0,-506000000.0,-2101000000.0,
Other Special Charges,363000000.0,256000000.0,109000000.0,253000000.0,254000000.0,
Write Off,,,132000000.0,253000000.0,,
Impairment Of Capital Assets,3844000000.0,370000000.0,132000000.0,,1847000000.0,-1144000000.0
Earnings From Equity Interest,-369000000.0,160000000.0,-68000000.0,59000000.0,69000000.0,
Gain On Sale Of Security,-113000000.0,178000000.0,576000000.0,511000000.0,-1194000000.0,
Net Non Operating Interest Income Expense,-902000000.0,-517000000.0,-409000000.0,-326000000.0,-616000000.0,
Total Other Finance Cost,-241000000.0,242000000.0,174000000.0,97000000.0,128000000.0,
Interest Expense Non Operating,1148000000.0,303000000.0,347000000.0,285000000.0,508000000.0,
Interest Income Non Operating,5000000.0,28000000.0,112000000.0,56000000.0,20000000.0,
Operating Income,3486000000.0,3417000000.0,2245000000.0,2305000000.0,2941000000.0,
Operating Expense,795000000.0,371000000.0,474000000.0,363000000.0,915000000.0,
Other Operating Expenses,260000000.0,62000000.0,184000000.0,95000000.0,456000000.0,
Depreciation Amortization Depletion Income Statement,25000000.0,16000000.0,7000000.0,24000000.0,23000000.0,
Depreciation And Amortization In Income Statement,25000000.0,16000000.0,7000000.0,24000000.0,23000000.0,
Depreciation Income Statement,,,7000000.0,,,
Research And Development,260000000.0,151000000.0,159000000.0,123000000.0,253000000.0,
Selling General And Administration,182000000.0,142000000.0,124000000.0,121000000.0,183000000.0,
Selling And Marketing Expense,,,18000000.0,,,
General And Administrative Expense,182000000.0,142000000.0,106000000.0,121000000.0,162000000.0,
Other Gand A,116000000.0,77000000.0,57000000.0,59000000.0,66000000.0,
Salaries And Wages,66000000.0,65000000.0,49000000.0,62000000.0,96000000.0,
Gross Profit,4281000000.0,3788000000.0,2719000000.0,2668000000.0,3856000000.0,
Cost Of Revenue,6779000000.0,6632000000.0,6085000000.0,5451000000.0,6268000000.0,
Total Revenue,11060000000.0,10420000000.0,8804000000.0,8119000000.0,10124000000.0,
Operating Revenue,11197000000.0,10363000000.0,8804000000.0,8119000000.0,10209000000.0,
