,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-772430360.0,,-17482869.457736,-10566478.775601,-76149514.551386,-6937637.930088
Tax Rate For Calcs,0.34,,0.249037,0.297563,0.117204,0.245867
Normalized EBITDA,2409013000.0,,2470012000.0,2244406000.0,2069346000.0,2839832000.0
Total Unusual Items,-2271854000.0,,-70202000.0,-35510000.0,-649717000.0,-28217000.0
Total Unusual Items Excluding Goodwill,-2271854000.0,,-70202000.0,-35510000.0,-649717000.0,-28217000.0
Net Income From Continuing Operation Net Minority Interest,-463101000.0,,299529000.0,257764000.0,109797000.0,458271000.0
Reconciled Depreciation,935652000.0,,936543000.0,873836000.0,832866000.0,796276000.0
Reconciled Cost Of Revenue,15126002000.0,,15495203000.0,15428783000.0,14802534000.0,14801417000.0
EBITDA,137159000.0,,2399810000.0,2208896000.0,1419629000.0,2811615000.0
EBIT,-798493000.0,,1463267000.0,1335060000.0,586763000.0,2015339000.0
Net Interest Income,-175431000.0,,-276425000.0,-163132000.0,390074000.0,-121239000.0
Interest Expense,342728000.0,,314436000.0,258940000.0,219822000.0,211610000.0
Interest Income,127651000.0,,77657000.0,95808000.0,110937000.0,90371000.0
Normalized Income,1036322640.0,,352248130.542264,282707521.224399,683364485.448614,479550362.069912
Net Income From Continuing And Discontinued Operation,-463101000.0,,299529000.0,257764000.0,109797000.0,458271000.0
Total Expenses,15770642000.0,,16067570000.0,15998506000.0,15907993000.0,15454594000.0
Diluted Average Shares,1324905265.0,1324907948.0,1325197774.0,1331563548.0,,1365015079.0
Basic Average Shares,1324905265.0,1324907948.0,1325197774.0,1331563548.0,,1365015079.0
Diluted EPS,-0.35,0.285007,0.225006,0.195005,,0.330008
Basic EPS,-0.35,0.285007,0.225006,0.195005,,0.330008
Diluted NI Availto Com Stockholders,-463101000.0,,299529000.0,257764000.0,109797000.0,458271000.0
Net Income Common Stockholders,-463101000.0,,299529000.0,257764000.0,109797000.0,458271000.0
Otherunder Preferred Stock Dividend,0.0,,0.0,0.0,0.0,0.0
Net Income,-463101000.0,,299529000.0,257764000.0,109797000.0,458271000.0
Minority Interests,831731000.0,,-563201000.0,-498142000.0,-214137000.0,-901980000.0
Net Income Including Noncontrolling Interests,-1294832000.0,,862730000.0,755906000.0,323934000.0,1360251000.0
Net Income Continuous Operations,-1294832000.0,,862730000.0,755906000.0,323934000.0,1360251000.0
Tax Provision,153611000.0,,286101000.0,320214000.0,43007000.0,443478000.0
Pretax Income,-1141221000.0,,1148831000.0,1076120000.0,366941000.0,1803729000.0
Special Income Charges,-2072399000.0,,-62908000.0,-3948000.0,-148937000.0,-137966000.0
Other Special Charges,2078928000.0,,60277000.0,,377938000.0,132950000.0
Write Off,,,2631000.0,3948000.0,,5016000.0
Net Non Operating Interest Income Expense,-175431000.0,,-276425000.0,-163132000.0,390074000.0,-121239000.0
Total Other Finance Cost,,,39646000.0,,,147310000.0
Interest Expense Non Operating,342728000.0,,314436000.0,258940000.0,219822000.0,211610000.0
Interest Income Non Operating,127651000.0,,77657000.0,95808000.0,110937000.0,90371000.0
Operating Income,1203661000.0,,1458180000.0,1376830000.0,914551000.0,1923438000.0
Operating Expense,644640000.0,,572367000.0,569723000.0,1105459000.0,653177000.0
Other Operating Expenses,159653000.0,,89456000.0,47474000.0,567752000.0,157117000.0
Selling General And Administration,511338000.0,,560312000.0,546624000.0,589374000.0,551826000.0
Selling And Marketing Expense,187020000.0,,205407000.0,193912000.0,199285000.0,194076000.0
General And Administrative Expense,324318000.0,,354905000.0,352712000.0,390089000.0,357750000.0
Gross Profit,1848301000.0,,2030547000.0,1946553000.0,2020010000.0,2576615000.0
Cost Of Revenue,15126002000.0,,15495203000.0,15428783000.0,14802534000.0,14801417000.0
Total Revenue,16974303000.0,,17525750000.0,17375336000.0,16822544000.0,17378032000.0
Operating Revenue,16974303000.0,,17525750000.0,17375336000.0,16822544000.0,17378032000.0
