,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-790001560.0,0.0,2013723.172574,-51997900.0,0.0,
Tax Rate For Calcs,0.34,0.34,0.265348,0.34,0.1081,
Normalized EBITDA,3014475000.0,366627000.0,1004641000.0,685924000.0,377098000.0,
Total Unusual Items,-2323534000.0,,7589000.0,-152935000.0,,
Total Unusual Items Excluding Goodwill,-2323534000.0,,7589000.0,-152935000.0,,
Net Income From Continuing Operation Net Minority Interest,65754000.0,95182000.0,300853000.0,-183439000.0,163529000.0,
Reconciled Depreciation,324887000.0,316216000.0,311005000.0,314362000.0,306689000.0,
Reconciled Cost Of Revenue,5703648000.0,6133190000.0,6084949000.0,5961189000.0,6403416000.0,
EBITDA,690941000.0,366627000.0,1012230000.0,532989000.0,377098000.0,
EBIT,366054000.0,50411000.0,701225000.0,218627000.0,70409000.0,
Net Interest Income,44319000.0,-56023000.0,-98999000.0,34479000.0,55828000.0,
Interest Expense,240933000.0,,242506000.0,272366000.0,,
Interest Income,110205000.0,,30778000.0,191393000.0,,
Normalized Income,1599286440.0,95182000.0,295277723.172574,-82501900.0,163529000.0,
Net Income From Continuing And Discontinued Operation,65754000.0,95182000.0,300853000.0,-183439000.0,163529000.0,
Total Expenses,3835458000.0,6575970000.0,6475695000.0,6259722000.0,6746693000.0,
Diluted Average Shares,,1230942660.0,1230942660.0,,1257915385.0,1276518182.0
Basic Average Shares,,1230942660.0,1230942660.0,,1257915385.0,1276518182.0
Diluted EPS,,0.077324,0.23,,0.13,-0.11
Basic EPS,,0.077324,0.23,,0.13,-0.11
Diluted NI Availto Com Stockholders,65754000.0,95182000.0,300853000.0,-183439000.0,163529000.0,
Net Income Common Stockholders,65754000.0,95182000.0,300853000.0,-183439000.0,163529000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,65754000.0,95182000.0,300853000.0,-183439000.0,163529000.0,
Minority Interests,-62928000.0,-32441000.0,-36146000.0,-66260000.0,-21096000.0,
Net Income Including Noncontrolling Interests,128682000.0,127623000.0,336999000.0,-117179000.0,184625000.0,
Net Income Continuous Operations,128682000.0,127623000.0,336999000.0,-117179000.0,184625000.0,
Tax Provision,-3561000.0,-50068000.0,121720000.0,63440000.0,22377000.0,
Pretax Income,125121000.0,77555000.0,458719000.0,-53739000.0,207002000.0,
Special Income Charges,-2380716000.0,,7589000.0,-154361000.0,,
Other Special Charges,166306000.0,,-7589000.0,157981000.0,,
Net Non Operating Interest Income Expense,44319000.0,-56023000.0,-98999000.0,34479000.0,55828000.0,
Total Other Finance Cost,-175047000.0,,-112729000.0,-115452000.0,,
Interest Expense Non Operating,240933000.0,,242506000.0,272366000.0,,
Interest Income Non Operating,110205000.0,,30778000.0,191393000.0,,
Operating Income,2339629000.0,50411000.0,382049000.0,220525000.0,70409000.0,
Operating Expense,-1868190000.0,442780000.0,390746000.0,298533000.0,343277000.0,
Other Operating Expenses,-2284944000.0,213286000.0,137260000.0,-37611000.0,133622000.0,
Selling General And Administration,-145916000.0,328127000.0,301617000.0,-179926000.0,273766000.0,
Selling And Marketing Expense,69633000.0,136106000.0,119725000.0,8161000.0,109221000.0,
General And Administrative Expense,-215549000.0,192021000.0,181892000.0,-188087000.0,164545000.0,
Gross Profit,471439000.0,493191000.0,772795000.0,519058000.0,413686000.0,
Cost Of Revenue,5703648000.0,6133190000.0,6084949000.0,5961189000.0,6403416000.0,
Total Revenue,6175087000.0,6626381000.0,6857744000.0,6480247000.0,6817102000.0,
Operating Revenue,6175087000.0,6626381000.0,6857744000.0,6480247000.0,6817102000.0,
