,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,31448.944677,47891040.0,-1187130.0,0.0,380744.0,
Tax Rate For Calcs,0.087846,0.34,0.21,0.34,0.364,
Normalized EBITDA,1215945000.0,249248000.0,1202383000.0,1137669000.0,2006602000.0,
Total Unusual Items,358000.0,140856000.0,-5653000.0,,,-2351000.0
Total Unusual Items Excluding Goodwill,358000.0,140856000.0,-5653000.0,,,-2351000.0
Net Income From Continuing Operation Net Minority Interest,734670000.0,215173000.0,713235000.0,1211699000.0,1107199000.0,
Reconciled Depreciation,9061000.0,8332000.0,8595000.0,9451000.0,9101000.0,
Reconciled Cost Of Revenue,1876788000.0,1244342000.0,1246375000.0,1459031000.0,1010477000.0,
EBITDA,1216303000.0,390104000.0,1196730000.0,1137669000.0,2007648000.0,
EBIT,1207242000.0,381772000.0,1188135000.0,1128218000.0,1998547000.0,
Net Interest Income,-388710000.0,-332275000.0,-431988000.0,-274008000.0,-234886000.0,
Interest Expense,383655000.0,325715000.0,273869000.0,263586000.0,234365000.0,
Interest Income,13000.0,52000.0,107000.0,46000.0,66000.0,
Normalized Income,734343448.944677,122208040.0,717700870.0,1211699000.0,1106533744.0,
Net Income From Continuing And Discontinued Operation,734670000.0,215173000.0,713235000.0,1211699000.0,1107199000.0,
Total Expenses,1937859000.0,1307386000.0,1295894000.0,1551207000.0,-96200000.0,
Diluted Average Shares,658883304.0,658927021.0,658926356.0,,658927774.0,658923891.0
Basic Average Shares,658883304.0,658883304.0,658883304.0,,658883304.0,658883304.0
Diluted EPS,1.115068,0.32655,1.08242,,1.68031,0.81412
Basic EPS,1.115068,0.32657,1.08249,,1.68042,0.81417
Diluted NI Availto Com Stockholders,734670000.0,215173000.0,713235000.0,1211699000.0,1107199000.0,
Net Income Common Stockholders,734670000.0,215173000.0,713235000.0,1211699000.0,1107199000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,734670000.0,215173000.0,713235000.0,1211699000.0,1107199000.0,
Minority Interests,-16568000.0,-17102000.0,-11470000.0,-13270000.0,-14146000.0,
Net Income Including Noncontrolling Interests,751238000.0,232275000.0,724705000.0,1224969000.0,1121345000.0,
Net Income Continuous Operations,751238000.0,232275000.0,724705000.0,1224969000.0,1121345000.0,
Tax Provision,72349000.0,-176218000.0,189561000.0,-360337000.0,642837000.0,
Pretax Income,823587000.0,56057000.0,914266000.0,864632000.0,1764182000.0,
Special Income Charges,1667000.0,143643000.0,-5653000.0,,,-2351000.0
Other Special Charges,-23419000.0,-143643000.0,5653000.0,,,2351000.0
Net Non Operating Interest Income Expense,-388710000.0,-332275000.0,-431988000.0,-274008000.0,-234886000.0,
Total Other Finance Cost,5068000.0,6612000.0,158226000.0,10468000.0,587000.0,
Interest Expense Non Operating,383655000.0,325715000.0,273869000.0,263586000.0,234365000.0,
Interest Income Non Operating,13000.0,52000.0,107000.0,46000.0,66000.0,
Operating Income,1069409000.0,125488000.0,1116146000.0,968863000.0,1901951000.0,
Operating Expense,61071000.0,63044000.0,49519000.0,92176000.0,-1106677000.0,
Other Operating Expenses,,11158000.0,10816000.0,,8241000.0,7320000.0
Depreciation And Amortization In Income Statement,9061000.0,8332000.0,8595000.0,9451000.0,9101000.0,
Depreciation Income Statement,9061000.0,8332000.0,8595000.0,9451000.0,9101000.0,
Selling General And Administration,195807000.0,27756000.0,23876000.0,1185124000.0,-1126625000.0,
General And Administrative Expense,195807000.0,27756000.0,23876000.0,1185124000.0,-1126625000.0,
Gross Profit,1130480000.0,188532000.0,1165665000.0,1061039000.0,795274000.0,
Cost Of Revenue,1876788000.0,1244342000.0,1246375000.0,1459031000.0,1010477000.0,
Total Revenue,3007268000.0,1432874000.0,2412040000.0,2520070000.0,1805751000.0,
Operating Revenue,3007268000.0,1432874000.0,2412040000.0,2520070000.0,1805751000.0,
