,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,35474686.880525,,-56313479.0,12903936.0,-37351173.241836,-13976100.0,
Tax Rate For Calcs,0.128191,,0.227,0.248,0.119802,0.265,
Normalized EBITDA,1510697000.0,,1947508000.0,1947218000.0,2295924000.0,1608083000.0,
Total Unusual Items,276732000.0,,-248077000.0,52032000.0,-311774000.0,-52740000.0,
Total Unusual Items Excluding Goodwill,276732000.0,,-248077000.0,52032000.0,-311774000.0,-52740000.0,
Net Income From Continuing Operation Net Minority Interest,617451000.0,,516281000.0,768703000.0,1068913000.0,655047000.0,
Reconciled Depreciation,383840000.0,,330369000.0,321925000.0,288700000.0,272543000.0,
Reconciled Cost Of Revenue,1977004000.0,,1657946000.0,1372321000.0,1674952000.0,1233285000.0,
EBITDA,1787429000.0,,1699431000.0,1999250000.0,1984150000.0,1555343000.0,
EBIT,1403589000.0,,1369062000.0,1677325000.0,1695450000.0,1282800000.0,
Net Interest Income,-813834000.0,,-755144000.0,-763196000.0,-582669000.0,-556353000.0,
Interest Expense,570827000.0,,635068000.0,578444000.0,457383000.0,387846000.0,
Interest Income,6473000.0,,20010000.0,15776000.0,20928000.0,21462000.0,
Normalized Income,376193686.880525,,708044521.0,729574936.0,1343335826.758164,693810900.0,
Net Income From Continuing And Discontinued Operation,617451000.0,,516281000.0,768703000.0,1068913000.0,655047000.0,
Total Expenses,2097901000.0,,1811959000.0,1473264000.0,1852797000.0,1343759000.0,
Diluted Average Shares,1142298836.0,1142291614.0,1142304860.0,1142300556.0,,1142291394.0,
Basic Average Shares,1142298836.0,1142291614.0,1142304860.0,1142300556.0,,1142291394.0,
Diluted EPS,0.5405,0.59565,0.451964,0.672943,,0.57345,
Basic EPS,0.5405,0.59565,0.451964,0.672943,,0.57345,
Diluted NI Availto Com Stockholders,617451000.0,,516281000.0,768703000.0,1068913000.0,655047000.0,
Net Income Common Stockholders,617451000.0,,516281000.0,768703000.0,1068913000.0,655047000.0,
Otherunder Preferred Stock Dividend,0.0,,0.0,0.0,0.0,0.0,
Net Income,617451000.0,,516281000.0,768703000.0,1068913000.0,655047000.0,
Minority Interests,-108558000.0,,-51175000.0,-57646000.0,-20831000.0,-2751000.0,
Net Income Including Noncontrolling Interests,726009000.0,,567456000.0,826349000.0,1089744000.0,657798000.0,
Net Income Continuous Operations,726009000.0,,567456000.0,826349000.0,1089744000.0,657798000.0,
Tax Provision,106753000.0,,166538000.0,272532000.0,148323000.0,237156000.0,
Pretax Income,832762000.0,,733994000.0,1098881000.0,1238067000.0,894954000.0,
Special Income Charges,6137000.0,,10648000.0,9370000.0,44194000.0,4338000.0,
Other Special Charges,-6137000.0,,-10648000.0,-9370000.0,-30090000.0,-4338000.0,
Write Off,,,0.0,,,0.0,-30957000.0
Restructuring And Mergern Acquisition,0.0,,,0.0,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-813834000.0,,-755144000.0,-763196000.0,-582669000.0,-556353000.0,
Total Other Finance Cost,249480000.0,,140086000.0,200528000.0,146214000.0,189969000.0,
Interest Expense Non Operating,570827000.0,,635068000.0,578444000.0,457383000.0,387846000.0,
Interest Income Non Operating,6473000.0,,20010000.0,15776000.0,20928000.0,21462000.0,
Operating Income,1319728000.0,,1274162000.0,1539805000.0,1418109000.0,1193090000.0,
Operating Expense,120897000.0,,154013000.0,100943000.0,177845000.0,110474000.0,
Other Operating Expenses,2960000.0,,14499000.0,1247000.0,29454000.0,8048000.0,
Depreciation And Amortization In Income Statement,9306000.0,,11350000.0,10274000.0,9829000.0,9843000.0,
Depreciation Income Statement,9306000.0,,11350000.0,10274000.0,9829000.0,9843000.0,
Selling General And Administration,75751000.0,,63419000.0,38044000.0,83602000.0,68536000.0,
Selling And Marketing Expense,31668000.0,,5972000.0,8194000.0,32950000.0,7051000.0,
General And Administrative Expense,44083000.0,,57447000.0,29850000.0,50652000.0,61485000.0,
Gross Profit,1440625000.0,,1428175000.0,1640748000.0,1595954000.0,1303564000.0,
Cost Of Revenue,1977004000.0,,1657946000.0,1372321000.0,1674952000.0,1233285000.0,
Total Revenue,3417629000.0,,3086121000.0,3013069000.0,3270906000.0,2536849000.0,
Operating Revenue,3417629000.0,,3086121000.0,3013069000.0,3270906000.0,2536849000.0,
