,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,16778594.918942,0.0,0.0,-193154.0,103006421.955289,
Tax Rate For Calcs,0.147309,0.055,0.032847,0.019,0.311886,
Normalized EBITDA,225387000.0,462424000.0,488501000.0,231297000.0,77361000.0,
Total Unusual Items,113901000.0,,,-10166000.0,330269000.0,
Total Unusual Items Excluding Goodwill,113901000.0,,,-10166000.0,330269000.0,
Net Income From Continuing Operation Net Minority Interest,157950000.0,216077000.0,216382000.0,69409000.0,176497000.0,
Reconciled Depreciation,112218000.0,101317000.0,102844000.0,95679000.0,102342000.0,
Reconciled Cost Of Revenue,1966487000.0,2004357000.0,1950680000.0,1622427000.0,1784059000.0,
EBITDA,339288000.0,462424000.0,488501000.0,221131000.0,407630000.0,
EBIT,227070000.0,361107000.0,385657000.0,125452000.0,305288000.0,
Net Interest Income,-46690000.0,11745000.0,-18296000.0,-54126000.0,-49366000.0,
Interest Expense,41833000.0,132561000.0,161926000.0,54696000.0,48794000.0,
Interest Income,3453000.0,144306000.0,143630000.0,4499000.0,8953000.0,
Normalized Income,60827594.918942,216077000.0,216382000.0,79381846.0,-50765578.044711,
Net Income From Continuing And Discontinued Operation,157950000.0,216077000.0,216382000.0,69409000.0,176497000.0,
Total Expenses,2553714000.0,2566623000.0,2481083000.0,2144125000.0,2208640000.0,
Diluted Average Shares,,338997490.0,339002648.0,339000000.0,,334929816.0
Basic Average Shares,,338997490.0,339002648.0,339000000.0,,334929816.0
Diluted EPS,,0.6374,0.63829,0.20475,,0.372317
Basic EPS,,0.6374,0.63829,0.20475,,0.372317
Diluted NI Availto Com Stockholders,157950000.0,216077000.0,216382000.0,69409000.0,176497000.0,
Net Income Common Stockholders,157950000.0,216077000.0,216382000.0,69409000.0,176497000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,157950000.0,216077000.0,216382000.0,69409000.0,176497000.0,
Net Income Including Noncontrolling Interests,157950000.0,216077000.0,216382000.0,69409000.0,176497000.0,
Net Income Continuous Operations,157950000.0,216077000.0,216382000.0,69409000.0,176497000.0,
Tax Provision,27287000.0,12469000.0,7349000.0,1347000.0,79997000.0,
Pretax Income,185237000.0,228546000.0,223731000.0,70756000.0,256494000.0,
Special Income Charges,181000.0,,,352000.0,-25754000.0,
Other Special Charges,-645000.0,,,-352000.0,409000.0,
Write Off,,,,,0.0,
Restructuring And Mergern Acquisition,464000.0,,,,,
Net Non Operating Interest Income Expense,-46690000.0,11745000.0,-18296000.0,-54126000.0,-49366000.0,
Total Other Finance Cost,8310000.0,,,3929000.0,9525000.0,
Interest Expense Non Operating,41833000.0,132561000.0,161926000.0,54696000.0,48794000.0,
Interest Income Non Operating,3453000.0,144306000.0,143630000.0,4499000.0,8953000.0,
Operating Income,167143000.0,217764000.0,242312000.0,64783000.0,280258000.0,
Operating Expense,587227000.0,562266000.0,530403000.0,521698000.0,424581000.0,
Other Operating Expenses,47679000.0,77344000.0,77024000.0,65130000.0,50175000.0,
Depreciation And Amortization In Income Statement,53540000.0,42641000.0,,45475000.0,42441000.0,38994000.0
Depreciation Income Statement,53540000.0,42641000.0,,45475000.0,42441000.0,38994000.0
Selling General And Administration,414326000.0,619092000.0,615415000.0,331123000.0,354311000.0,
Selling And Marketing Expense,370623000.0,522628000.0,505617000.0,281841000.0,303299000.0,
General And Administrative Expense,43703000.0,96464000.0,109798000.0,49282000.0,51012000.0,
Gross Profit,754370000.0,780030000.0,772715000.0,586481000.0,704839000.0,
Cost Of Revenue,1966487000.0,2004357000.0,1950680000.0,1622427000.0,1784059000.0,
Total Revenue,2720857000.0,2784387000.0,2723395000.0,2208908000.0,2488898000.0,
Operating Revenue,2720857000.0,2784387000.0,2723395000.0,2208908000.0,2488898000.0,
