,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,1046000000.0,,485000000.0,487000000.0,949000000.0,1738000000.0
Repurchase Of Capital Stock,0.0,,,,-11000000.0,-18000000.0
Repayment Of Debt,-1881000000.0,,-1201000000.0,-3371000000.0,-150000000.0,-1458000000.0
Issuance Of Debt,66000000.0,,586000000.0,1446000000.0,2998000000.0,0.0
Capital Expenditure,-359000000.0,,-323000000.0,-458000000.0,-417000000.0,-240000000.0
End Cash Position,3647000000.0,,4351000000.0,5473000000.0,10480000000.0,7589000000.0
Beginning Cash Position,5936000000.0,,5473000000.0,10480000000.0,7589000000.0,8225000000.0
Effect Of Exchange Rate Changes,1000000.0,,11000000.0,-69000000.0,82000000.0,13000000.0
Changes In Cash,-2290000000.0,,-1133000000.0,-4938000000.0,2809000000.0,-649000000.0
Financing Cash Flow,-3465000000.0,,-1682000000.0,-2504000000.0,1896000000.0,-2455000000.0
Net Other Financing Charges,-55000000.0,,26000000.0,110000000.0,-51000000.0,-225000000.0
Interest Paid Cff,-998000000.0,,-781000000.0,-189000000.0,-529000000.0,-389000000.0
Cash Dividends Paid,-562000000.0,,-241000000.0,-478000000.0,-339000000.0,-337000000.0
Common Stock Dividend Paid,,,,,,-337000000.0
Net Common Stock Issuance,0.0,,,,-11000000.0,-18000000.0
Common Stock Payments,0.0,,,,-11000000.0,-18000000.0
Net Issuance Payments Of Debt,-1815000000.0,,-615000000.0,-1925000000.0,2848000000.0,-1458000000.0
Net Long Term Debt Issuance,-1815000000.0,,-615000000.0,-1925000000.0,2848000000.0,-1458000000.0
Long Term Debt Payments,-1881000000.0,,-1201000000.0,-3371000000.0,-150000000.0,-1458000000.0
Long Term Debt Issuance,66000000.0,,586000000.0,1446000000.0,2998000000.0,0.0
Investing Cash Flow,-230000000.0,,-259000000.0,-3379000000.0,-453000000.0,-172000000.0
Net Other Investing Changes,58000000.0,-4000000.0,66000000.0,157000000.0,91000000.0,
Dividends Received Cfi,30000000.0,,47000000.0,6000000.0,0.0,0.0
Net Investment Purchase And Sale,17000000.0,,16000000.0,35000000.0,-1000000.0,-1000000.0
Sale Of Investment,,,16000000.0,35000000.0,,
Net Business Purchase And Sale,-5000000.0,,-26000000.0,-3003000000.0,-125000000.0,-11000000.0
Sale Of Business,12000000.0,,,,,
Purchase Of Business,-17000000.0,,-33000000.0,-3003000000.0,-125000000.0,-11000000.0
Net PPE Purchase And Sale,-359000000.0,,-323000000.0,-458000000.0,-417000000.0,-240000000.0
Purchase Of PPE,-359000000.0,,-323000000.0,-458000000.0,-417000000.0,-240000000.0
Operating Cash Flow,1405000000.0,,808000000.0,945000000.0,1366000000.0,1978000000.0
Taxes Refund Paid,-79000000.0,,,,-12000000.0,-24000000.0
Change In Working Capital,-819000000.0,,-479000000.0,-726000000.0,160000000.0,73000000.0
Change In Other Current Assets,-302000000.0,,-110000000.0,108000000.0,-252000000.0,172000000.0
Change In Payable,218000000.0,,13000000.0,342000000.0,-124000000.0,-515000000.0
Change In Prepaid Assets,-544000000.0,,-167000000.0,-175000000.0,-200000000.0,-98000000.0
Change In Inventory,436000000.0,,-27000000.0,-432000000.0,581000000.0,-436000000.0
Change In Receivables,-550000000.0,,-108000000.0,-497000000.0,222000000.0,1021000000.0
Other Non Cash Items,1339000000.0,,336000000.0,-19000000.0,1870000000.0,-1053000000.0
Provisionand Write Offof Assets,38000000.0,,419000000.0,271000000.0,362000000.0,297000000.0
Deferred Tax,-919000000.0,,-68000000.0,-133000000.0,-77000000.0,-2917000000.0
Depreciation And Amortization,294000000.0,,263000000.0,242000000.0,136000000.0,140000000.0
Depreciation,294000000.0,,263000000.0,242000000.0,136000000.0,140000000.0
Pension And Employee Benefit Expense,24000000.0,,-47000000.0,99000000.0,32000000.0,32000000.0
Gain Loss On Investment Securities,-186000000.0,,823000000.0,863000000.0,-665000000.0,-31000000.0
Net Income From Continuing Operations,679000000.0,,292000000.0,601000000.0,510000000.0,4201000000.0
