,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,-621822000.0,-298186000.0,-180132000.0,-515582000.0,-13370000.0,
Repayment Of Debt,-741116000.0,-794739000.0,-193426000.0,-37250000.0,-39037000.0,
Issuance Of Debt,1914255000.0,0.0,1446492000.0,1720287000.0,0.0,
Capital Expenditure,-23435000.0,-6962000.0,-3399000.0,-19625000.0,-13703000.0,
End Cash Position,1356062000.0,653574000.0,783780000.0,2914747000.0,63411000.0,
Beginning Cash Position,719176000.0,783780000.0,2914747000.0,63411000.0,71491000.0,
Changes In Cash,636886000.0,-130206000.0,-2130967000.0,2851336000.0,-8080000.0,
Financing Cash Flow,358593000.0,-1306276000.0,-48466000.0,1373442000.0,-188213000.0,
Net Other Financing Charges,-8811000.0,1005000.0,38851000.0,10917000.0,-4691000.0,
Interest Paid Cff,-434292000.0,,,-315408000.0,-139295000.0,
Cash Dividends Paid,-365479000.0,-136000.0,-1335770000.0,-3000.0,-8000.0,
Net Issuance Payments Of Debt,1173139000.0,-794739000.0,1253066000.0,1683037000.0,-39037000.0,
Net Long Term Debt Issuance,1173139000.0,-794739000.0,1253066000.0,1683037000.0,-39037000.0,
Long Term Debt Payments,-741116000.0,-794739000.0,-193426000.0,-37250000.0,-39037000.0,
Long Term Debt Issuance,1914255000.0,0.0,1446492000.0,1720287000.0,0.0,
Investing Cash Flow,876680000.0,1467294000.0,-1905768000.0,1973851000.0,179800000.0,
Net Other Investing Changes,-627000.0,-557000.0,-470000.0,2171000.0,-1588000.0,
Dividends Received Cfi,164488000.0,,,117960000.0,25372000.0,62090000.0
Net Investment Purchase And Sale,736254000.0,1460402000.0,-1901899000.0,1873345000.0,169719000.0,
Sale Of Investment,2592254000.0,2273546000.0,210914000.0,3515277000.0,1178209000.0,
Purchase Of Investment,-1856000000.0,-813144000.0,-2112813000.0,-1641932000.0,-1008490000.0,
Net Intangibles Purchase And Sale,-6128000.0,-1626000.0,-1371000.0,-3226000.0,-2300000.0,
Purchase Of Intangibles,-6128000.0,-1626000.0,-1371000.0,-3226000.0,-2300000.0,
Net PPE Purchase And Sale,-17307000.0,-5336000.0,-2028000.0,-16399000.0,-11403000.0,
Purchase Of PPE,-17307000.0,-5336000.0,-2028000.0,-16399000.0,-11403000.0,
Operating Cash Flow,-598387000.0,-291224000.0,-176733000.0,-495957000.0,333000.0,
Change In Working Capital,1520195000.0,1212983000.0,1307095000.0,756969000.0,1310788000.0,
Change In Other Current Liabilities,86228000.0,-111774000.0,-79197000.0,204139000.0,-6880000.0,
Change In Other Current Assets,1330344000.0,2588582000.0,-64898000.0,1284673000.0,1357408000.0,
Change In Payable,-188505000.0,-77247000.0,149156000.0,-489269000.0,319083000.0,
Change In Prepaid Assets,,,-54263000.0,,,
Change In Inventory,,,20468000.0,,,
Change In Receivables,229618000.0,-1176346000.0,1353704000.0,-231152000.0,-362571000.0,
Other Non Cash Items,-2901859000.0,-1350554000.0,-2249088000.0,-2351500000.0,-3100431000.0,
Deferred Tax,185208000.0,-126421000.0,209302000.0,159890000.0,716173000.0,
Depreciation And Amortization,9061000.0,8332000.0,8595000.0,9451000.0,9101000.0,
Depreciation,9061000.0,8332000.0,8595000.0,9451000.0,9101000.0,
Pension And Employee Benefit Expense,1923000.0,1923000.0,1923000.0,11157000.0,11155000.0,
Gain Loss On Investment Securities,-40241000.0,-36099000.0,-17412000.0,-57612000.0,-55079000.0,
Gain Loss On Sale Of PPE,,9919000.0,3000.0,,,9901000.0
Net Income From Continuing Operations,751237000.0,232276000.0,724705000.0,1224969000.0,1121345000.0,
