,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-6347718.849819,-17748000.0,-516515080.0,-13666200.0,-53202274.291242,
Tax Rate For Calcs,0.215645,0.34,0.34,0.15,0.215152,
Normalized EBITDA,4239111000.0,3891568000.0,3723696000.0,3736119000.0,3915888000.0,
Total Unusual Items,-29436000.0,-52200000.0,-1519162000.0,-91108000.0,-247278000.0,
Total Unusual Items Excluding Goodwill,-29436000.0,-52200000.0,-1519162000.0,-91108000.0,-247278000.0,
Net Income From Continuing Operation Net Minority Interest,939963000.0,259361000.0,-167098000.0,843247000.0,838104000.0,
Reconciled Depreciation,1332442000.0,2074649000.0,1272106000.0,1262552000.0,1292017000.0,
Reconciled Cost Of Revenue,7724924000.0,8595826000.0,7062702000.0,7268161000.0,7032422000.0,
EBITDA,4209675000.0,3839368000.0,2204534000.0,3645011000.0,3668610000.0,
EBIT,2877233000.0,1764719000.0,932428000.0,2382459000.0,2376593000.0,
Net Interest Income,-1177697000.0,-1190517000.0,328583000.0,-1036848000.0,-979351000.0,
Interest Expense,1680691000.0,1652365000.0,37763000.0,1388152000.0,1309727000.0,
Interest Income,502994000.0,461848000.0,366346000.0,351304000.0,330376000.0,
Normalized Income,963051281.150181,293813000.0,835548920.0,920688800.0,1032179725.708758,
Net Income From Continuing And Discontinued Operation,939963000.0,259361000.0,-167098000.0,843247000.0,838104000.0,
Total Expenses,8587072000.0,9346164000.0,7797311000.0,7978641000.0,7565133000.0,
Rent Expense Supplemental,58865000.0,60215000.0,58978000.0,69848000.0,93244000.0,
Diluted Average Shares,1054484395.0,1066543092.0,1066205554.0,1065823616.0,,1079391405.0
Basic Average Shares,1054484395.0,1054521882.0,1054206227.0,1053751188.0,,1066901889.0
Diluted EPS,0.890008,0.24318,-0.15851,0.79117,,0.75151
Basic EPS,0.890008,0.24595,-0.15851,0.80023,,0.76031
Diluted NI Availto Com Stockholders,939963000.0,259361000.0,-167098000.0,843247000.0,838104000.0,
Net Income Common Stockholders,939963000.0,259361000.0,-167098000.0,843247000.0,838104000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,939963000.0,259361000.0,-167098000.0,843247000.0,838104000.0,
Minority Interests,1449000.0,1283000.0,1477000.0,794000.0,776000.0,
Net Income Including Noncontrolling Interests,938514000.0,258078000.0,-168575000.0,842453000.0,837328000.0,
Net Income Continuous Operations,938514000.0,258078000.0,-168575000.0,842453000.0,837328000.0,
Tax Provision,258028000.0,-145724000.0,1063240000.0,151854000.0,229538000.0,
Pretax Income,1196542000.0,112354000.0,894665000.0,994307000.0,1066866000.0,
Special Income Charges,-54113000.0,-75879000.0,-100581000.0,-112993000.0,,-49487000.0
Write Off,54113000.0,75879000.0,100581000.0,112993000.0,,49487000.0
Net Non Operating Interest Income Expense,-1177697000.0,-1190517000.0,328583000.0,-1036848000.0,-979351000.0,
Total Other Finance Cost,,,17552000.0,,,20262000.0
Interest Expense Non Operating,1680691000.0,1652365000.0,37763000.0,1388152000.0,1309727000.0,
Interest Income Non Operating,502994000.0,461848000.0,366346000.0,351304000.0,330376000.0,
Operating Income,2423151000.0,1385811000.0,2102796000.0,2160642000.0,2287619000.0,
Operating Expense,862148000.0,750338000.0,734609000.0,710480000.0,532711000.0,
Other Operating Expenses,25822000.0,22457000.0,18208000.0,16335000.0,16991000.0,
Depreciation And Amortization In Income Statement,38526000.0,37823000.0,38409000.0,38092000.0,,35040000.0
Depreciation Income Statement,38526000.0,37823000.0,38409000.0,38092000.0,,35040000.0
Selling General And Administration,408630000.0,363342000.0,335786000.0,328751000.0,-862917000.0,
Selling And Marketing Expense,104475000.0,71553000.0,74016000.0,56115000.0,-1347372000.0,
General And Administrative Expense,304155000.0,291789000.0,261770000.0,272636000.0,484455000.0,
Rent And Landing Fees,14322000.0,13416000.0,14481000.0,14895000.0,,7770000.0
Gross Profit,3285299000.0,2136149000.0,2837405000.0,2871122000.0,2820330000.0,
Cost Of Revenue,7724924000.0,8595826000.0,7062702000.0,7268161000.0,7032422000.0,
Total Revenue,11010223000.0,10731975000.0,9900107000.0,10139283000.0,9852752000.0,
Operating Revenue,11010223000.0,10731975000.0,9900107000.0,10139283000.0,9852752000.0,
