,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,213691360.0,-18316140.0,-37771510.694197,69912500.0,-50540107.950573,,
Tax Rate For Calcs,0.34,0.34,0.112923,0.34,0.156914,,
Normalized EBITDA,1307026000.0,723460000.0,782936000.0,1184079000.0,792260000.0,,
Total Unusual Items,628504000.0,-53871000.0,-334489000.0,205625000.0,-322088000.0,,
Total Unusual Items Excluding Goodwill,628504000.0,-53871000.0,-334489000.0,205625000.0,-322088000.0,,
Net Income From Continuing Operation Net Minority Interest,339896000.0,-397034000.0,-615390000.0,8496000.0,-364599000.0,,
Reconciled Depreciation,104742000.0,465553000.0,521747000.0,458196000.0,113194000.0,,
Reconciled Cost Of Revenue,3319390000.0,3200700000.0,2390092000.0,2116034000.0,2668948000.0,,
EBITDA,1935530000.0,669589000.0,448447000.0,1389704000.0,470172000.0,,
EBIT,1830788000.0,204036000.0,-73300000.0,931508000.0,356978000.0,,
Net Interest Income,-526800000.0,-543516000.0,-635315000.0,-692771000.0,-469316000.0,,
Interest Expense,1205155000.0,572362000.0,561203000.0,672126000.0,764609000.0,,
Interest Income,212689000.0,220073000.0,219273000.0,204846000.0,285234000.0,,
Normalized Income,-74916640.0,-361479140.0,-318672510.694197,-127216500.0,-93051107.950573,,
Net Income From Continuing And Discontinued Operation,339896000.0,-397034000.0,-615390000.0,8496000.0,-364599000.0,,
Total Expenses,3480944000.0,3366523000.0,2564986000.0,2277922000.0,2767938000.0,,
Rent Expense Supplemental,8789000.0,16805000.0,10538000.0,9517000.0,8211000.0,,
Total Operating Income As Reported,997428000.0,198771000.0,-4734000.0,,,450968000.0,222893000.0
Diluted Average Shares,,1050378000.0,1050378000.0,1050378000.0,,1000000000.0,1001308124.0
Basic Average Shares,,1050378000.0,1050378000.0,1050378000.0,,1000000000.0,1000000000.0
Diluted EPS,,-0.96072,-0.5889,0.0514,,0.61554,0.09097
Basic EPS,,-0.96072,-0.5889,0.0514,,0.61554,0.09109
Diluted NI Availto Com Stockholders,339896000.0,-397034000.0,-615390000.0,8496000.0,-364599000.0,,
Net Income Common Stockholders,339896000.0,-397034000.0,-615390000.0,8496000.0,-364599000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,339896000.0,-397034000.0,-615390000.0,8496000.0,-364599000.0,,
Minority Interests,-14780000.0,6661000.0,-52537000.0,-45501000.0,,0.0,
Net Income Including Noncontrolling Interests,354676000.0,-403695000.0,-562853000.0,53997000.0,-343668000.0,,
Net Income Continuous Operations,354676000.0,-403695000.0,-562853000.0,53997000.0,-343668000.0,,
Tax Provision,270957000.0,35369000.0,-71650000.0,205385000.0,-63963000.0,,
Pretax Income,625633000.0,-368326000.0,-634503000.0,259382000.0,-407631000.0,,
Special Income Charges,304563000.0,-24040000.0,-9459000.0,-23589000.0,-855000.0,,
Other Special Charges,-66285000.0,24418000.0,8150000.0,7695000.0,5736000.0,,
Write Off,55000.0,4118000.0,1309000.0,25000.0,608000.0,,
Impairment Of Capital Assets,-238333000.0,-4496000.0,0.0,15869000.0,,5489000.0,
Net Non Operating Interest Income Expense,-526800000.0,-543516000.0,-635315000.0,-692771000.0,-469316000.0,,
Total Other Finance Cost,-465666000.0,191227000.0,293385000.0,225491000.0,-10059000.0,,
Interest Expense Non Operating,1205155000.0,572362000.0,561203000.0,672126000.0,764609000.0,,
Interest Income Non Operating,212689000.0,220073000.0,219273000.0,204846000.0,285234000.0,,
Operating Income,320785000.0,170868000.0,320543000.0,674381000.0,397926000.0,,
Operating Expense,161554000.0,165823000.0,174894000.0,161888000.0,98990000.0,,
Other Operating Expenses,52350000.0,6220000.0,13649000.0,11614000.0,45762000.0,,
Depreciation And Amortization In Income Statement,11289000.0,7475000.0,7964000.0,8416000.0,7571000.0,,
Depreciation Income Statement,11289000.0,7475000.0,7964000.0,8416000.0,7571000.0,,
Selling General And Administration,79316000.0,55397000.0,54992000.0,57313000.0,87798000.0,,
General And Administrative Expense,79316000.0,55397000.0,54992000.0,57313000.0,87798000.0,,
Rent And Landing Fees,431000.0,3715000.0,561000.0,763000.0,-751000.0,,
Gross Profit,482339000.0,336691000.0,495437000.0,836269000.0,496916000.0,,
Cost Of Revenue,3319390000.0,3200700000.0,2390092000.0,2116034000.0,2668948000.0,,
Total Revenue,3801729000.0,3537391000.0,2885529000.0,2952303000.0,3165864000.0,,
Operating Revenue,3801729000.0,3537391000.0,2885529000.0,2952303000.0,3165864000.0,,
