,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-26601052.912406,-75659860.0,0.0,-124755600.0,-439397980.0,
Tax Rate For Calcs,0.025281,0.34,0.34,0.24,0.34,
Normalized EBITDA,1751513000.0,2791066000.0,2339949000.0,1671930000.0,3569543000.0,
Total Unusual Items,-1052212000.0,-222529000.0,-251253000.0,-519815000.0,-1292347000.0,
Total Unusual Items Excluding Goodwill,-1052212000.0,-222529000.0,-251253000.0,-519815000.0,-1292347000.0,
Net Income From Continuing Operation Net Minority Interest,-1080148000.0,-137080000.0,-166000000.0,-619146000.0,-633034000.0,
Reconciled Depreciation,1062179000.0,1042512000.0,1046596000.0,999188000.0,993489000.0,
Reconciled Cost Of Revenue,6776173000.0,7306850000.0,6941857000.0,7428083000.0,7279435000.0,
EBITDA,699301000.0,2568537000.0,2522558000.0,1152115000.0,2277196000.0,
EBIT,-362878000.0,1526025000.0,1475962000.0,152927000.0,1283707000.0,
Net Interest Income,-972963000.0,-1242351000.0,-1900239000.0,-1615356000.0,-687734000.0,
Interest Expense,377043000.0,1245429000.0,,1115637000.0,1253475000.0,1229981000.0
Interest Income,-758780000.0,247728000.0,,12482000.0,981245000.0,197478000.0
Normalized Income,-54537052.912406,9789140.0,-130369000.0,-224086600.0,219915020.0,
Net Income From Continuing And Discontinued Operation,-1080148000.0,-137080000.0,-166000000.0,-619146000.0,-633034000.0,
Total Expenses,10190895000.0,10227129000.0,9611625000.0,9824679000.0,10165473000.0,
Total Operating Income As Reported,,1723429000.0,,887637000.0,,781481000.0
Diluted Average Shares,1326093947.0,1326110090.0,1326093947.0,1326093947.0,1326093947.0,
Basic Average Shares,1326093947.0,1326110090.0,1326093947.0,1326093947.0,1326093947.0,
Diluted EPS,-0.543864,-0.10337,-0.12518,-0.46689,-0.064097,
Basic EPS,-0.543864,-0.10337,-0.12518,-0.46689,-0.064097,
Diluted NI Availto Com Stockholders,-1080148000.0,-137080000.0,-166000000.0,-619146000.0,-633034000.0,
Net Income Common Stockholders,-1080148000.0,-137080000.0,-130369000.0,-619146000.0,-633034000.0,
Net Income,-1080148000.0,-137080000.0,-130369000.0,-619146000.0,-633034000.0,
Minority Interests,-358933000.0,-213518000.0,-35631000.0,112434000.0,-548037000.0,
Net Income Including Noncontrolling Interests,-721215000.0,76438000.0,-130369000.0,-731580000.0,-84997000.0,
Net Income Continuous Operations,-721215000.0,76438000.0,-130369000.0,-731580000.0,-84997000.0,
Tax Provision,-18706000.0,204158000.0,-127114000.0,-231130000.0,115229000.0,
Pretax Income,-739921000.0,280596000.0,-257483000.0,-962710000.0,30232000.0,
Other Income Expense,-926801000.0,-60029000.0,-79525000.0,-430304000.0,-1142700000.0,
Other Non Operating Income Expenses,8521000.0,5873000.0,4935000.0,11077000.0,15903000.0,
Special Income Charges,-534970000.0,11844000.0,414364000.0,-131942000.0,-610046000.0,
Other Special Charges,-215473000.0,-27869000.0,-516134000.0,-1657000.0,295742000.0,
Write Off,,,,146485000.0,,
Impairment Of Capital Assets,66028000.0,16025000.0,,-12886000.0,29747000.0,23643000.0
Earnings From Equity Interest,116890000.0,156627000.0,166794000.0,78434000.0,133744000.0,
Gain On Sale Of Security,-517242000.0,-234373000.0,-665617000.0,-387873000.0,-682301000.0,
Net Non Operating Interest Income Expense,-972963000.0,-1242351000.0,-1259619000.0,-1615356000.0,-687734000.0,
Total Other Finance Cost,-162860000.0,244650000.0,1900239000.0,512201000.0,415504000.0,
Interest Expense Non Operating,377043000.0,1245429000.0,1299583000.0,1115637000.0,1253475000.0,
Interest Income Non Operating,-758780000.0,247728000.0,187833000.0,12482000.0,981245000.0,
Operating Income,1212268000.0,1566739000.0,1081661000.0,1082950000.0,1860666000.0,
Operating Expense,2455865000.0,1900511000.0,1644438000.0,1449293000.0,1922362000.0,
Other Operating Expenses,350297000.0,172833000.0,100537000.0,117794000.0,90276000.0,
Other Taxes,15284000.0,31870000.0,-6396000.0,12193000.0,322490000.0,
Depreciation Amortization Depletion Income Statement,103322000.0,22744000.0,21266000.0,51885000.0,29813000.0,
Depreciation And Amortization In Income Statement,103322000.0,22744000.0,25990000.0,51885000.0,29813000.0,
Depreciation Income Statement,,22744000.0,,,,21955000.0
Research And Development,29650000.0,19313000.0,,,16835000.0,14674000.0
Selling General And Administration,1957312000.0,1653751000.0,1511031000.0,1267421000.0,1462948000.0,
Selling And Marketing Expense,1411474000.0,1328433000.0,1217876000.0,1046247000.0,1399171000.0,
General And Administrative Expense,545838000.0,325318000.0,252668000.0,221174000.0,63777000.0,
Other Gand A,534056000.0,310821000.0,252668000.0,206677000.0,53560000.0,
Salaries And Wages,11782000.0,14497000.0,,14497000.0,10217000.0,11437000.0
Gross Profit,3668133000.0,3467250000.0,2726099000.0,2532243000.0,3783028000.0,
Total Revenue,11403163000.0,11793868000.0,10693286000.0,10907629000.0,12026139000.0,
Excise Taxes,1421418000.0,1486045000.0,1542852000.0,1516073000.0,1776871000.0,
Operating Revenue,12898033000.0,13408396000.0,12413663000.0,12595456000.0,13846772000.0,
