,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-1427732.18567,-413212.321503,-412792.163981,136796.924589,0.0,
Tax Rate For Calcs,0.148506,0.192102,0.174174,0.172506,0.128957,
Normalized EBITDA,207740000.0,153235000.0,149856000.0,117330000.0,126481000.0,
Total Unusual Items,-9614000.0,-2151000.0,-2370000.0,793000.0,16513000.0,
Total Unusual Items Excluding Goodwill,-9614000.0,-2151000.0,-2370000.0,793000.0,16513000.0,
Net Income From Continuing Operation Net Minority Interest,133387000.0,78146000.0,83539000.0,66937000.0,87614000.0,
Reconciled Depreciation,5912000.0,6535000.0,4375000.0,5971000.0,3854000.0,
Reconciled Cost Of Revenue,765932000.0,566289000.0,520759000.0,408600000.0,450160000.0,
EBITDA,198126000.0,151084000.0,147486000.0,118123000.0,126481000.0,
EBIT,192214000.0,144549000.0,143111000.0,112152000.0,122627000.0,
Net Interest Income,-23667000.0,-22608000.0,-13970000.0,-14858000.0,-15008000.0,
Interest Expense,23291000.0,26690000.0,18609000.0,14474000.0,3812000.0,
Interest Income,565000.0,489000.0,851000.0,433000.0,381000.0,
Normalized Income,141573267.81433,79883787.678497,85496207.836019,66280796.924589,87614000.0,
Net Income From Continuing And Discontinued Operation,133387000.0,78146000.0,83539000.0,66937000.0,87614000.0,
Total Expenses,904975000.0,695862000.0,652556000.0,512201000.0,553498000.0,
Diluted Average Shares,202909780.0,202909780.0,202909780.0,205219000.0,,198567500.0
Basic Average Shares,202909780.0,202909780.0,202909780.0,198477000.0,,198567500.0
Diluted EPS,0.657435,0.385127,0.411705,0.3262,,0.601408
Basic EPS,0.657435,0.385127,0.411705,0.3373,,0.601408
Diluted NI Availto Com Stockholders,133387000.0,78146000.0,83539000.0,66937000.0,87614000.0,
Net Income Common Stockholders,133387000.0,78146000.0,83539000.0,66937000.0,87614000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,133387000.0,78146000.0,83539000.0,66937000.0,87614000.0,
Minority Interests,-10450000.0,-17072000.0,-19278000.0,-13891000.0,-15879000.0,
Net Income Including Noncontrolling Interests,143837000.0,95218000.0,102817000.0,80828000.0,103493000.0,
Net Income Continuous Operations,143837000.0,95218000.0,102817000.0,80828000.0,103493000.0,
Tax Provision,25086000.0,22641000.0,21685000.0,16850000.0,15322000.0,
Pretax Income,168923000.0,117859000.0,124502000.0,97678000.0,118815000.0,
Net Non Operating Interest Income Expense,-23667000.0,-22608000.0,-13970000.0,-14858000.0,-15008000.0,
Total Other Finance Cost,941000.0,-3593000.0,-3788000.0,817000.0,11577000.0,
Interest Expense Non Operating,23291000.0,26690000.0,18609000.0,14474000.0,3812000.0,
Interest Income Non Operating,565000.0,489000.0,851000.0,433000.0,381000.0,
Operating Income,170214000.0,118553000.0,131259000.0,96087000.0,118925000.0,
Operating Expense,139043000.0,129573000.0,131797000.0,103601000.0,103338000.0,
Other Operating Expenses,10224000.0,-163000.0,15988000.0,7946000.0,4239000.0,
Depreciation And Amortization In Income Statement,1984000.0,1995000.0,1897000.0,1937000.0,1038000.0,
Depreciation Income Statement,1984000.0,1995000.0,1897000.0,1937000.0,1038000.0,
Selling General And Administration,92839000.0,96387000.0,88952000.0,66708000.0,70746000.0,
Selling And Marketing Expense,63984000.0,64162000.0,44675000.0,39104000.0,36886000.0,
General And Administrative Expense,28855000.0,32225000.0,44277000.0,27604000.0,33860000.0,
Gross Profit,309257000.0,248126000.0,263056000.0,199688000.0,222263000.0,
Cost Of Revenue,765932000.0,566289000.0,520759000.0,408600000.0,450160000.0,
Total Revenue,1075189000.0,814415000.0,783815000.0,608288000.0,672423000.0,
Operating Revenue,1075189000.0,814415000.0,783815000.0,608288000.0,672423000.0,
