,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-4853500.0,-39610340.0,-138524.4234,-8653680.0,-39738520.0,
Tax Rate For Calcs,0.34,0.34,0.040339,0.34,0.34,
Normalized EBITDA,530407000.0,680751000.0,526437000.0,785097000.0,752782000.0,
Total Unusual Items,-14275000.0,-116501000.0,-3434000.0,-25452000.0,-116878000.0,
Total Unusual Items Excluding Goodwill,-14275000.0,-116501000.0,-3434000.0,-25452000.0,-116878000.0,
Net Income From Continuing Operation Net Minority Interest,424081000.0,176416000.0,62829000.0,105041000.0,157921000.0,
Reconciled Depreciation,194764000.0,230765000.0,259846000.0,423245000.0,318706000.0,
Reconciled Cost Of Revenue,1129859000.0,1206833000.0,1424609000.0,1460596000.0,1394031000.0,
EBITDA,516132000.0,564250000.0,523003000.0,759645000.0,635904000.0,
EBIT,321368000.0,333485000.0,263157000.0,336400000.0,317198000.0,
Net Interest Income,-137606000.0,-124455000.0,-194217000.0,-142493000.0,-186855000.0,
Interest Expense,216624000.0,174657000.0,197687000.0,233508000.0,198188000.0,
Interest Income,129312000.0,115485000.0,76036000.0,143965000.0,65052000.0,
Normalized Income,433502500.0,253306660.0,66124475.5766,121839320.0,235060480.0,
Net Income From Continuing And Discontinued Operation,424081000.0,176416000.0,62829000.0,105041000.0,157921000.0,
Total Expenses,1277503000.0,1379422000.0,1560343000.0,1284547000.0,1353346000.0,
Total Operating Income As Reported,321075000.0,367451000.0,301861000.0,,477438000.0,417161000.0
Diluted Average Shares,331955000.0,333231000.0,332435000.0,,331973000.0,333231000.0
Basic Average Shares,331955000.0,333231000.0,332435000.0,,331973000.0,333231000.0
Diluted EPS,1.2775,0.5307,0.189,,0.4757,0.5625
Basic EPS,1.2775,0.5307,0.189,,0.4757,0.5625
Diluted NI Availto Com Stockholders,424081000.0,176416000.0,62829000.0,105041000.0,157921000.0,
Net Income Common Stockholders,424081000.0,176416000.0,62829000.0,105041000.0,157921000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,424081000.0,176416000.0,62829000.0,105041000.0,157921000.0,
Net Income Including Noncontrolling Interests,424081000.0,176416000.0,62829000.0,105041000.0,157921000.0,
Net Income Continuous Operations,424081000.0,176416000.0,62829000.0,105041000.0,157921000.0,
Tax Provision,-319337000.0,-17588000.0,2641000.0,-2149000.0,-38911000.0,
Other Non Operating Income Expenses,,7470000.0,1357000.0,-210189000.0,192375000.0,16593000.0
Special Income Charges,630000.0,-479000.0,1508000.0,,2529000.0,980000.0
Other Special Charges,-322000.0,-1323000.0,-1508000.0,,-2308000.0,-1166000.0
Write Off,-308000.0,1802000.0,,,-221000.0,186000.0
Net Non Operating Interest Income Expense,-137606000.0,-124455000.0,-194217000.0,-142493000.0,-186855000.0,
Total Other Finance Cost,50294000.0,65283000.0,72566000.0,52950000.0,53719000.0,
Interest Expense Non Operating,216624000.0,174657000.0,197687000.0,233508000.0,198188000.0,
Interest Income Non Operating,129312000.0,115485000.0,76036000.0,143965000.0,65052000.0,
Operating Income,314799000.0,359222000.0,296818000.0,453028000.0,468992000.0,
Operating Expense,147644000.0,172589000.0,135734000.0,-176049000.0,-40685000.0,
Other Operating Expenses,-6079000.0,-514000.0,-26414000.0,-295613000.0,-183152000.0,
Selling General And Administration,157011000.0,175716000.0,164480000.0,132639000.0,145949000.0,
Selling And Marketing Expense,73370000.0,71978000.0,71374000.0,57705000.0,66560000.0,
General And Administrative Expense,83641000.0,103738000.0,93106000.0,74934000.0,79389000.0,
Gross Profit,462443000.0,531811000.0,432552000.0,276979000.0,428307000.0,
Cost Of Revenue,1129859000.0,1206833000.0,1424609000.0,1460596000.0,1394031000.0,
Total Revenue,1592302000.0,1738644000.0,1857161000.0,1737575000.0,1822338000.0,
Operating Revenue,1592302000.0,1738644000.0,1857161000.0,1737575000.0,1822338000.0,
