,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,233733082.003146,6840087.7,6260166.370262,6351880.0,194465.65508,
Tax Rate For Calcs,0.161206,0.3383,0.191466,0.34,0.047419,
Normalized EBITDA,426661000.0,392059000.0,435448000.0,313129000.0,524218000.0,
Total Unusual Items,1449903000.0,20219000.0,32696000.0,18682000.0,4101000.0,
Total Unusual Items Excluding Goodwill,1449903000.0,20219000.0,32696000.0,18682000.0,4101000.0,
Net Income From Continuing Operation Net Minority Interest,1285024000.0,73584000.0,143210000.0,-26650000.0,249982000.0,
Reconciled Depreciation,217826000.0,187344000.0,182250000.0,174728000.0,174364000.0,
Reconciled Cost Of Revenue,1255990000.0,955719000.0,1033924000.0,868638000.0,1251201000.0,
EBITDA,1876564000.0,412278000.0,468144000.0,331811000.0,528319000.0,
EBIT,1658738000.0,224934000.0,285894000.0,157083000.0,353955000.0,
Net Interest Income,-361031000.0,-158310000.0,-159103000.0,-81963000.0,-143907000.0,
Interest Expense,126748000.0,113734000.0,108771000.0,98409000.0,91529000.0,
Interest Income,1111000.0,143000.0,130000.0,266000.0,940000.0,
Normalized Income,68854082.003146,60205087.7,116774166.370262,-38980120.0,246075465.65508,
Net Income From Continuing And Discontinued Operation,1285024000.0,73584000.0,143210000.0,-26650000.0,249982000.0,
Total Expenses,2824818000.0,2150849000.0,2336054000.0,2065305000.0,2683947000.0,
Rent Expense Supplemental,94533000.0,75821000.0,76736000.0,78543000.0,86571000.0,
Diluted Average Shares,,499200000.0,499200000.0,533000000.0,499200000.0,499200000.0
Basic Average Shares,,499200000.0,499200000.0,533000000.0,499200000.0,499200000.0
Diluted EPS,,0.1474,0.29,-0.05,0.5,0.09
Basic EPS,,0.1474,0.29,-0.05,0.5,0.09
Diluted NI Availto Com Stockholders,1285024000.0,73584000.0,143210000.0,-26650000.0,249982000.0,
Net Income Common Stockholders,1285024000.0,73584000.0,143210000.0,-26650000.0,249982000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,1285024000.0,73584000.0,143210000.0,-26650000.0,249982000.0,
Net Income Including Noncontrolling Interests,1285024000.0,73584000.0,143210000.0,-26650000.0,249982000.0,
Net Income Continuous Operations,1285024000.0,73584000.0,143210000.0,-26650000.0,249982000.0,
Tax Provision,246966000.0,37616000.0,33913000.0,85324000.0,12444000.0,
Pretax Income,1531990000.0,111200000.0,177123000.0,58674000.0,262426000.0,
Other Non Operating Income Expenses,102000.0,98000.0,91000.0,103000.0,91000.0,
Special Income Charges,1400535000.0,-15098000.0,2427000.0,-12572000.0,-20352000.0,
Other Special Charges,-1410029000.0,-10000.0,-2427000.0,2504000.0,3255000.0,
Write Off,9494000.0,15108000.0,0.0,10068000.0,17097000.0,
Net Non Operating Interest Income Expense,-361031000.0,-158310000.0,-159103000.0,-81963000.0,-143907000.0,
Total Other Finance Cost,235394000.0,44719000.0,50462000.0,-16180000.0,53318000.0,
Interest Expense Non Operating,126748000.0,113734000.0,108771000.0,98409000.0,91529000.0,
Interest Income Non Operating,1111000.0,143000.0,130000.0,266000.0,940000.0,
Operating Income,509006000.0,246938000.0,281283000.0,102820000.0,433011000.0,
Operating Expense,1568828000.0,1195130000.0,1302130000.0,1196667000.0,1432746000.0,
Other Operating Expenses,290350000.0,202358000.0,248692000.0,240257000.0,245866000.0,
Depreciation And Amortization In Income Statement,211078000.0,182785000.0,177697000.0,169543000.0,169302000.0,
Depreciation Income Statement,211078000.0,182785000.0,177697000.0,169543000.0,169302000.0,
Selling General And Administration,356029000.0,330778000.0,345435000.0,316711000.0,348513000.0,
Selling And Marketing Expense,233901000.0,210903000.0,220412000.0,194387000.0,224611000.0,
General And Administrative Expense,122128000.0,119875000.0,125023000.0,122324000.0,123902000.0,
Rent And Landing Fees,94533000.0,75821000.0,76736000.0,78543000.0,86571000.0,
Gross Profit,2077834000.0,1442068000.0,1583413000.0,1299487000.0,1865757000.0,
Cost Of Revenue,1255990000.0,955719000.0,1033924000.0,868638000.0,1251201000.0,
Total Revenue,3333824000.0,2397787000.0,2617337000.0,2168125000.0,3116958000.0,
Operating Revenue,3333824000.0,2397787000.0,2617337000.0,2168125000.0,3116958000.0,
