,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,371212.121212,0.0,
Tax Rate For Calcs,0.34,0.34,0.225166,0.185606,0.2,
Normalized EBITDA,1576000000.0,1548000000.0,1453000000.0,1737000000.0,1443000000.0,
Total Unusual Items,,,,2000000.0,,
Total Unusual Items Excluding Goodwill,,,,2000000.0,,
Net Income From Continuing Operation Net Minority Interest,152000000.0,219000000.0,117000000.0,430000000.0,156000000.0,
Reconciled Depreciation,439000000.0,437000000.0,429000000.0,423000000.0,411000000.0,
Reconciled Cost Of Revenue,15745000000.0,15796000000.0,15458000000.0,16714000000.0,15490000000.0,
EBITDA,1576000000.0,1548000000.0,1453000000.0,1739000000.0,1443000000.0,
EBIT,1137000000.0,1111000000.0,1024000000.0,1316000000.0,1032000000.0,
Net Interest Income,-879000000.0,-840000000.0,-790000000.0,-690000000.0,-761000000.0,
Interest Expense,1013000000.0,958000000.0,873000000.0,788000000.0,837000000.0,
Interest Income,134000000.0,118000000.0,83000000.0,48000000.0,76000000.0,
Normalized Income,152000000.0,219000000.0,117000000.0,428371212.121212,156000000.0,
Net Income From Continuing And Discontinued Operation,152000000.0,219000000.0,117000000.0,430000000.0,156000000.0,
Total Expenses,17970000000.0,18028000000.0,17628000000.0,18962000000.0,17624000000.0,
Total Operating Income As Reported,1003000000.0,993000000.0,,1197000000.0,956000000.0,877000000.0
Diluted Average Shares,1349911190.0,1357213684.0,1348445185.0,,1351702625.0,1365907829.0
Basic Average Shares,1346443441.0,1352269219.0,1348445185.0,,1345755694.0,1361824624.0
Diluted EPS,0.1126,0.16136,0.086767,,0.11541,0.09005
Basic EPS,0.11289,0.16195,0.086767,,0.11592,0.09032
Diluted NI Availto Com Stockholders,152000000.0,219000000.0,117000000.0,430000000.0,156000000.0,
Net Income Common Stockholders,152000000.0,219000000.0,117000000.0,430000000.0,156000000.0,
Net Income,152000000.0,219000000.0,117000000.0,430000000.0,156000000.0,
Net Income Including Noncontrolling Interests,152000000.0,219000000.0,117000000.0,430000000.0,156000000.0,
Net Income Continuous Operations,152000000.0,219000000.0,117000000.0,430000000.0,156000000.0,
Tax Provision,-28000000.0,-66000000.0,34000000.0,98000000.0,39000000.0,
Pretax Income,124000000.0,153000000.0,151000000.0,528000000.0,195000000.0,
Other Income Expense,17000000.0,19000000.0,17000000.0,17000000.0,17000000.0,
Special Income Charges,,,,-19000000.0,,
Gain On Sale Of Ppe,,,,-5000000.0,,
Other Special Charges,,,,4000000.0,,
Restructuring And Mergern Acquisition,,,,10000000.0,,
Earnings From Equity Interest,17000000.0,19000000.0,17000000.0,15000000.0,17000000.0,
Gain On Sale Of Security,,,,21000000.0,,
Net Non Operating Interest Income Expense,-879000000.0,-840000000.0,-790000000.0,-690000000.0,-761000000.0,
Total Other Finance Cost,,,,-50000000.0,,
Interest Expense Non Operating,1013000000.0,958000000.0,873000000.0,788000000.0,837000000.0,
Interest Income Non Operating,134000000.0,118000000.0,83000000.0,48000000.0,76000000.0,
Operating Income,986000000.0,974000000.0,924000000.0,1201000000.0,939000000.0,
Operating Expense,2196000000.0,2205000000.0,2142000000.0,2217000000.0,2114000000.0,
Other Operating Expenses,,6000000.0,2000000.0,,-6000000.0,4000000.0
Depreciation Amortization Depletion Income Statement,410000000.0,410000000.0,401000000.0,392000000.0,391000000.0,
Depreciation And Amortization In Income Statement,410000000.0,410000000.0,401000000.0,392000000.0,391000000.0,
Selling General And Administration,1786000000.0,1789000000.0,1739000000.0,1825000000.0,1729000000.0,
Selling And Marketing Expense,1534000000.0,1540000000.0,1508000000.0,1599000000.0,1476000000.0,
General And Administrative Expense,252000000.0,249000000.0,231000000.0,226000000.0,253000000.0,
Other Gand A,252000000.0,249000000.0,231000000.0,226000000.0,253000000.0,
Gross Profit,3182000000.0,3179000000.0,3066000000.0,3418000000.0,3053000000.0,
Cost Of Revenue,15774000000.0,15823000000.0,15486000000.0,16745000000.0,15510000000.0,
Total Revenue,18956000000.0,19002000000.0,18552000000.0,20163000000.0,18563000000.0,
Excise Taxes,,,,1839000000.0,,
Operating Revenue,18956000000.0,19002000000.0,18552000000.0,22058000000.0,18563000000.0,
