,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.132185,0.009214,0.000559,0.34,0.157279,
Net Income From Continuing Operation Net Minority Interest,447973000.0,450039000.0,318334000.0,-86933000.0,400580000.0,
Net Interest Income,2166000.0,13856000.0,2231000.0,3293000.0,1973000.0,
Interest Expense,123000.0,70000.0,192000.0,284000.0,74000.0,
Interest Income,2289000.0,13926000.0,2423000.0,3577000.0,2047000.0,
Normalized Income,447973000.0,450039000.0,318334000.0,-86933000.0,400580000.0,
Net Income From Continuing And Discontinued Operation,447973000.0,450039000.0,318334000.0,-86933000.0,400580000.0,
Diluted Average Shares,418607672.0,418605884.0,418607159.0,,418605137.0,418608451.0
Basic Average Shares,418607672.0,418605884.0,418607159.0,,418605137.0,418608451.0
Diluted EPS,1.07015,1.07509,0.76046,,0.95694,1.27915
Basic EPS,1.07015,1.07509,0.76046,,0.95694,1.27915
Diluted NI Availto Com Stockholders,447973000.0,450039000.0,318334000.0,-86933000.0,400580000.0,
Net Income Common Stockholders,447973000.0,450039000.0,318334000.0,-86933000.0,400580000.0,
Net Income,447973000.0,450039000.0,318334000.0,-86933000.0,400580000.0,
Net Income Including Noncontrolling Interests,447973000.0,450039000.0,318334000.0,-86933000.0,400580000.0,
Net Income Continuous Operations,447973000.0,450039000.0,318334000.0,-86933000.0,400580000.0,
Tax Provision,68235000.0,4185000.0,178000.0,-79255000.0,74761000.0,
Pretax Income,516208000.0,454224000.0,318512000.0,-166188000.0,475341000.0,
Operating Expense,43625000.0,10651000.0,9142000.0,18003000.0,38170000.0,
Other Operating Expenses,35359000.0,1928000.0,614000.0,8480000.0,32172000.0,
Selling General And Administration,1441000.0,2130000.0,2202000.0,20574000.0,1694000.0,
General And Administrative Expense,1441000.0,2130000.0,2202000.0,20574000.0,1694000.0,
Total Revenue,559833000.0,464875000.0,327654000.0,-148185000.0,513511000.0,
Operating Revenue,559833000.0,464875000.0,327654000.0,-148185000.0,513511000.0,
