,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-166407217.210088,-252630394.0,-288938800.0,-318081560.0,53455820.0,
Tax Rate For Calcs,0.341443,0.298,0.34,0.34,0.34,
Normalized EBITDA,2070773000.0,2758679000.0,2872348000.0,2434473000.0,1300597000.0,
Total Unusual Items,-487365000.0,-847753000.0,-849820000.0,-935534000.0,157223000.0,
Total Unusual Items Excluding Goodwill,-487365000.0,-847753000.0,-849820000.0,-935534000.0,157223000.0,
Net Income From Continuing Operation Net Minority Interest,208709000.0,409399000.0,328816000.0,-99866000.0,-264715000.0,
Reconciled Depreciation,519016000.0,567464000.0,570075000.0,556776000.0,564382000.0,
Reconciled Cost Of Revenue,2013400000.0,1979327000.0,1885859000.0,1683562000.0,2013765000.0,
EBITDA,1583408000.0,1910926000.0,2022528000.0,1498939000.0,1457820000.0,
EBIT,1064392000.0,1343462000.0,1452453000.0,942163000.0,893438000.0,
Net Interest Income,-570294000.0,-640441000.0,-767593000.0,-838568000.0,-896775000.0,
Interest Expense,740733000.0,751201000.0,839035000.0,917018000.0,991075000.0,
Interest Income,139674000.0,140801000.0,94225000.0,89491000.0,52526000.0,
Normalized Income,529666782.789912,1004521606.0,889697200.0,517586440.0,-368482180.0,
Net Income From Continuing And Discontinued Operation,208709000.0,409399000.0,328816000.0,-99866000.0,-264715000.0,
Total Expenses,2132080000.0,2113971000.0,2100462000.0,1842852000.0,2255733000.0,
Diluted Average Shares,1855786108.0,1858599000.0,1856430000.0,1854180000.0,1850696260.0,
Basic Average Shares,1855786108.0,1857388000.0,1854920000.0,1854180000.0,1850696260.0,
Diluted EPS,0.114776,0.22027,0.17712,-0.05386,-0.139947,
Basic EPS,0.114776,0.22042,0.17727,-0.05386,-0.139947,
Diluted NI Availto Com Stockholders,208709000.0,409399000.0,328816000.0,-99866000.0,-264715000.0,
Net Income Common Stockholders,208709000.0,409399000.0,328816000.0,-99866000.0,-264715000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,208709000.0,409399000.0,328816000.0,-99866000.0,-264715000.0,
Minority Interests,-4439000.0,-6497000.0,-4441000.0,-2690000.0,-5277000.0,
Net Income Including Noncontrolling Interests,213148000.0,415896000.0,333257000.0,-97176000.0,-259438000.0,
Net Income Continuous Operations,213148000.0,415896000.0,333257000.0,-97176000.0,-259438000.0,
Tax Provision,110511000.0,176365000.0,280161000.0,122321000.0,161801000.0,
Pretax Income,323659000.0,592261000.0,613418000.0,25145000.0,-97637000.0,
Other Non Operating Income Expenses,,-18022000.0,,,-2425000.0,-60479000.0
Special Income Charges,-265482000.0,-283798000.0,-350849000.0,-321653000.0,-550069000.0,
Other Special Charges,29549000.0,-42017000.0,-46682000.0,36045000.0,84704000.0,
Write Off,227778000.0,316955000.0,397531000.0,285608000.0,465365000.0,
Restructuring And Mergern Acquisition,8155000.0,8860000.0,,,0.0,6780000.0
Net Non Operating Interest Income Expense,-570294000.0,-640441000.0,-767593000.0,-838568000.0,-896775000.0,
Total Other Finance Cost,-30765000.0,30041000.0,22783000.0,11041000.0,-41774000.0,
Interest Expense Non Operating,740733000.0,751201000.0,839035000.0,917018000.0,991075000.0,
Interest Income Non Operating,139674000.0,140801000.0,94225000.0,89491000.0,52526000.0,
Operating Income,1218288000.0,1705294000.0,1610931000.0,1123898000.0,1207639000.0,
Operating Expense,118680000.0,134644000.0,214603000.0,159290000.0,241968000.0,
Other Operating Expenses,-54194000.0,-4169000.0,51113000.0,33230000.0,-3138000.0,
Selling General And Administration,182166000.0,167832000.0,182305000.0,163500000.0,234432000.0,
Selling And Marketing Expense,14672000.0,13734000.0,15687000.0,14259000.0,14981000.0,
General And Administrative Expense,167494000.0,154098000.0,166618000.0,149241000.0,219451000.0,
Gross Profit,1336968000.0,1839938000.0,1825534000.0,1283188000.0,1449607000.0,
Cost Of Revenue,2013400000.0,1979327000.0,1885859000.0,1683562000.0,2013765000.0,
Total Revenue,3350368000.0,3819265000.0,3711393000.0,2966750000.0,3463372000.0,
Operating Revenue,3350368000.0,3819265000.0,3711393000.0,2966750000.0,3463372000.0,
