,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,79721000.0,-1372956328.386734,-2665061.377186,-263458815.66753,-7777000.0,,
Repurchase Of Capital Stock,-57555000.0,-862694.68635,-9084180.20096,-27923310.249206,-42948000.0,,
Repayment Of Debt,-12500000.0,,,-310108731.346006,0.0,39723627.910551,-1098090000.0
Issuance Of Debt,0.0,1142460553.281794,513752594.426164,809504237.019739,204168000.0,,
Issuance Of Capital Stock,17442000.0,-517853.808458,531308.094027,819964.315686,17234000.0,,
Capital Expenditure,-337731000.0,-1897238034.087801,-309622826.592518,-642250290.728646,-289126000.0,,
End Cash Position,535243000.0,620216637.465323,1767605686.705354,868310285.693436,724866000.0,,
Beginning Cash Position,617602000.0,1767605686.705354,868310285.693436,724866000.0,644891000.0,,
Effect Of Exchange Rate Changes,0.0,59947103.588372,-71305449.846792,-63412281.424454,-6429000.0,,
Changes In Cash,-82359000.0,-1186188871.584679,949161051.755454,123218541.68643,86404000.0,,
Financing Cash Flow,-162080000.0,186767456.802055,951003330.631819,387500139.854782,94181000.0,,
Net Other Financing Charges,-42416000.0,-839230.732903,50670398.087738,1882168.460612,-46913000.0,,
Interest Paid Cff,-45508000.0,,,-82917468.931295,-35447000.0,-41186040.455342,-202045000.0
Net Common Stock Issuance,-40113000.0,-1380548.494808,-8552872.106932,-27103345.933521,-25714000.0,,
Common Stock Payments,-57555000.0,-862694.68635,-9084180.20096,-27923310.249206,-42948000.0,,
Common Stock Issuance,17442000.0,-517853.808458,531308.094027,819964.315686,17234000.0,,
Net Issuance Payments Of Debt,-12500000.0,367162517.072129,823861325.77217,499395505.673733,204168000.0,,
Net Long Term Debt Issuance,-12500000.0,367162517.072129,823861325.77217,499395505.673733,204168000.0,,
Long Term Debt Payments,-12500000.0,,,-310108731.346006,0.0,39723627.910551,-1098090000.0
Long Term Debt Issuance,0.0,1142460553.281794,513752594.426164,809504237.019739,204168000.0,,
Investing Cash Flow,-337731000.0,-1897238034.087801,-308800044.091697,-643073073.229467,-289126000.0,,
Net Other Investing Changes,,,,,,,-9231.834692
Net PPE Purchase And Sale,-337731000.0,-1897238034.087801,-309622826.592518,-642250290.728646,-289126000.0,,
Purchase Of PPE,-337731000.0,-1897238034.087801,-309622826.592518,-642250290.728646,-289126000.0,,
Operating Cash Flow,417452000.0,524281705.701067,306957765.215332,378791475.061116,281349000.0,,
Taxes Refund Paid,0.0,,,,-20893000.0,,
Change In Working Capital,-430218000.0,221645540.669517,-64664361.154736,124041089.721604,-140278000.0,,
Change In Other Current Liabilities,3134000.0,4786346.771619,4942192.457262,967064.946911,-2507000.0,,
Change In Other Current Assets,,,-6146903.324988,,,,113337.965107
Change In Payable,-29901000.0,249641919.823878,-24407101.500434,-13862928.266501,-42675000.0,,
Change In Prepaid Assets,20339000.0,30690479.758294,4769773.864754,-47996703.907761,36552000.0,,
Change In Inventory,124478000.0,-17277554.574401,28180611.075868,3143628.562046,-30404000.0,,
Change In Receivables,-526531000.0,-71816537.462774,-87640251.872975,166524941.620754,-97725000.0,,
Other Non Cash Items,149694000.0,52731010.610713,156825970.040609,48852720.326924,93242000.0,,
Stock Based Compensation,3583000.0,2773242.656491,3696894.94521,4697521.472616,1747000.0,,
Provisionand Write Offof Assets,-1336000.0,-26852461.529361,3430250.356598,-357844.455796,-16451000.0,,
Depreciation And Amortization,370202000.0,316650417.198418,236259653.081971,250311127.412705,265533000.0,,
Depreciation,370202000.0,316650417.198418,236259653.081971,250311127.412705,265533000.0,,
Net Income From Continuing Operations,325527000.0,-42666043.904711,-28590642.054319,-69646139.416937,98449000.0,,
