,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-14187860.0,0.0,0.0,120617.250173,-38337040.0,
Tax Rate For Calcs,0.34,0.34,0.34,0.005033,0.34,
Normalized EBITDA,357921000.0,511026000.0,537474000.0,354775000.0,-2627000.0,
Total Unusual Items,-41729000.0,,,23966000.0,-112756000.0,
Total Unusual Items Excluding Goodwill,-41729000.0,,,23966000.0,-112756000.0,
Net Income From Continuing Operation Net Minority Interest,90817000.0,164952000.0,537654000.0,117826000.0,-67254000.0,
Reconciled Depreciation,168366000.0,195420000.0,167139000.0,166581000.0,171791000.0,
Reconciled Cost Of Revenue,1466694000.0,1356723000.0,1280918000.0,1219737000.0,1575442000.0,
EBITDA,316192000.0,511026000.0,537474000.0,378741000.0,-115383000.0,
EBIT,147826000.0,315606000.0,370335000.0,212160000.0,-287174000.0,
Net Interest Income,-239905000.0,-218612000.0,-165323000.0,-168150000.0,-137166000.0,
Interest Expense,126217000.0,259473000.0,210183000.0,93738000.0,83074000.0,
Interest Income,1992000.0,40861000.0,44860000.0,9436000.0,21155000.0,
Normalized Income,118358140.0,164952000.0,537654000.0,93980617.250173,7164960.0,
Net Income From Continuing And Discontinued Operation,90817000.0,164952000.0,537654000.0,117826000.0,-67254000.0,
Total Expenses,2971455000.0,2717077000.0,2541056000.0,2431475000.0,3497044000.0,
Diluted Average Shares,201925422.0,201714030.0,206234753.0,208370000.0,206469032.0,
Basic Average Shares,201925422.0,201714030.0,206234753.0,206468000.0,206469032.0,
Diluted EPS,0.449671,1.4264,2.607,0.5655,-0.328863,
Basic EPS,0.449671,1.4603,2.607,0.5707,-0.328863,
Diluted NI Availto Com Stockholders,90817000.0,164952000.0,537654000.0,117826000.0,-67254000.0,
Net Income Common Stockholders,90817000.0,164952000.0,537654000.0,117826000.0,-67254000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,90817000.0,164952000.0,537654000.0,117826000.0,-67254000.0,
Minority Interests,0.0,0.0,0.0,0.0,647000.0,
Net Income Including Noncontrolling Interests,90817000.0,164952000.0,537654000.0,117826000.0,-67901000.0,
Net Income Continuous Operations,90817000.0,164952000.0,537654000.0,117826000.0,-67901000.0,
Tax Provision,-69208000.0,-108819000.0,-377502000.0,596000.0,-302347000.0,
Pretax Income,21609000.0,56133000.0,160152000.0,118422000.0,-370248000.0,
Special Income Charges,-53545000.0,,,12839000.0,-120195000.0,
Other Special Charges,-2610000.0,,,-12839000.0,-11685000.0,
Net Non Operating Interest Income Expense,-239905000.0,-218612000.0,-165323000.0,-168150000.0,-137166000.0,
Total Other Finance Cost,115680000.0,,,83848000.0,75247000.0,
Interest Expense Non Operating,126217000.0,259473000.0,210183000.0,93738000.0,83074000.0,
Interest Income Non Operating,1992000.0,40861000.0,44860000.0,9436000.0,21155000.0,
Operating Income,291924000.0,241113000.0,360329000.0,265063000.0,-93202000.0,
Operating Expense,1504761000.0,1360354000.0,1260138000.0,1211738000.0,1921602000.0,
Other Operating Expenses,,,15144000.0,-20956000.0,260381000.0,17703000.0
Selling General And Administration,1560000000.0,1360354000.0,1268066000.0,1236688000.0,1675429000.0,
Selling And Marketing Expense,1159927000.0,1000410000.0,881304000.0,911602000.0,1080044000.0,
General And Administrative Expense,400073000.0,359944000.0,386762000.0,325086000.0,595385000.0,
Gross Profit,1796685000.0,1601467000.0,1620467000.0,1476801000.0,1828400000.0,
Cost Of Revenue,1466694000.0,1356723000.0,1280918000.0,1219737000.0,1575442000.0,
Total Revenue,3263379000.0,2958190000.0,2901385000.0,2696538000.0,3403842000.0,
Operating Revenue,3263379000.0,2958190000.0,2901385000.0,2696538000.0,3403842000.0,
