,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,11263180.0,-3378202.116722,-14053900.0,-12485742.3,-11496420.0,
Tax Rate For Calcs,0.34,0.125733,0.34,0.2623,0.34,
Normalized EBITDA,148110000.0,170171000.0,219812000.0,222301000.0,127854000.0,
Total Unusual Items,33127000.0,-26868000.0,-41335000.0,-47601000.0,-33813000.0,
Total Unusual Items Excluding Goodwill,33127000.0,-26868000.0,-41335000.0,-47601000.0,-33813000.0,
Net Income From Continuing Operation Net Minority Interest,-41491000.0,13499000.0,18122000.0,14067000.0,-34386000.0,
Reconciled Depreciation,69716000.0,69990000.0,76328000.0,84291000.0,86813000.0,
Reconciled Cost Of Revenue,42661000.0,46290000.0,49301000.0,50723000.0,56384000.0,
EBITDA,181237000.0,143303000.0,178477000.0,174700000.0,94041000.0,
EBIT,111521000.0,73236000.0,102149000.0,90409000.0,7228000.0,
Net Interest Income,-84949000.0,-65168000.0,-44819000.0,-69046000.0,25064000.0,
Interest Expense,67894000.0,56701000.0,66770000.0,68956000.0,60973000.0,
Interest Income,12164000.0,5077000.0,34445000.0,5835000.0,102859000.0,
Normalized Income,-63354820.0,36988797.883278,45403100.0,49182257.7,-12069420.0,
Net Income From Continuing And Discontinued Operation,-33479000.0,11955000.0,18122000.0,14067000.0,-34386000.0,
Total Expenses,305138000.0,268586000.0,235657000.0,260865000.0,350849000.0,
Rent Expense Supplemental,53000.0,37000.0,93000.0,118000.0,162000.0,
Total Operating Income As Reported,90357000.0,64606000.0,,62054000.0,-4521000.0,75322000.0
Diluted Average Shares,,284137785.0,282905340.0,282853191.0,,281680185.0
Basic Average Shares,,283122458.0,282687458.0,281323576.0,,281106076.0
Diluted EPS,,0.04207,0.06406,0.04973,,0.03832
Basic EPS,,0.04223,0.06411,0.05,,0.0384
Diluted NI Availto Com Stockholders,-33479000.0,11955000.0,18122000.0,14067000.0,-34386000.0,
Net Income Common Stockholders,-33479000.0,11955000.0,18122000.0,14067000.0,-34386000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,-33479000.0,11955000.0,18122000.0,14067000.0,-34386000.0,
Minority Interests,-2389000.0,-957000.0,-1279000.0,-1758000.0,-3005000.0,
Net Income Including Noncontrolling Interests,-31090000.0,12912000.0,19401000.0,15825000.0,-31381000.0,
Net Income Discontinuous Operations,8012000.0,-1544000.0,,,,-6325000.0
Net Income Continuous Operations,-39102000.0,14456000.0,19401000.0,15825000.0,-31381000.0,
Tax Provision,82729000.0,2079000.0,15978000.0,5628000.0,-22364000.0,
Pretax Income,43627000.0,16535000.0,35379000.0,21453000.0,-53745000.0,
Other Non Operating Income Expenses,,,,,,2619000.0
Special Income Charges,40018000.0,-26868000.0,-48827000.0,-47601000.0,-34744000.0,
Other Special Charges,,34824000.0,24798000.0,12084000.0,38936000.0,13935000.0
Write Off,25997000.0,26868000.0,24029000.0,35517000.0,34744000.0,
Net Non Operating Interest Income Expense,-84949000.0,-65168000.0,-44819000.0,-69046000.0,25064000.0,
Total Other Finance Cost,29219000.0,13544000.0,12494000.0,5925000.0,16822000.0,
Interest Expense Non Operating,67894000.0,56701000.0,66770000.0,68956000.0,60973000.0,
Interest Income Non Operating,12164000.0,5077000.0,34445000.0,5835000.0,102859000.0,
Operating Income,50720000.0,94237000.0,121533000.0,110190000.0,33563000.0,
Operating Expense,262477000.0,222296000.0,186356000.0,210142000.0,294465000.0,
Other Operating Expenses,103493000.0,64233000.0,21178000.0,32968000.0,104226000.0,
Depreciation And Amortization In Income Statement,69716000.0,70067000.0,76328000.0,84291000.0,86813000.0,
Depreciation Income Statement,69716000.0,70067000.0,76328000.0,84291000.0,86813000.0,
Selling General And Administration,43792000.0,44901000.0,44978000.0,48432000.0,54318000.0,
Selling And Marketing Expense,18108000.0,18920000.0,19404000.0,22316000.0,29267000.0,
General And Administrative Expense,25684000.0,25981000.0,25574000.0,26116000.0,25051000.0,
Gross Profit,313197000.0,316533000.0,307889000.0,320332000.0,328028000.0,
Cost Of Revenue,42661000.0,46290000.0,49301000.0,50723000.0,56384000.0,
Total Revenue,355858000.0,362823000.0,357190000.0,371055000.0,384412000.0,
Operating Revenue,355858000.0,362823000.0,357190000.0,371055000.0,384412000.0,
