,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-5249260.0,,10756240.0,21522680.0,6958780.0,7483740.0
Tax Rate For Calcs,0.34,,0.34,0.34,0.34,0.34
Normalized EBITDA,702064000.0,,450601000.0,447956000.0,658022000.0,607203000.0
Total Unusual Items,-15439000.0,,31636000.0,63302000.0,20467000.0,22011000.0
Total Unusual Items Excluding Goodwill,-15439000.0,,31636000.0,63302000.0,20467000.0,22011000.0
Net Income From Continuing Operation Net Minority Interest,131606000.0,,-24356000.0,12768000.0,294821000.0,102363000.0
Reconciled Depreciation,323205000.0,,318261000.0,323112000.0,327607000.0,359738000.0
Reconciled Cost Of Revenue,8106666000.0,,6346187000.0,6511997000.0,7543265000.0,6163990000.0
EBITDA,686625000.0,,482237000.0,511258000.0,678489000.0,629214000.0
EBIT,363420000.0,,163976000.0,188146000.0,350882000.0,269476000.0
Net Interest Income,-552005000.0,,-486407000.0,-491008000.0,-369323000.0,-284596000.0
Interest Expense,311326000.0,,290709000.0,238166000.0,226110000.0,216260000.0
Interest Income,84845000.0,,54604000.0,56728000.0,62657000.0,69173000.0
Normalized Income,141795740.0,,-45235760.0,-29011320.0,281312780.0,87835740.0
Net Income From Continuing And Discontinued Operation,131606000.0,,-24356000.0,12768000.0,294821000.0,102363000.0
Total Expenses,10533237000.0,,8857715000.0,9053549000.0,10386337000.0,8718991000.0
Total Operating Income As Reported,624564000.0,,368832000.0,438049000.0,514763000.0,353769000.0
Diluted Average Shares,,779072368.0,778410324.0,776619304.0,772863232.0,778848913.0
Basic Average Shares,,772297826.0,774333888.0,773487466.0,772863232.0,773245683.0
Diluted EPS,,0.108571,-0.031429,0.01619,0.381439,0.131429
Basic EPS,,0.109524,-0.031429,0.01619,0.381439,0.132381
Diluted NI Availto Com Stockholders,131606000.0,,-24356000.0,12768000.0,294821000.0,102363000.0
Net Income Common Stockholders,131606000.0,,-24356000.0,12768000.0,294821000.0,102363000.0
Otherunder Preferred Stock Dividend,0.0,,0.0,0.0,0.0,0.0
Net Income,131606000.0,,-24356000.0,12768000.0,294821000.0,102363000.0
Net Income Including Noncontrolling Interests,131606000.0,,-24356000.0,12768000.0,294821000.0,102363000.0
Net Income Continuous Operations,131606000.0,,-24356000.0,12768000.0,294821000.0,102363000.0
Tax Provision,-79512000.0,,-102377000.0,-62788000.0,-170049000.0,-49147000.0
Pretax Income,52094000.0,,-126733000.0,-50020000.0,124772000.0,53216000.0
Special Income Charges,-52454000.0,,-883000.0,27672000.0,-624000.0,1129000.0
Other Special Charges,,,883000.0,-2935000.0,,-1129000.0
Write Off,20994000.0,,0.0,-24737000.0,,
Restructuring And Mergern Acquisition,30080000.0,,,,810000.0,0.0
Net Non Operating Interest Income Expense,-552005000.0,,-486407000.0,-491008000.0,-369323000.0,-284596000.0
Total Other Finance Cost,325524000.0,,250302000.0,309570000.0,205870000.0,137509000.0
Interest Expense Non Operating,311326000.0,,290709000.0,238166000.0,226110000.0,216260000.0
Interest Income Non Operating,84845000.0,,54604000.0,56728000.0,62657000.0,69173000.0
Operating Income,619848000.0,,276951000.0,335436000.0,400956000.0,282552000.0
Operating Expense,2426571000.0,,2511528000.0,2541552000.0,2843072000.0,2555001000.0
Other Operating Expenses,-374471000.0,,184772000.0,159094000.0,153730000.0,160615000.0
Depreciation And Amortization In Income Statement,323205000.0,,318261000.0,323112000.0,327607000.0,359738000.0
Depreciation Income Statement,323205000.0,,318261000.0,323112000.0,327607000.0,359738000.0
Selling General And Administration,2538768000.0,,2044698000.0,2095608000.0,2397436000.0,2074651000.0
Selling And Marketing Expense,2178672000.0,,1706395000.0,1757388000.0,2045408000.0,1732503000.0
General And Administrative Expense,360096000.0,,338303000.0,338220000.0,352028000.0,342148000.0
Gross Profit,3046419000.0,,2788479000.0,2876988000.0,3244028000.0,2837553000.0
Cost Of Revenue,8106666000.0,,6346187000.0,6511997000.0,7543265000.0,6163990000.0
Total Revenue,11153085000.0,,9134666000.0,9388985000.0,10787293000.0,9001543000.0
Operating Revenue,11153085000.0,,9134666000.0,9388985000.0,10787293000.0,9001543000.0
