,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-237160356.136401,413991000.0,441427858.368429,876888000.0,-1437202025.886325,
Tax Rate For Calcs,0.082549,0.269,0.257994,0.342,0.221722,
Normalized EBITDA,7968283983.063221,11931000000.0,9429000000.0,10747000000.0,6874000000.0,
Total Unusual Items,-2872967732.515696,1539000000.0,1711000000.0,2564000000.0,-6482000000.0,
Total Unusual Items Excluding Goodwill,-2872967732.515696,1539000000.0,1711000000.0,2564000000.0,-6482000000.0,
Net Income From Continuing Operation Net Minority Interest,3364467075.485472,6027000000.0,4734000000.0,5974000000.0,-2780000000.0,
Reconciled Depreciation,4346518469.849613,4111000000.0,3697000000.0,3247000000.0,2996000000.0,
Reconciled Cost Of Revenue,9506007738.355965,8406000000.0,7545000000.0,7646000000.0,8046000000.0,
EBITDA,5095316250.547525,13470000000.0,11140000000.0,13311000000.0,392000000.0,
EBIT,748797780.697912,9359000000.0,7443000000.0,10064000000.0,-2604000000.0,
Net Interest Income,1590870930.062783,-1021000000.0,-945000000.0,-909000000.0,815000000.0,
Interest Expense,-2936784056.066579,1076000000.0,1032000000.0,958000000.0,950000000.0,
Interest Income,116088772.083516,98000000.0,,74000000.0,,128000000.0
Normalized Income,6000274451.864767,4901991000.0,3464427858.368429,4286888000.0,2264797974.113675,
Net Income From Continuing And Discontinued Operation,3364467075.485472,6027000000.0,4734000000.0,5974000000.0,-2780000000.0,
Total Expenses,19702023945.101475,15748000000.0,15565000000.0,13802000000.0,19335000000.0,
Rent Expense Supplemental,-191427069.645204,1258000000.0,1224000000.0,1034000000.0,1022000000.0,
Total Operating Income As Reported,,7976000000.0,5349000000.0,,,
Diluted Average Shares,,12888732761.0,12888732761.0,12888732761.0,12888732761.0,12888732761.0
Basic Average Shares,,12888732761.0,12888732761.0,12888732761.0,12888732761.0,12888732761.0
Diluted EPS,,0.467618,0.37,0.46,-0.215692,0.46
Basic EPS,,0.467618,0.37,0.46,-0.215692,0.46
Diluted NI Availto Com Stockholders,3364467075.485472,6027000000.0,4734000000.0,5974000000.0,-2780000000.0,
Net Income Common Stockholders,3364467075.485472,6027000000.0,4734000000.0,5974000000.0,-2780000000.0,
Net Income,3364467075.485472,6027000000.0,4734000000.0,5974000000.0,-2780000000.0,
Minority Interests,-16873996.203825,-26000000.0,-23000000.0,-21000000.0,-14000000.0,
Net Income Including Noncontrolling Interests,3381341071.689298,6053000000.0,4757000000.0,5995000000.0,-2766000000.0,
Net Income Continuous Operations,3381341071.689298,6053000000.0,4757000000.0,5995000000.0,-2766000000.0,
Tax Provision,304240765.075193,2230000000.0,1654000000.0,3111000000.0,-788000000.0,
Pretax Income,3685581836.764491,8283000000.0,6411000000.0,9106000000.0,-3554000000.0,
Other Income Expense,-3423134764.199153,1575000000.0,1884000000.0,2744000000.0,-5849000000.0,
Other Non Operating Income Expenses,,117000000.0,126000000.0,98000000.0,956000000.0,82000000.0
Special Income Charges,-1840528544.313038,287000000.0,-157000000.0,-37000000.0,-1676000000.0,
Gain On Sale Of Ppe,-56543875.018251,10000000.0,14000000.0,57000000.0,39000000.0,
Other Special Charges,-278090524.164112,133000000.0,-19000000.0,44000000.0,130000000.0,
Write Off,,,,50000000.0,,
Impairment Of Capital Assets,,-287000000.0,190000000.0,,,0.0
Earnings From Equity Interest,-209167031.683457,36000000.0,47000000.0,82000000.0,-323000000.0,
Gain On Sale Of Security,-1032439188.202657,1252000000.0,1868000000.0,2601000000.0,-4806000000.0,
Net Non Operating Interest Income Expense,1590870930.062783,-1021000000.0,-945000000.0,-909000000.0,815000000.0,
Total Other Finance Cost,1462001898.087312,43000000.0,-87000000.0,25000000.0,-2110000000.0,
Interest Expense Non Operating,-2936784056.066579,1076000000.0,1032000000.0,958000000.0,950000000.0,
Interest Income Non Operating,116088772.083516,98000000.0,,74000000.0,,128000000.0
Operating Income,5517845670.900861,7729000000.0,5472000000.0,7271000000.0,1480000000.0,
Operating Expense,6119279018.834866,3488000000.0,4540000000.0,3117000000.0,8503000000.0,
Other Operating Expenses,-620317856.621405,1285000000.0,1068000000.0,76000000.0,3376000000.0,
Other Taxes,353182946.415535,109000000.0,26000000.0,65000000.0,2145000000.0,
Provision For Doubtful Accounts,52391151.992992,17000000.0,14000000.0,-4000000.0,250000000.0,
Depreciation Amortization Depletion Income Statement,269781281.938969,257000000.0,217000000.0,208000000.0,210000000.0,
Research And Development,250595415.389108,233000000.0,193000000.0,202000000.0,218000000.0,
Selling General And Administration,5090769017.374799,1587000000.0,2362000000.0,1935000000.0,1711000000.0,
General And Administrative Expense,706187326.617024,1587000000.0,2362000000.0,1935000000.0,1711000000.0,
Rent And Landing Fees,-191427069.645204,1258000000.0,1224000000.0,1034000000.0,1022000000.0,
Salaries And Wages,897614396.262228,329000000.0,1138000000.0,901000000.0,689000000.0,
Gross Profit,11637124689.735727,11217000000.0,10012000000.0,10388000000.0,9983000000.0,
Cost Of Revenue,13582744926.266607,12260000000.0,11025000000.0,10685000000.0,10832000000.0,
Total Revenue,25219869616.002335,23477000000.0,21037000000.0,21073000000.0,20815000000.0,
Operating Revenue,25219869616.002335,23477000000.0,21037000000.0,21073000000.0,20815000000.0,
