,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,2029403000.0,1539243000.0,1175308000.0,-672597000.0,2301512000.0,,
Repurchase Of Capital Stock,-1270989000.0,-868477000.0,-265885000.0,-602200000.0,-1249279000.0,,
Repayment Of Debt,1037221000.0,-3606053000.0,96596000.0,-101669000.0,877370000.0,,
Issuance Of Debt,268470000.0,2600000000.0,0.0,1700000000.0,0.0,,
Capital Expenditure,-125640000.0,-74127000.0,-52174000.0,-35332000.0,-120350000.0,,
End Cash Position,351405000.0,364726000.0,390304000.0,336248000.0,317709000.0,,
Beginning Cash Position,364726000.0,390304000.0,336248000.0,317709000.0,260786000.0,,
Effect Of Exchange Rate Changes,10068000.0,-3783000.0,-80630000.0,67599000.0,10224000.0,,
Changes In Cash,-23389000.0,-21795000.0,134686000.0,-49060000.0,46699000.0,,
Financing Cash Flow,-2021282000.0,-1562731000.0,-1108221000.0,700798000.0,-2236616000.0,,
Net Other Financing Charges,884342000.0,-898129000.0,-10099000.0,-3739000.0,1568271000.0,,
Interest Paid Cff,,,-928833000.0,-288759000.0,,,-1431342000.0
Net Common Stock Issuance,-1270989000.0,-868477000.0,-265885000.0,-602200000.0,-1249279000.0,,
Common Stock Payments,-1270989000.0,-868477000.0,-265885000.0,-602200000.0,-1249279000.0,,
Net Issuance Payments Of Debt,1305691000.0,-1006053000.0,96596000.0,1598331000.0,877370000.0,,
Net Long Term Debt Issuance,1305691000.0,-1006053000.0,96596000.0,1598331000.0,877370000.0,,
Long Term Debt Payments,1037221000.0,-3606053000.0,96596000.0,-101669000.0,877370000.0,,
Long Term Debt Issuance,268470000.0,2600000000.0,0.0,1700000000.0,0.0,,
Investing Cash Flow,-157150000.0,-72434000.0,15425000.0,-112593000.0,-138547000.0,,
Net Other Investing Changes,0.0,0.0,1100000.0,500000.0,,,
Dividends Received Cfi,0.0,851000.0,0.0,0.0,0.0,,
Net Investment Purchase And Sale,,,,-77829000.0,-20349000.0,-20842000.0,-1190000.0
Net Investment Properties Purchase And Sale,250000.0,815000.0,,,,0.0,
Sale Of Investment Properties,250000.0,815000.0,,,,0.0,
Net Business Purchase And Sale,-31942000.0,0.0,-12500000.0,0.0,0.0,,
Sale Of Business,90000.0,,,0.0,0.0,,
Purchase Of Business,-32032000.0,0.0,-12500000.0,0.0,0.0,,
Net Intangibles Purchase And Sale,-47828000.0,-40512000.0,-25288000.0,-28403000.0,-66014000.0,,
Purchase Of Intangibles,-47828000.0,-40512000.0,-25288000.0,-28403000.0,-66014000.0,,
Net PPE Purchase And Sale,-77630000.0,-33588000.0,-26584000.0,-6861000.0,-52184000.0,,
Sale Of PPE,182000.0,27000.0,302000.0,68000.0,2152000.0,,
Purchase Of PPE,-77812000.0,-33615000.0,-26886000.0,-6929000.0,-54336000.0,,
Operating Cash Flow,2155043000.0,1613370000.0,1227482000.0,-637265000.0,2421862000.0,,
Taxes Refund Paid,-378236000.0,-373605000.0,-373009000.0,-414896000.0,-432587000.0,,
Change In Working Capital,-7867000.0,174829000.0,-363556000.0,-1852912000.0,1206330000.0,,
Change In Other Current Liabilities,602938000.0,-29326000.0,-122316000.0,-987029000.0,-55022000.0,,
Change In Other Current Assets,-434950000.0,-506411000.0,-466280000.0,-1256979000.0,1260692000.0,,
Change In Accrued Expense,46655000.0,128782000.0,99142000.0,-205214000.0,66017000.0,,
Change In Payable,512649000.0,185243000.0,381649000.0,356295000.0,362629000.0,,
Change In Prepaid Assets,-484396000.0,153003000.0,-159219000.0,80573000.0,-85099000.0,,
Change In Receivables,-234157000.0,252116000.0,-92942000.0,160673000.0,-336277000.0,,
Other Non Cash Items,450379000.0,449835000.0,531943000.0,323322000.0,302769000.0,,
Stock Based Compensation,23616000.0,24577000.0,22205000.0,28086000.0,28112000.0,,
Provisionand Write Offof Assets,28260000.0,4940000.0,24350000.0,19427000.0,23797000.0,,
Deferred Tax,1016320000.0,1930000.0,10195000.0,103740000.0,-116289000.0,,
Depreciation And Amortization,96912000.0,95740000.0,96844000.0,97527000.0,103295000.0,,
Amortization Cash Flow,164953000.0,-38109000.0,,,,-211113000.0,57322000.0
Depreciation,-68041000.0,133849000.0,-34885000.0,97527000.0,197633000.0,,
Gain Loss On Investment Securities,-29328000.0,11059000.0,-5046000.0,19587000.0,49823000.0,,
Net Foreign Currency Exchange Gain Loss,51273000.0,-20773000.0,-42765000.0,-67515000.0,76908000.0,,
Net Income From Continuing Operations,907854000.0,1245914000.0,1326981000.0,1106123000.0,1178546000.0,,
