,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,2262831000.0,3490825000.0,3371670000.0,2875780000.0,4015050000.0,,
Repurchase Of Capital Stock,0.0,-36728000.0,0.0,0.0,-46700000.0,,
Repayment Of Debt,-4644477000.0,-244010000.0,-4087103000.0,-4962979000.0,-5842238000.0,,
Issuance Of Debt,4702447000.0,2830000000.0,-298000.0,500298000.0,8813376000.0,,
Capital Expenditure,-952732000.0,-722671000.0,-569747000.0,-263573000.0,-1451856000.0,,
End Cash Position,16417860000.0,18501361000.0,22529651000.0,9137685000.0,26572522000.0,,
Beginning Cash Position,18501361000.0,22529651000.0,9137685000.0,13046371000.0,21678616000.0,,
Changes In Cash,-2083501000.0,-4028290000.0,-134185000.0,-3908686000.0,4893906000.0,,
Financing Cash Flow,-1783025000.0,-4624885000.0,-5140680000.0,-7542602000.0,4767733000.0,,
Cash Flow From Continuing Financing Activities,-1783025000.0,-4624885000.0,-5140680000.0,-7542602000.0,4767733000.0,,
Net Other Financing Charges,10345154000.0,-7174147000.0,-1053279000.0,-3079921000.0,,-1981738000.0,
Net Common Stock Issuance,0.0,-36728000.0,0.0,0.0,-46700000.0,,
Common Stock Payments,0.0,-36728000.0,0.0,0.0,-46700000.0,,
Net Issuance Payments Of Debt,57970000.0,2585990000.0,-4087401000.0,-4462681000.0,2971138000.0,,
Net Long Term Debt Issuance,57970000.0,2585990000.0,-4087401000.0,-4462681000.0,2971138000.0,,
Long Term Debt Payments,-4644477000.0,-244010000.0,-4087103000.0,-4962979000.0,-5842238000.0,,
Long Term Debt Issuance,4702447000.0,2830000000.0,-298000.0,500298000.0,8813376000.0,,
Investing Cash Flow,-3516040000.0,-3616900000.0,1065078000.0,494563000.0,-5340733000.0,,
Cash From Discontinued Investing Activities,,,0.0,0.0,0.0,,
Cash Flow From Continuing Investing Activities,-3516040000.0,-3616900000.0,1065078000.0,494563000.0,-5340733000.0,,
Net Other Investing Changes,-1719980000.0,-1764099000.0,-586337000.0,-814801000.0,-1908096000.0,,
Interest Received Cfi,741093000.0,209327000.0,,,473443000.0,28799000.0,
Net Investment Purchase And Sale,1867982000.0,-2231016000.0,200215000.0,1601108000.0,171579000.0,,
Net Business Purchase And Sale,-3452403000.0,891559000.0,2020684000.0,-28171000.0,-2625803000.0,,
Sale Of Business,,300000000.0,2575021000.0,9051000.0,,2449160000.0,
Purchase Of Business,,,-554337000.0,-37222000.0,,,-8819000.0
Net Intangibles Purchase And Sale,-168320000.0,-169133000.0,-68569000.0,-37177000.0,-223017000.0,,
Purchase Of Intangibles,-168320000.0,-169133000.0,-68569000.0,-37177000.0,-223017000.0,,
Net PPE Purchase And Sale,-784412000.0,-553538000.0,-501178000.0,-226396000.0,-1228839000.0,,
Purchase Of PPE,-784412000.0,-553538000.0,-501178000.0,-226396000.0,-1228839000.0,,
Operating Cash Flow,3215563000.0,4213496000.0,3941417000.0,3139353000.0,5466906000.0,,
Cash From Discontinued Operating Activities,,0.0,0.0,0.0,0.0,,
Cash Flow From Continuing Operating Activities,3215563000.0,4213496000.0,3941417000.0,3139353000.0,5466906000.0,,
Taxes Refund Paid,-380510000.0,-154131000.0,64860000.0,-238827000.0,21408000.0,,
Interest Paid Cfo,-1296741000.0,-1397202000.0,-1223931000.0,-1913735000.0,-1580620000.0,,
Change In Working Capital,1279875000.0,-1704788000.0,969261000.0,570730000.0,2213256000.0,,
Change In Other Working Capital,,513685000.0,-76545000.0,346298000.0,,857039000.0,-94258000.0
Change In Other Current Liabilities,-224132000.0,161234000.0,-273176000.0,-644358000.0,341583000.0,,
Change In Other Current Assets,1944187000.0,-2619217000.0,1364429000.0,684731000.0,1775865000.0,,
Change In Payables And Accrued Expense,567436000.0,453621000.0,-109185000.0,-414214000.0,-427183000.0,,
Change In Payable,926046000.0,453621000.0,-109185000.0,-414214000.0,348716000.0,,
Change In Account Payable,926046000.0,453621000.0,-109185000.0,-414214000.0,348716000.0,,
Change In Receivables,-224178000.0,-214111000.0,63738000.0,598273000.0,1261834000.0,,
Changes In Account Receivables,-224178000.0,-214111000.0,63738000.0,598273000.0,1261834000.0,,
Other Non Cash Items,-746359000.0,3760947000.0,4108653000.0,2004173000.0,-298940000.0,,
Provisionand Write Offof Assets,140255000.0,235857000.0,133208000.0,126417000.0,-146044000.0,,
Asset Impairment Charge,-164882000.0,53350000.0,-184720000.0,31975000.0,,,
Depreciation Amortization Depletion,1177694000.0,1155625000.0,1131369000.0,1112231000.0,1032945000.0,,
Depreciation And Amortization,1177694000.0,1155625000.0,1131369000.0,1112231000.0,1032945000.0,,
Operating Gains Losses,699076000.0,7485768000.0,1370190000.0,1735069000.0,1497004000.0,,
Earnings Losses From Equity Investments,-406500000.0,-1264914000.0,126207000.0,-367832000.0,-478496000.0,,
Gain Loss On Investment Securities,684857000.0,1072607000.0,600853000.0,976800000.0,414455000.0,,
Net Foreign Currency Exchange Gain Loss,367427000.0,501898000.0,643130000.0,1126101000.0,1561045000.0,,
Gain Loss On Sale Of Business,53292000.0,,,,,,
Net Income From Continuing Operations,958134000.0,-5221930000.0,-2427473000.0,-288680000.0,1064313000.0,,
