,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,201450680.0,145177589.4,140768931.6,121100880.0,78966738.231603,
Tax Rate For Calcs,0.34,0.2703,0.2766,0.2976,0.207848,
Normalized EBITDA,2934281000.0,1309897000.0,1817796000.0,1653697000.0,2408037000.0,
Total Unusual Items,592502000.0,537098000.0,508926000.0,406925000.0,379926000.0,
Total Unusual Items Excluding Goodwill,592502000.0,537098000.0,508926000.0,406925000.0,379926000.0,
Net Income From Continuing Operation Net Minority Interest,907784000.0,1246111000.0,1325647000.0,1106077000.0,1178456000.0,
Reconciled Depreciation,96912000.0,95740000.0,96844000.0,97527000.0,103295000.0,
Reconciled Cost Of Revenue,700134000.0,671750000.0,654273000.0,640257000.0,681605000.0,
EBITDA,3526783000.0,1846995000.0,2326722000.0,2060622000.0,2787963000.0,
EBIT,3429871000.0,1751255000.0,2229878000.0,1963095000.0,2684668000.0,
Net Interest Income,-480039000.0,-488533000.0,-423688000.0,-421320000.0,-324007000.0,
Interest Expense,1600562000.0,43841000.0,395544000.0,388251000.0,1196891000.0,
Interest Income,21085000.0,2059000.0,505000.0,8230000.0,11077000.0,
Normalized Income,516732680.0,854190589.4,957489931.6,820252880.0,877496738.231603,
Net Income From Continuing And Discontinued Operation,907784000.0,1246111000.0,1325647000.0,1106077000.0,1178456000.0,
Total Expenses,947932000.0,867064000.0,864525000.0,848725000.0,902666000.0,
Rent Expense Supplemental,,389000.0,505000.0,576000.0,811000.0,1134000.0
Diluted Average Shares,5043244444.0,5203192755.0,5231082473.0,5248681160.0,,5605871229.0
Basic Average Shares,5043244444.0,5175384464.0,5203141649.0,5218964401.0,,5583243432.0
Diluted EPS,0.18,0.23949,0.253417,0.210734,,0.214862
Basic EPS,0.18,0.240777,0.254778,0.211934,,0.215733
Diluted NI Availto Com Stockholders,907784000.0,1246111000.0,1325647000.0,1106077000.0,1178456000.0,
Net Income Common Stockholders,907784000.0,1246111000.0,1325647000.0,1106077000.0,1178456000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,907784000.0,1246111000.0,1325647000.0,1106077000.0,1178456000.0,
Minority Interests,-70000.0,197000.0,-1334000.0,-46000.0,-90000.0,
Net Income Including Noncontrolling Interests,907854000.0,1245914000.0,1326981000.0,1106123000.0,1178546000.0,
Net Income Continuous Operations,907854000.0,1245914000.0,1326981000.0,1106123000.0,1178546000.0,
Tax Provision,921455000.0,461500000.0,507353000.0,468721000.0,309231000.0,
Pretax Income,1829309000.0,1707414000.0,1834334000.0,1574844000.0,1487777000.0,
Special Income Charges,0.0,0.0,0.0,0.0,0.0,
Write Off,,,,,,0.0
Impairment Of Capital Assets,0.0,0.0,0.0,0.0,0.0,
Net Non Operating Interest Income Expense,-480039000.0,-488533000.0,-423688000.0,-421320000.0,-324007000.0,
Total Other Finance Cost,-1099438000.0,446751000.0,28649000.0,41299000.0,-861807000.0,
Interest Expense Non Operating,1600562000.0,43841000.0,395544000.0,388251000.0,1196891000.0,
Interest Income Non Operating,21085000.0,2059000.0,505000.0,8230000.0,11077000.0,
Operating Income,1703831000.0,1618837000.0,1677244000.0,1539223000.0,1472827000.0,
Operating Expense,247798000.0,195314000.0,210252000.0,208468000.0,221061000.0,
Other Operating Expenses,-8332000.0,65760000.0,81438000.0,82817000.0,74359000.0,
Depreciation And Amortization In Income Statement,96871000.0,95740000.0,96844000.0,97527000.0,103295000.0,
Depreciation Income Statement,292265000.0,95740000.0,96844000.0,97527000.0,103295000.0,
Selling General And Administration,155903000.0,28571000.0,26752000.0,23287000.0,38308000.0,
Selling And Marketing Expense,24388000.0,13505000.0,11948000.0,8007000.0,20575000.0,
General And Administrative Expense,131515000.0,15066000.0,14804000.0,15280000.0,17733000.0,
Rent And Landing Fees,,389000.0,505000.0,576000.0,811000.0,1134000.0
Gross Profit,1951629000.0,1814151000.0,1887496000.0,1747691000.0,1693888000.0,
Cost Of Revenue,700134000.0,671750000.0,654273000.0,640257000.0,681605000.0,
Total Revenue,2651763000.0,2485901000.0,2541769000.0,2387948000.0,2375493000.0,
Operating Revenue,2651763000.0,2485901000.0,2541769000.0,2387948000.0,2375493000.0,
