,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-248799.936471,-6925738.0,-272785.0,-481416.3,-15228260.0,
Tax Rate For Calcs,0.013209,0.2228,0.0178,0.1797,0.34,
Normalized EBITDA,200099000.0,153617000.0,202371000.0,159249000.0,108586000.0,
Total Unusual Items,-18836000.0,-31085000.0,-15325000.0,-2679000.0,-29592000.0,
Total Unusual Items Excluding Goodwill,-18836000.0,-31085000.0,-15325000.0,-2679000.0,-44789000.0,
Net Income From Continuing Operation Net Minority Interest,74558000.0,14919000.0,81326000.0,43633000.0,-30208000.0,
Reconciled Depreciation,59490000.0,54209000.0,55711000.0,55230000.0,54549000.0,
Reconciled Cost Of Revenue,238932000.0,219821000.0,233962000.0,212278000.0,236690000.0,
EBITDA,181263000.0,122532000.0,187046000.0,156570000.0,78994000.0,
EBIT,121773000.0,68323000.0,131335000.0,101340000.0,24445000.0,
Net Interest Income,-57265000.0,-55792000.0,-56229000.0,-63602000.0,-51137000.0,
Interest Expense,46217000.0,49128000.0,48537000.0,48149000.0,42874000.0,
Interest Income,2410000.0,2692000.0,2167000.0,2413000.0,8318000.0,
Normalized Income,93145200.063529,39078262.0,96378215.0,45830583.7,-647260.0,
Net Income From Continuing And Discontinued Operation,74558000.0,14919000.0,81326000.0,43633000.0,-30208000.0,
Total Expenses,437810000.0,429604000.0,447039000.0,424953000.0,456898000.0,
Rent Expense Supplemental,5629000.0,4787000.0,5145000.0,4264000.0,5661000.0,
Diluted Average Shares,,127382172.0,126620788.0,127225139.0,126620660.0,126620660.0
Basic Average Shares,,127382172.0,126620788.0,127225139.0,126620660.0,126620660.0
Diluted EPS,,0.11712,0.64228,0.342959,-0.238571,-0.018251
Basic EPS,,0.11712,0.64228,0.342959,-0.238571,-0.018251
Diluted NI Availto Com Stockholders,74558000.0,14919000.0,81326000.0,43633000.0,-30208000.0,
Net Income Common Stockholders,74558000.0,14919000.0,81326000.0,43633000.0,-30208000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,74558000.0,14919000.0,81326000.0,43633000.0,-30208000.0,
Net Income Including Noncontrolling Interests,74558000.0,14919000.0,81326000.0,43633000.0,-30208000.0,
Net Income Continuous Operations,74558000.0,14919000.0,81326000.0,43633000.0,-30208000.0,
Tax Provision,998000.0,4276000.0,1472000.0,9558000.0,11779000.0,
Pretax Income,75556000.0,19195000.0,82798000.0,53191000.0,-18429000.0,
Special Income Charges,-9825000.0,-10921000.0,-13108000.0,,-43126000.0,-7172000.0
Other Special Charges,-968000.0,10921000.0,7743000.0,,6669000.0,7172000.0
Impairment Of Capital Assets,,,5365000.0,,21260000.0,531000.0
Net Non Operating Interest Income Expense,-57265000.0,-55792000.0,-56229000.0,-63602000.0,-51137000.0,
Total Other Finance Cost,13458000.0,9356000.0,9859000.0,17866000.0,16581000.0,
Interest Expense Non Operating,46217000.0,49128000.0,48537000.0,48149000.0,42874000.0,
Interest Income Non Operating,2410000.0,2692000.0,2167000.0,2413000.0,8318000.0,
Operating Income,135044000.0,84847000.0,142198000.0,115036000.0,66864000.0,
Operating Expense,198878000.0,209783000.0,213077000.0,212675000.0,220208000.0,
Other Operating Expenses,44154000.0,50605000.0,60505000.0,67338000.0,73739000.0,
Depreciation And Amortization In Income Statement,6140000.0,6289000.0,7145000.0,6964000.0,6367000.0,
Depreciation Income Statement,6140000.0,6289000.0,7145000.0,6964000.0,6367000.0,
Selling General And Administration,79330000.0,82589000.0,80197000.0,71292000.0,74735000.0,
Selling And Marketing Expense,31541000.0,37469000.0,39577000.0,31535000.0,33042000.0,
General And Administrative Expense,47789000.0,45120000.0,40620000.0,39757000.0,41693000.0,
Gross Profit,333922000.0,294630000.0,355275000.0,327711000.0,287072000.0,
Cost Of Revenue,238932000.0,219821000.0,233962000.0,212278000.0,236690000.0,
Total Revenue,572854000.0,514451000.0,589237000.0,539989000.0,523762000.0,
Operating Revenue,572854000.0,514451000.0,589237000.0,539989000.0,523762000.0,
