,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,13230556.44445,9468773.715065,37043702.37594,-78842600.0,1506844.96124,
Tax Rate For Calcs,0.179561,0.061802,0.263093,0.34,0.189922,
Normalized EBITDA,351192000.0,360132000.0,399379000.0,431105000.0,447237000.0,
Total Unusual Items,73683000.0,153211000.0,140801000.0,-231890000.0,7934000.0,
Total Unusual Items Excluding Goodwill,73683000.0,153211000.0,140801000.0,-231890000.0,7934000.0,
Net Income From Continuing Operation Net Minority Interest,121937000.0,238139000.0,227529000.0,32444000.0,158840000.0,
Reconciled Depreciation,192350000.0,195367000.0,164082000.0,159742000.0,202998000.0,
Reconciled Cost Of Revenue,552209000.0,553122000.0,540866000.0,530141000.0,564861000.0,
EBITDA,424875000.0,513343000.0,540180000.0,199215000.0,455171000.0,
EBIT,232525000.0,317976000.0,376098000.0,39473000.0,252173000.0,
Net Interest Income,-74669000.0,-56394000.0,-57680000.0,-76612000.0,-58685000.0,
Interest Expense,83901000.0,64150000.0,67336000.0,53509000.0,56093000.0,
Interest Income,13527000.0,10179000.0,12415000.0,11999000.0,12304000.0,
Normalized Income,61484556.44445,94396773.715065,123771702.37594,185491400.0,152412844.96124,
Net Income From Continuing And Discontinued Operation,121937000.0,238139000.0,227529000.0,32444000.0,158840000.0,
Total Expenses,628781000.0,627897000.0,600987000.0,600151000.0,613785000.0,
Total Operating Income As Reported,,178405000.0,,,236404000.0,269101000.0
Diluted Average Shares,292984881.0,292725787.0,293010301.0,,293246897.0,293074642.0
Basic Average Shares,292974881.0,292715787.0,292993634.0,,293212853.0,292977807.0
Diluted EPS,0.42,0.81,0.7765,,0.5417,0.46
Basic EPS,0.42,0.81,0.7766,,0.5417,0.46
Diluted NI Availto Com Stockholders,121937000.0,238139000.0,227529000.0,32444000.0,158840000.0,
Net Income Common Stockholders,121937000.0,238139000.0,227529000.0,32444000.0,158840000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,121937000.0,238139000.0,227529000.0,32444000.0,158840000.0,
Net Income Including Noncontrolling Interests,121937000.0,238139000.0,227529000.0,32444000.0,158840000.0,
Net Income Continuous Operations,121937000.0,238139000.0,227529000.0,32444000.0,158840000.0,
Tax Provision,26687000.0,15687000.0,81233000.0,-46480000.0,37240000.0,
Pretax Income,148624000.0,253826000.0,308762000.0,-14036000.0,196080000.0,
Net Non Operating Interest Income Expense,-74669000.0,-56394000.0,-57680000.0,-76612000.0,-58685000.0,
Total Other Finance Cost,4295000.0,2423000.0,2759000.0,35102000.0,14896000.0,
Interest Expense Non Operating,83901000.0,64150000.0,67336000.0,53509000.0,56093000.0,
Interest Income Non Operating,13527000.0,10179000.0,12415000.0,11999000.0,12304000.0,
Operating Income,157604000.0,178405000.0,259765000.0,243225000.0,236404000.0,
Operating Expense,76572000.0,74775000.0,60121000.0,70010000.0,48924000.0,
Other Operating Expenses,21377000.0,8332000.0,3619000.0,7856000.0,-6688000.0,
Selling General And Administration,55195000.0,66443000.0,56502000.0,62154000.0,55612000.0,
General And Administrative Expense,55195000.0,66443000.0,56502000.0,62154000.0,55612000.0,
Gross Profit,234176000.0,253180000.0,319886000.0,313235000.0,285328000.0,
Cost Of Revenue,552209000.0,553122000.0,540866000.0,530141000.0,564861000.0,
Total Revenue,786385000.0,806302000.0,860752000.0,843376000.0,850189000.0,
Operating Revenue,786385000.0,806302000.0,860752000.0,843376000.0,850189000.0,
