,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-1590276.943959,10175775.547934,10048050.0,3068941.730888,15902140.0,
Tax Rate For Calcs,0.149322,0.197968,0.225,0.077338,0.34,
Normalized EBITDA,382851000.0,344941000.0,355715000.0,298336000.0,323365000.0,
Total Unusual Items,-10650000.0,51401000.0,44658000.0,39682000.0,46771000.0,
Total Unusual Items Excluding Goodwill,-10650000.0,51401000.0,44658000.0,39682000.0,46771000.0,
Net Income From Continuing Operation Net Minority Interest,187091000.0,188418000.0,194496000.0,184997000.0,290440000.0,
Reconciled Depreciation,72974000.0,88969000.0,85427000.0,81601000.0,86772000.0,
Reconciled Cost Of Revenue,361981000.0,458613000.0,431862000.0,426750000.0,407750000.0,
EBITDA,372201000.0,396342000.0,400373000.0,338018000.0,370136000.0,
EBIT,299227000.0,307373000.0,314946000.0,256417000.0,283364000.0,
Net Interest Income,-88997000.0,-83757000.0,-77826000.0,-71008000.0,-79420000.0,
Interest Expense,69361000.0,64506000.0,56390000.0,51008000.0,52826000.0,
Interest Income,1911000.0,2107000.0,2346000.0,2595000.0,2999000.0,
Normalized Income,196150723.056041,147192775.547934,159886050.0,148383941.730888,259571140.0,
Net Income From Continuing And Discontinued Operation,265067000.0,188718000.0,194647000.0,184997000.0,290995000.0,
Total Expenses,972566000.0,1212186000.0,1172393000.0,1150754000.0,1062102000.0,
Total Operating Income As Reported,270225000.0,261844000.0,274934000.0,216450000.0,248301000.0,
Diluted Average Shares,,598626000.0,595512000.0,,604848000.0,605094000.0
Basic Average Shares,,587091000.0,585903000.0,,594638000.0,595075000.0
Diluted EPS,,0.31525,0.32686,,0.4811,0.18984
Basic EPS,,0.32145,0.33222,,0.48936,0.19304
Diluted NI Availto Com Stockholders,265067000.0,188718000.0,194647000.0,184997000.0,290995000.0,
Net Income Common Stockholders,265067000.0,188718000.0,194647000.0,184997000.0,290995000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,265067000.0,188718000.0,194647000.0,184997000.0,290995000.0,
Minority Interests,-8451000.0,-6369000.0,-5948000.0,-4526000.0,-4849000.0,
Net Income Including Noncontrolling Interests,273518000.0,195087000.0,200595000.0,189523000.0,295844000.0,
Net Income Discontinuous Operations,77976000.0,300000.0,151000.0,0.0,555000.0,
Net Income Continuous Operations,195542000.0,194787000.0,200444000.0,189523000.0,295289000.0,
Tax Provision,34324000.0,48080000.0,58112000.0,15886000.0,-64751000.0,
Pretax Income,229866000.0,242867000.0,258556000.0,205409000.0,230538000.0,
Special Income Charges,-16678000.0,-14038000.0,-14576000.0,-16648000.0,-12872000.0,
Write Off,16678000.0,14038000.0,14576000.0,16648000.0,12872000.0,
Net Non Operating Interest Income Expense,-88997000.0,-83757000.0,-77826000.0,-71008000.0,-79420000.0,
Total Other Finance Cost,21547000.0,21358000.0,23782000.0,22595000.0,29593000.0,
Interest Expense Non Operating,69361000.0,64506000.0,56390000.0,51008000.0,52826000.0,
Interest Income Non Operating,1911000.0,2107000.0,2346000.0,2595000.0,2999000.0,
Operating Income,286903000.0,275882000.0,289510000.0,233098000.0,261173000.0,
Operating Expense,610585000.0,753573000.0,740531000.0,724004000.0,654352000.0,
Other Operating Expenses,-19036000.0,3237000.0,14128000.0,14801000.0,-10747000.0,
Research And Development,206375000.0,267090000.0,249539000.0,247696000.0,237572000.0,
Selling General And Administration,423246000.0,483246000.0,476864000.0,461507000.0,427527000.0,
Selling And Marketing Expense,311532000.0,336649000.0,318934000.0,301759000.0,280693000.0,
General And Administrative Expense,111714000.0,146597000.0,157930000.0,159748000.0,146834000.0,
Gross Profit,897488000.0,1029455000.0,1030041000.0,957102000.0,915525000.0,
Cost Of Revenue,361981000.0,458613000.0,431862000.0,426750000.0,407750000.0,
Total Revenue,1259469000.0,1488068000.0,1461903000.0,1383852000.0,1323275000.0,
Operating Revenue,1259469000.0,1488068000.0,1461903000.0,1383852000.0,1323275000.0,
