,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-11455620.0,12690549.370548,-268150520.0,-73157800.0,-59927380.0,
Tax Rate For Calcs,0.34,0.339746,0.34,0.34,0.34,
Normalized EBITDA,374376000.0,323043000.0,215651000.0,114132000.0,186385000.0,
Total Unusual Items,-33693000.0,37353000.0,-788678000.0,-215170000.0,-176257000.0,
Total Unusual Items Excluding Goodwill,-33693000.0,37353000.0,-788678000.0,-215170000.0,-176257000.0,
Net Income From Continuing Operation Net Minority Interest,41409000.0,87006000.0,-811858000.0,-358813000.0,-249848000.0,
Reconciled Depreciation,59172000.0,58375000.0,69287000.0,64774000.0,43073000.0,
Reconciled Cost Of Revenue,2140906000.0,2024488000.0,1911992000.0,1629056000.0,1743089000.0,
EBITDA,340683000.0,360396000.0,-573027000.0,-101038000.0,10128000.0,
EBIT,281511000.0,302021000.0,-642314000.0,-165812000.0,-32945000.0,
Net Interest Income,-340712000.0,-293291000.0,-339267000.0,-350138000.0,-183151000.0,
Interest Expense,164889000.0,143232000.0,148625000.0,159125000.0,119458000.0,
Interest Income,2672000.0,2642000.0,1696000.0,2130000.0,3263000.0,
Normalized Income,63646380.0,62343549.370548,-291330520.0,-216800800.0,-133518380.0,
Net Income From Continuing And Discontinued Operation,41409000.0,87006000.0,-811858000.0,-358813000.0,-249848000.0,
Total Expenses,2596237000.0,2497387000.0,2399443000.0,2076575000.0,2228174000.0,
Rent Expense Supplemental,154544000.0,98309000.0,102830000.0,53360000.0,53177000.0,
Diluted Average Shares,,563526000.0,562825000.0,562825323.0,,562825000.0
Basic Average Shares,,562825000.0,562825000.0,562825323.0,,562825000.0
Diluted EPS,,0.1544,-1.44247,-0.637519,,-0.0226
Basic EPS,,0.15459,-1.44247,-0.637519,,-0.0226
Diluted NI Availto Com Stockholders,41409000.0,87006000.0,-811858000.0,-358813000.0,-249848000.0,
Net Income Common Stockholders,41409000.0,87006000.0,-811858000.0,-358813000.0,-249848000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,41409000.0,87006000.0,-811858000.0,-358813000.0,-249848000.0,
Minority Interests,-12085000.0,-17835000.0,26505000.0,3863000.0,-7823000.0,
Net Income Including Noncontrolling Interests,53494000.0,104841000.0,-838363000.0,-362676000.0,-242025000.0,
Net Income Continuous Operations,53494000.0,104841000.0,-838363000.0,-362676000.0,-242025000.0,
Tax Provision,63128000.0,53948000.0,47424000.0,37739000.0,89622000.0,
Pretax Income,116622000.0,158789000.0,-790939000.0,-324937000.0,-152403000.0,
Special Income Charges,-33733000.0,11466000.0,-826741000.0,-209722000.0,-95972000.0,
Other Special Charges,68000.0,-7644000.0,20000000.0,92000.0,95972000.0,
Impairment Of Capital Assets,33665000.0,-3822000.0,806741000.0,209630000.0,,
Net Non Operating Interest Income Expense,-340712000.0,-293291000.0,-339267000.0,-350138000.0,-183151000.0,
Total Other Finance Cost,178495000.0,152701000.0,192338000.0,193143000.0,66956000.0,
Interest Expense Non Operating,164889000.0,143232000.0,148625000.0,159125000.0,119458000.0,
Interest Income Non Operating,2672000.0,2642000.0,1696000.0,2130000.0,3263000.0,
Operating Income,441854000.0,378728000.0,309396000.0,206616000.0,147930000.0,
Operating Expense,455331000.0,472899000.0,487451000.0,447519000.0,485085000.0,
Other Operating Expenses,83641000.0,76905000.0,86235000.0,60321000.0,115913000.0,
Depreciation And Amortization In Income Statement,21516000.0,22275000.0,22363000.0,23722000.0,28142000.0,
Depreciation Income Statement,21516000.0,22275000.0,22363000.0,23722000.0,28142000.0,
Selling General And Administration,206010000.0,263192000.0,264296000.0,269691000.0,257952000.0,
Selling And Marketing Expense,76565000.0,73481000.0,79088000.0,85591000.0,58050000.0,
General And Administrative Expense,129445000.0,189711000.0,185208000.0,184100000.0,199902000.0,
Gross Profit,897185000.0,851627000.0,796847000.0,654135000.0,633015000.0,
Cost Of Revenue,2140906000.0,2024488000.0,1911992000.0,1629056000.0,1743089000.0,
Total Revenue,3038091000.0,2876115000.0,2708839000.0,2283191000.0,2376104000.0,
Operating Revenue,3038091000.0,2876115000.0,2708839000.0,2283191000.0,2376104000.0,
