,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,540530026.389845,25727800.0,-53661520.0,-611139120.0,-1412305.970149,
Tax Rate For Calcs,0.280895,0.34,0.34,0.34,0.165008,
Normalized EBITDA,-1095239000.0,697980000.0,650065000.0,3229715000.0,787473000.0,
Total Unusual Items,1924316000.0,75670000.0,-157828000.0,-1797468000.0,-8559000.0,
Total Unusual Items Excluding Goodwill,1924316000.0,75670000.0,-157828000.0,-1797468000.0,-8559000.0,
Net Income From Continuing Operation Net Minority Interest,361326000.0,246401000.0,263848000.0,1207993000.0,412870000.0,
Reconciled Depreciation,166023000.0,154973000.0,153921000.0,151334000.0,147381000.0,
Reconciled Cost Of Revenue,799795000.0,786147000.0,723355000.0,841486000.0,733027000.0,
EBITDA,829077000.0,773650000.0,492237000.0,1432247000.0,778914000.0,
EBIT,663054000.0,618677000.0,338316000.0,1280913000.0,631533000.0,
Net Interest Income,-175320000.0,-145248000.0,-79406000.0,2016354000.0,-168613000.0,
Interest Expense,160588000.0,169177000.0,136977000.0,131563000.0,137073000.0,
Interest Income,55354000.0,47454000.0,52223000.0,2168200000.0,10813000.0,
Normalized Income,-1022459973.610155,196458800.0,368014480.0,2394321880.0,420016694.029851,
Net Income From Continuing And Discontinued Operation,361326000.0,246401000.0,263848000.0,1207993000.0,412870000.0,
Total Expenses,3484965000.0,1391098000.0,1329497000.0,851832000.0,1232519000.0,
Diluted NI Availto Com Stockholders,112914000.0,246401000.0,263848000.0,1207993000.0,-649556000.0,
Net Income Common Stockholders,112914000.0,246401000.0,263848000.0,1207993000.0,-649556000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Preferred Stock Dividends,248412000.0,,,,,
Net Income,361326000.0,246401000.0,263848000.0,1207993000.0,412870000.0,
Net Income Including Noncontrolling Interests,361326000.0,246401000.0,263848000.0,1207993000.0,412870000.0,
Net Income Continuous Operations,361326000.0,246401000.0,263848000.0,1207993000.0,412870000.0,
Tax Provision,141140000.0,203099000.0,-62509000.0,-58643000.0,81590000.0,
Pretax Income,502466000.0,449500000.0,201339000.0,1149350000.0,494460000.0,
Other Non Operating Income Expenses,,-18849000.0,,-92411000.0,,-28881000.0
Special Income Charges,1941006000.0,-80102000.0,-39751000.0,-1536886000.0,-17583000.0,
Other Special Charges,-1948082000.0,76733000.0,38738000.0,1535720000.0,7558000.0,
Write Off,7076000.0,3369000.0,1013000.0,1166000.0,10025000.0,
Net Non Operating Interest Income Expense,-175320000.0,-145248000.0,-79406000.0,2016354000.0,-168613000.0,
Total Other Finance Cost,70086000.0,23525000.0,-5348000.0,20283000.0,42353000.0,
Interest Expense Non Operating,160588000.0,169177000.0,136977000.0,131563000.0,137073000.0,
Interest Income Non Operating,55354000.0,47454000.0,52223000.0,2168200000.0,10813000.0,
Operating Income,-1594013000.0,413073000.0,375874000.0,953401000.0,543688000.0,
Operating Expense,2685170000.0,604951000.0,606142000.0,10346000.0,499492000.0,
Other Operating Expenses,202222000.0,189300000.0,241571000.0,1381424000.0,138213000.0,
Depreciation And Amortization In Income Statement,36821000.0,30341000.0,32028000.0,32249000.0,31367000.0,
Depreciation Income Statement,36821000.0,30341000.0,32028000.0,32249000.0,31367000.0,
Selling General And Administration,123263000.0,121588000.0,89132000.0,230205000.0,94081000.0,
Selling And Marketing Expense,70730000.0,73210000.0,61649000.0,67515000.0,69651000.0,
General And Administrative Expense,52533000.0,48378000.0,27483000.0,162690000.0,24430000.0,
Gross Profit,1091157000.0,1018024000.0,982016000.0,963747000.0,1043180000.0,
Cost Of Revenue,799795000.0,786147000.0,723355000.0,841486000.0,733027000.0,
Total Revenue,1890952000.0,1804171000.0,1705371000.0,1805233000.0,1776207000.0,
Operating Revenue,1890952000.0,1804171000.0,1705371000.0,1805233000.0,1776207000.0,
