,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-16093200.0,-2896800.0,0.0,0.0,4516602.57144,
Tax Rate For Calcs,0.4,0.34,0.246823,0.09242,0.04113,
Normalized EBITDA,623485000.0,661093000.0,608845000.0,644091000.0,536264000.0,
Total Unusual Items,-40233000.0,-8520000.0,,,109813000.0,-20606000.0
Total Unusual Items Excluding Goodwill,-40233000.0,-8520000.0,,,109813000.0,-20606000.0
Net Income From Continuing Operation Net Minority Interest,248302000.0,252229000.0,125865000.0,201401000.0,254670000.0,
Reconciled Depreciation,149860000.0,181609000.0,152208000.0,150452000.0,150556000.0,
Reconciled Cost Of Revenue,190987000.0,231077000.0,160934000.0,181025000.0,173903000.0,
EBITDA,583252000.0,652573000.0,608845000.0,644091000.0,646077000.0,
EBIT,433392000.0,470964000.0,456637000.0,493639000.0,495521000.0,
Net Interest Income,-205725000.0,-124605000.0,-138738000.0,-92246000.0,-225333000.0,
Interest Expense,198362000.0,203769000.0,249618000.0,240286000.0,205489000.0,
Interest Income,4690000.0,94526000.0,110880000.0,148040000.0,2918000.0,
Normalized Income,272441800.0,257852200.0,125865000.0,201401000.0,149373602.57144,
Net Income From Continuing And Discontinued Operation,248302000.0,252229000.0,125865000.0,201401000.0,254670000.0,
Total Expenses,279145000.0,458002000.0,336447000.0,370147000.0,367730000.0,
Rent Expense Supplemental,24644000.0,18107000.0,160934000.0,181025000.0,15537000.0,
Total Operating Income As Reported,416452000.0,,,345599000.0,447683000.0,
Diluted Average Shares,500892000.0,,505888264.0,499612135.0,525428000.0,
Basic Average Shares,499729000.0,,505888264.0,499612135.0,524564000.0,
Diluted EPS,0.4957,,0.2488,0.403115,0.4847,
Basic EPS,0.4969,,0.2488,0.403115,0.4855,
Diluted NI Availto Com Stockholders,248302000.0,252229000.0,125865000.0,201401000.0,254670000.0,
Net Income Common Stockholders,248302000.0,252229000.0,125865000.0,201401000.0,254670000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,248302000.0,252229000.0,125865000.0,201401000.0,254670000.0,
Minority Interests,-18648000.0,-29100000.0,-30057000.0,-28537000.0,-23433000.0,
Net Income Including Noncontrolling Interests,266950000.0,281329000.0,155922000.0,229938000.0,278103000.0,
Net Income Continuous Operations,266950000.0,281329000.0,155922000.0,229938000.0,278103000.0,
Tax Provision,-31920000.0,-14134000.0,51097000.0,23415000.0,11929000.0,
Pretax Income,235030000.0,267195000.0,207019000.0,253353000.0,290032000.0,
Other Non Operating Income Expenses,,,-15010000.0,,,
Special Income Charges,10202000.0,-4193000.0,,,138965000.0,95980000.0
Other Special Charges,-10202000.0,4193000.0,,,-139135000.0,-96780000.0
Write Off,0.0,0.0,,,170000.0,
Net Non Operating Interest Income Expense,-205725000.0,-124605000.0,-138738000.0,-92246000.0,-225333000.0,
Total Other Finance Cost,12053000.0,15362000.0,,,22762000.0,47706000.0
Interest Expense Non Operating,198362000.0,203769000.0,249618000.0,240286000.0,205489000.0,
Interest Income Non Operating,4690000.0,94526000.0,110880000.0,148040000.0,2918000.0,
Operating Income,384557000.0,375060000.0,341871000.0,327736000.0,282112000.0,
Operating Expense,88158000.0,226925000.0,175513000.0,189122000.0,193827000.0,
Other Operating Expenses,-55506000.0,55627000.0,,,34132000.0,72092000.0
Depreciation And Amortization In Income Statement,35351000.0,41671000.0,,,37021000.0,40855000.0
Depreciation Income Statement,35351000.0,41671000.0,,,37021000.0,40855000.0
Selling General And Administration,26495000.0,33543000.0,175513000.0,165028000.0,28423000.0,
General And Administrative Expense,26495000.0,31925000.0,175513000.0,165028000.0,28423000.0,
Rent And Landing Fees,633000.0,550000.0,,,547000.0,252000.0
Gross Profit,472715000.0,601985000.0,517384000.0,516858000.0,475939000.0,
Cost Of Revenue,190987000.0,231077000.0,160934000.0,181025000.0,173903000.0,
Total Revenue,663702000.0,833062000.0,678318000.0,697883000.0,649842000.0,
Operating Revenue,663702000.0,833062000.0,678318000.0,697883000.0,649842000.0,
