,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-54709.973579,1962839.868565,4552600.0,9583900.0,-801487.459016,
Tax Rate For Calcs,0.000372,0.211058,0.34,0.2005,0.028512,
Normalized EBITDA,380690000.0,638272000.0,508022000.0,348315000.0,515859000.0,
Total Unusual Items,-146936000.0,9300000.0,13390000.0,47800000.0,-28111000.0,
Total Unusual Items Excluding Goodwill,-146936000.0,9300000.0,13390000.0,47800000.0,-28111000.0,
Net Income From Continuing Operation Net Minority Interest,-231433000.0,23204000.0,-35004000.0,-7738000.0,117948000.0,
Reconciled Depreciation,134970000.0,112976000.0,121971000.0,100147000.0,99537000.0,
Reconciled Cost Of Revenue,2464255000.0,2538384000.0,2501048000.0,2342169000.0,2399414000.0,
EBITDA,233754000.0,647572000.0,521412000.0,396115000.0,487748000.0,
EBIT,98784000.0,534596000.0,399441000.0,295968000.0,388211000.0,
Net Interest Income,-210332000.0,-258404000.0,-226283000.0,-198460000.0,-126680000.0,
Interest Expense,294842000.0,420471000.0,377363000.0,237053000.0,182645000.0,
Interest Income,12522000.0,162067000.0,151080000.0,59786000.0,5811000.0,
Normalized Income,-84551709.973579,15866839.868565,-43841400.0,-45954100.0,145257512.540984,
Net Income From Continuing And Discontinued Operation,-231293000.0,23149000.0,-34929000.0,-7670000.0,117786000.0,
Total Expenses,3244355000.0,3082450000.0,3068806000.0,2977439000.0,2884180000.0,
Diluted Average Shares,,348687771.0,330034170.0,329924091.0,,326908018.0
Basic Average Shares,,348687771.0,330034170.0,329924091.0,,326908018.0
Diluted EPS,,0.0074,-0.105834,-0.023284,,0.3729
Basic EPS,,0.0074,-0.105834,-0.023284,,0.3729
Diluted NI Availto Com Stockholders,-231293000.0,23149000.0,-34929000.0,-7670000.0,117786000.0,
Net Income Common Stockholders,-231293000.0,23149000.0,-34929000.0,-7670000.0,117786000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,-231293000.0,23149000.0,-34929000.0,-7670000.0,117786000.0,
Minority Interests,-35448000.0,-66834000.0,-33832000.0,-54838000.0,-81757000.0,
Net Income Including Noncontrolling Interests,-195845000.0,89983000.0,-1097000.0,47168000.0,199543000.0,
Net Income Discontinuous Operations,140000.0,-55000.0,75000.0,68000.0,-162000.0,
Net Income Continuous Operations,-195985000.0,90038000.0,-1172000.0,47100000.0,199705000.0,
Tax Provision,-73000.0,24087000.0,23250000.0,11815000.0,5861000.0,
Pretax Income,-196058000.0,114125000.0,22078000.0,58915000.0,205566000.0,
Special Income Charges,-144698000.0,9300000.0,13390000.0,52759000.0,-38675000.0,
Other Special Charges,-48502000.0,-9300000.0,-13390000.0,-54715000.0,-16497000.0,
Restructuring And Mergern Acquisition,97517000.0,,,1956000.0,24833000.0,
Net Non Operating Interest Income Expense,-210332000.0,-258404000.0,-226283000.0,-198460000.0,-126680000.0,
Total Other Finance Cost,-71988000.0,,,21193000.0,-50154000.0,
Interest Expense Non Operating,294842000.0,420471000.0,377363000.0,237053000.0,182645000.0,
Interest Income Non Operating,12522000.0,162067000.0,151080000.0,59786000.0,5811000.0,
Operating Income,-35056000.0,361769000.0,229579000.0,213924000.0,374631000.0,
Operating Expense,780100000.0,544066000.0,567758000.0,635270000.0,484766000.0,
Other Operating Expenses,165889000.0,47094000.0,41798000.0,171264000.0,-108363000.0,
Selling General And Administration,558237000.0,535951000.0,554752000.0,528123000.0,531641000.0,
Selling And Marketing Expense,297476000.0,295496000.0,286340000.0,263572000.0,290879000.0,
General And Administrative Expense,260761000.0,240455000.0,268412000.0,264551000.0,240762000.0,
Gross Profit,745044000.0,905835000.0,797337000.0,849194000.0,859397000.0,
Cost Of Revenue,2464255000.0,2538384000.0,2501048000.0,2342169000.0,2399414000.0,
Total Revenue,3209299000.0,3444219000.0,3298385000.0,3191363000.0,3258811000.0,
Operating Revenue,3209299000.0,3444219000.0,3298385000.0,3191363000.0,3258811000.0,
