,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-19541809.451686,,0.0,1047880.0,15492738.325221,0.0
Tax Rate For Calcs,0.32928,,0.34,0.34,0.14949,0.34
Normalized EBITDA,557461000.0,,661522000.0,509598000.0,418422000.0,701350000.0
Total Unusual Items,-59347000.0,,,3082000.0,103637000.0,
Total Unusual Items Excluding Goodwill,-59347000.0,,,3082000.0,103637000.0,
Net Income From Continuing Operation Net Minority Interest,-87454000.0,,31717000.0,45942000.0,22512000.0,92347000.0
Reconciled Depreciation,297729000.0,,389507000.0,286505000.0,292526000.0,305898000.0
Reconciled Cost Of Revenue,1509838000.0,,1634668000.0,1456590000.0,1555112000.0,1571834000.0
EBITDA,498114000.0,,661522000.0,512680000.0,522059000.0,701350000.0
EBIT,200385000.0,,272015000.0,226175000.0,229533000.0,395452000.0
Net Interest Income,-258679000.0,,-198616000.0,-217232000.0,-207180000.0,-124702000.0
Interest Expense,272351000.0,,275246000.0,220903000.0,203237000.0,228225000.0
Interest Income,3263000.0,,76630000.0,3000000.0,2360000.0,103523000.0
Normalized Income,-47648809.451686,,31717000.0,43907880.0,-65632261.674779,92347000.0
Net Income From Continuing And Discontinued Operation,-87454000.0,,31717000.0,45942000.0,22512000.0,92347000.0
Total Expenses,1880314000.0,,2018534000.0,1829046000.0,1821857000.0,2005586000.0
Total Operating Income As Reported,,,,,,-124702000.0
Diluted Average Shares,,917480597.0,908517647.0,1155828169.0,901035971.0,907562555.0
Basic Average Shares,,917480597.0,903894148.0,1155828169.0,901035971.0,907562555.0
Diluted EPS,,0.011964,0.034911,0.050714,0.024821,0.102054
Basic EPS,,0.011964,0.035089,0.050714,0.024821,0.102054
Diluted NI Availto Com Stockholders,-87454000.0,,31717000.0,45942000.0,22512000.0,92347000.0
Net Income Common Stockholders,-87454000.0,,31717000.0,45942000.0,22512000.0,92347000.0
Otherunder Preferred Stock Dividend,0.0,,0.0,0.0,0.0,0.0
Net Income,-87454000.0,,31717000.0,45942000.0,22512000.0,92347000.0
Minority Interests,-39185000.0,,-6808000.0,-12674000.0,147000.0,-273000.0
Net Income Including Noncontrolling Interests,-48269000.0,,38525000.0,58616000.0,22365000.0,92620000.0
Net Income Continuous Operations,-48269000.0,,38525000.0,58616000.0,22365000.0,92620000.0
Tax Provision,-23697000.0,,-41756000.0,-53344000.0,3931000.0,74607000.0
Pretax Income,-71966000.0,,-3231000.0,5272000.0,26296000.0,167227000.0
Special Income Charges,-58907000.0,,,3082000.0,104151000.0,
Other Special Charges,-72969000.0,,,943000.0,-55937000.0,
Write Off,131876000.0,,,-4025000.0,-19696000.0,
Impairment Of Capital Assets,,,,,0.0,
Net Non Operating Interest Income Expense,-258679000.0,,-198616000.0,-217232000.0,-207180000.0,-124702000.0
Total Other Finance Cost,-10409000.0,,,-671000.0,6303000.0,
Interest Expense Non Operating,272351000.0,,275246000.0,220903000.0,203237000.0,228225000.0
Interest Income Non Operating,3263000.0,,76630000.0,3000000.0,2360000.0,103523000.0
Operating Income,216215000.0,,103128000.0,73499000.0,242314000.0,233505000.0
Operating Expense,370476000.0,,383866000.0,372456000.0,266745000.0,433752000.0
Other Operating Expenses,-59693000.0,,,1979000.0,-52542000.0,23777000.0
Depreciation And Amortization In Income Statement,11590000.0,,,10894000.0,10766000.0,
Amortization,1046000.0,,,1046000.0,1002000.0,
Depreciation Income Statement,10544000.0,,,9848000.0,9764000.0,
Selling General And Administration,314016000.0,,393486000.0,273572000.0,308733000.0,409975000.0
Selling And Marketing Expense,255210000.0,,306375000.0,244812000.0,267270000.0,330419000.0
General And Administrative Expense,58806000.0,,87111000.0,28760000.0,41463000.0,79556000.0
Gross Profit,586691000.0,,486994000.0,445955000.0,509059000.0,667257000.0
Cost Of Revenue,1509838000.0,,1634668000.0,1456590000.0,1555112000.0,1571834000.0
Total Revenue,2096529000.0,,2121662000.0,1902545000.0,2064171000.0,2239091000.0
Operating Revenue,2096529000.0,,2121662000.0,1902545000.0,2064171000.0,2239091000.0
